#/home/enes/bim/BIM.py trees/ir8070106.trees,trees/ir8070107.trees,trees/ir8070108.trees,trees/ir8070109.trees,trees/ir8070110.trees,trees/ir8070111.trees,trees/ir8070112.trees,trees/ir8070113.trees,trees/ir8070114.trees,trees/ir8070115.trees,trees/ir8070116.trees,trees/ir8070117.trees,trees/ir8070118.trees,trees/ir8070119.trees,trees/ir8070120.trees,trees/ir8070121.trees 250 --stats=all --eta=etas/BC.json --out=outs/995544266.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,ZngE,bsfs,TajD,FerL,FayH,FulD,btree,Colless,path
0,10001.0,250,87,0.9917741378933624,1.9444931460601513,1.7675884311169576,-0.25337287523783003,0.10101942122583242,-0.8929394274758471,-0.8807864463113546,0.04725029148853479,ir8070106.trees
0,10001.0,250,87,0.6814421876116061,4.030968705438857,1.399369457834866,-0.07217377026331756,0.09796579075141677,0.5740852004697989,-1.0064725684645524,0.052144060111413405,ir8070107.trees
0,10001.0,250,109,-0.051597756293443243,2.4919162786524565,0.7661834817295197,0.4884880708299324,0.12584461348481063,-2.173788712762241,-0.46816925209575994,0.04414137488369902,ir8070108.trees
0,10001.0,250,126,2.200611212169572,0.8875848485853829,2.7608551912871198,-1.1856276250208928,0.04769385596774914,-1.7123441045983947,-0.13045765016050254,0.037328198424195325,ir8070109.trees
0,10001.0,250,89,0.9450613581345346,1.5718333151218309,1.805921539020529,-0.17370844150444742,0.1150143892399676,-0.9410655566014473,-0.24120290506771,0.03875286090598955,ir8070110.trees
0,10001.0,250,102,0.629372321736189,3.307749897915898,1.7651082087260062,0.1982346813832458,0.16267698316078197,-2.1100825540862274,-0.550772757340308,0.04453297059204559,ir8070111.trees
0,10001.0,250,104,1.8807421721449427,4.706027485159897,2.55455739068686,-0.912221462298524,0.06942884055897418,-0.7152792666028301,-0.1928556732874135,0.03867375661001778,ir8070112.trees
0,10001.0,250,98,1.0508928342208022,2.604406778057248,1.7709302224418935,-0.32116688368384505,0.0913525856146345,-0.5731652149236145,-1.1596860482406222,0.04841588576528335,ir8070113.trees
0,10001.0,250,99,1.650427110832275,0.4515686215501621,1.564655445644821,-1.1767833119993707,-0.043205062870131095,-1.7096091049458606,-0.415876294660998,0.04372328021764477,ir8070114.trees
0,10001.0,250,97,0.9584609695018141,3.4187461841647617,1.7831121956006686,-0.2003482379420963,0.10910861222445452,-1.1146072251393746,-0.458962514587769,0.039937739573093135,ir8070115.trees
0,10001.0,250,100,0.37197401345993075,2.9301637567883736,1.3469128742172474,0.2848587024226049,0.14278020517743045,-0.9893412654493802,-0.678870107634002,0.04649683779104688,ir8070116.trees
0,10001.0,250,111,1.4775709264437225,1.7360878175423489,2.350478474349721,-0.5241307007417513,0.10725208531498351,-0.5303827460605739,-0.30315254986023576,0.04216057779505118,ir8070117.trees
0,10001.0,250,95,0.988648738981916,1.52425738487852,1.5436565484010185,-0.37060663583170894,0.0671073674596015,-0.30296272157965193,-0.34447363227767575,0.03991399842546364,ir8070118.trees
0,10001.0,250,91,1.395024526435213,1.5599054765830622,2.079976735652628,-0.5787272917788913,0.07946894734286472,-1.9911422897248763,-1.2334633840190379,0.05571641404326986,ir8070119.trees
0,10001.0,250,108,1.8296087033657764,0.7306651773320968,2.1018502889405757,-1.098312286716506,0.009161095100055286,-1.142494479853929,-0.1740404185232797,0.03908738401883396,ir8070120.trees
0,10001.0,250,80,0.5487342754712291,1.476678919811115,1.243107202961777,0.0041733027558503106,0.09705185444229629,0.20123382735276646,-0.3784856908576782,0.04071885264016215,ir8070121.trees
