#/home/enes/bim/BIM.py trees/ir8110056.trees,trees/ir8110057.trees,trees/ir8110058.trees,trees/ir8110059.trees,trees/ir8110060.trees,trees/ir8110061.trees,trees/ir8110062.trees,trees/ir8110063.trees,trees/ir8110064.trees,trees/ir8110065.trees,trees/ir8110066.trees,trees/ir8110067.trees,trees/ir8110068.trees,trees/ir8110069.trees,trees/ir8110070.trees,trees/ir8110071.trees,trees/ir8110072.trees 250 --stats=all --eta=etas/BC.json --out=outs/200067292.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,ZngE,TajD,FayH,FulD,bsfs,FerL,Colless,btree,path
0,10001.0,250,64,3.25287456704797,3.8722924252843645,0.028573652451521072,-2.3776450295387583,6.439394959609215,-1.917457350357466,0.04202293043140303,-0.494888958073323,ir8110056.trees
0,10001.0,250,83,1.2596951916411931,2.0596549466733824,0.09960640292010299,0.30571846165028743,3.1474028011208826,-0.42579388409058333,0.052187243598048105,-1.0305334649396898,ir8110057.trees
0,10001.0,250,114,2.8921849691164234,3.6046984791895182,0.058141502287726195,-2.2146934679356964,5.3530087251940595,-1.5767675017012985,0.05936649825106879,-1.5570295884965233,ir8110058.trees
0,10001.0,250,93,2.4565070169027434,3.138634677042855,0.05939199673537816,-1.621414348102764,3.985145798169342,-1.3070766900213682,0.05462711059290928,-1.2550637010283063,ir8110059.trees
0,10001.0,250,94,2.5203745965455386,3.18347467915132,0.0553814881504336,-1.442183162125812,3.467984281734998,-1.3607570988893398,0.06235695470052252,-2.083151930360207,ir8110060.trees
0,10001.0,250,85,2.2987313107754654,2.823381152518445,0.03718909030783265,-1.0569231625315874,6.542254369390178,-1.2905997717547533,0.04974737660318694,-1.0516787504339151,ir8110061.trees
0,10001.0,250,102,2.134787273919956,2.828287970344549,0.06775799585223075,-1.389884718928311,4.697350292441373,-1.0758331014957883,0.046929654100272056,-0.915864630632271,ir8110062.trees
0,10001.0,250,89,2.113678526339855,3.210733731235296,0.12944760736290434,-1.9665155955953544,3.447180717573973,-0.8454121318678315,0.04667055318046379,-0.8539816904601443,ir8110063.trees
0,10001.0,250,106,2.8733386145471447,3.5076987637782864,0.04579524173784537,-2.147472532925438,3.146832775670772,-1.6113150259319091,0.04678390983287991,-0.7016536038735646,ir8110064.trees
0,10001.0,250,67,3.0078747660768523,3.46979931510629,0.009853466491373121,-0.8000623429111281,5.493718719115497,-1.8299123496212086,0.054000950036705964,-1.5619338511817684,ir8110065.trees
0,10001.0,250,103,2.581667221440852,3.565401629950884,0.10423828815618189,-1.7629415845984877,3.3708868422415685,-1.2201921704937086,0.04627110592909272,-0.6881751027976123,ir8110066.trees
0,10001.0,250,69,2.674668085771549,3.1458344368277023,0.01871412383454018,-0.8638082801744201,5.717558436868479,-1.592056435936227,0.050508485555123724,-1.3688377598709598,ir8110067.trees
0,10001.0,250,103,3.025937893907014,4.084180334052446,0.10765976452144174,-2.8331880743410602,1.6730978964227747,-1.4826377435011446,0.05465410027205597,-1.336842745833539,ir8110068.trees
0,10001.0,250,68,2.350561948548762,2.8671625596301773,0.03231848394570475,-0.5678189987086351,6.342880850664639,-1.343914180501448,0.06317204301075269,-2.085225827962926,ir8110069.trees
0,10001.0,250,73,3.345667888746889,3.8744114590833156,0.015034004766178223,-0.7339578000348772,6.6583926751833165,-2.0198625841925884,0.05990089389817334,-1.7400652837877044,ir8110070.trees
0,10001.0,250,99,3.9771085331691918,4.533578798518744,0.012992026008725677,-1.3390710704044997,6.823598147146172,-2.4136775256343297,0.06360927581292913,-1.7061356693251581,ir8110071.trees
0,10001.0,250,98,2.400502751112673,3.16160390891627,0.07301193923406399,-1.3214726045441414,6.035175095421567,-1.2222147558606011,0.045882454549380315,-0.8252482112299288,ir8110072.trees
