#/home/enes/bim/BIM.py trees/ir8080022.trees,trees/ir8080023.trees,trees/ir8080024.trees,trees/ir8080025.trees,trees/ir8080026.trees,trees/ir8080027.trees,trees/ir8080028.trees,trees/ir8080029.trees,trees/ir8080030.trees,trees/ir8080031.trees,trees/ir8080032.trees,trees/ir8080033.trees,trees/ir8080034.trees,trees/ir8080035.trees,trees/ir8080036.trees,trees/ir8080037.trees,trees/ir8080038.trees 250 --stats=all --eta=etas/BC.json --out=outs/971259247.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,bsfs,TajD,FerL,FulD,FayH,ZngE,Colless,btree,path
0,10001.0,250,67,3.004139173058972,1.9478893342398598,-0.30344827775211025,-1.6048485545410671,0.10934317634509719,1.104640967494985,0.03710541089087533,-0.16707099597161815,ir8080022.trees
0,10001.0,250,92,6.104523116802821,2.806689004256589,-1.1662242154459717,-0.61209133578257,0.05346103714913089,2.194154518188986,0.048464017359761635,-0.9528464374780522,ir8080023.trees
0,10001.0,250,89,2.640836621722916,1.7042693767615156,-0.1016573692537502,-0.530885541003884,0.1172488034838199,0.8415594606992645,0.045936433907673706,-0.8845401166158865,ir8080024.trees
0,10001.0,250,108,1.8133262137792323,2.780760506430944,-0.7926476263914156,-1.9947259990871495,0.10319078946249029,1.8866505066378656,0.04566977587770436,-0.8139897096097668,ir8080025.trees
0,10001.0,250,74,4.276014178139682,4.115537254628031,-2.2696736773162223,-2.230507027577472,-0.0015519840874433847,3.655025647623025,0.04858142246404975,-0.7772293721432378,ir8080026.trees
0,10001.0,250,90,1.6135967503965563,2.2743960487891957,0.009721545404310092,0.050229453521819276,0.176698134621589,1.0059753838485905,0.051366757351988604,-1.25020250188029,ir8080027.trees
0,10001.0,250,69,6.109863430012374,3.1742058554462806,-1.6476903622091252,-0.34190496782024926,0.012980378946006713,2.7320931295822564,0.035432050783780276,-0.18690936569948893,ir8080028.trees
0,10001.0,250,72,5.4539344975924156,2.654877327074393,-1.1549762325876933,-1.45458404320824,0.04285890325608088,2.1070344409616406,0.04542363000388651,-1.0863031145452835,ir8080029.trees
0,10001.0,250,83,3.384456091242039,3.2143539745123015,-1.2642364951473726,-1.2284091364837617,0.07110568094423414,2.450241470823303,0.05084450706050007,-1.5531635570073732,ir8080030.trees
0,10001.0,250,88,3.4898153209916067,2.5044714902591387,-0.3996127079982624,-0.9172626160136287,0.1373753561512273,1.4384380634978633,0.03526471477307078,-0.07352430605928062,ir8080031.trees
0,10001.0,250,56,5.928945827169836,2.7728358542425973,-1.1872322917858404,-0.6911694984966577,0.046930653195058784,2.1722785099678448,0.05737465993004275,-1.4447922954591832,ir8080032.trees
0,10001.0,250,61,6.511006787898051,4.171141354767749,-1.8867344430032633,-2.635624903655712,0.0562955336492625,3.3559982544513542,0.05205094571835729,-1.5843774495351675,ir8080033.trees
0,10001.0,250,92,3.2368447018004924,2.451414766749191,-0.7120689325548082,-1.208226541490831,0.08944979757237245,1.668754462446258,0.046869505672459434,-0.8824395200998236,ir8080034.trees
0,10001.0,250,86,1.6643068399889003,2.0333594412131313,-0.09020443439657964,0.40327260000732684,0.1444916677139283,0.9780006451698076,0.04204560176188625,-0.48697076643813875,ir8080035.trees
0,10001.0,250,73,2.7976368922538337,2.673000777463807,-1.4630981225313917,0.008441442860697186,0.00047648215832060665,2.364364239270074,0.06185386708122813,-2.1041862147472377,ir8080036.trees
0,10001.0,250,81,4.8446410132068305,3.150162491276221,-1.1700812148949333,-1.8565074643285109,0.07937820333057909,2.3444682038542948,0.04939111283845058,-1.2157418167297507,ir8080037.trees
0,10001.0,250,88,3.4592912743370787,2.00545319734515,-0.7592770920751101,-0.7099544239345613,0.048517837782083066,1.506678455201501,0.04275165176836378,-0.47185009492339874,ir8080038.trees
