#/home/enes/bim/BIM.py trees/r8010170.trees,trees/r8010171.trees,trees/r8010172.trees,trees/r8010173.trees,trees/r8010174.trees,trees/r8010175.trees,trees/r8010176.trees,trees/r8010177.trees,trees/r8010178.trees,trees/r8010179.trees,trees/r8010180.trees,trees/r8010181.trees,trees/r8010182.trees,trees/r8010183.trees,trees/r8010184.trees,trees/r8010185.trees,trees/r8010186.trees 250 --stats=all --eta=etas/BC.json --out=outs/473058067.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,ZngE,FayH,bsfs,FulD,FerL,TajD,Colless,btree,path
0,10001.0,250,63,0.46107009973014984,0.07297534024056261,2.749878300086412,0.19133630226902223,-0.03305199781801883,0.986395470017711,0.030474254337449064,0.24742778354092643,r8010170.trees
0,10001.0,250,78,0.8694987782211173,0.13705211041113538,1.9709407692564607,-2.0422165270007464,-0.053823183912042924,1.8614476708983347,0.03251375621330824,0.3236290487397405,r8010171.trees
0,10001.0,250,74,0.46739103401764975,0.1435781114839361,1.8637183330165243,-0.5203336434012957,0.21581353237803302,1.4483261192685395,0.030902691901525958,0.3380848934781371,r8010172.trees
0,10001.0,250,76,0.4751583760881208,0.11468187693989595,1.158517288383172,-1.0619630068483565,0.11031526107365888,1.2725131140657666,0.032267318120407895,0.40951589428659174,r8010173.trees
0,10001.0,250,65,-0.0860018444162855,-0.002323546269210089,-0.3699544212090698,-0.7326443908444591,0.045236363658912274,-0.11229666124298512,0.03365414118272751,-0.004955150745826187,r8010174.trees
0,10001.0,250,60,0.020048207877668405,0.15684440063244776,2.1307959845469497,-1.438087248716357,0.5280910401413894,1.014194028595002,0.028829775493851153,0.6280579462988394,r8010175.trees
0,10001.0,250,87,1.0067660195494856,0.06662863605313891,1.178192625569428,-0.2642145869277134,-0.38539498708122527,1.561777416646336,0.032628722776410296,0.30233926343857676,r8010176.trees
0,10001.0,250,82,0.7472915559906351,0.12401796763827257,2.393656040628345,-0.984583801270448,-0.022228284717389264,1.640871786128482,0.03193768973014988,0.3941655835182901,r8010177.trees
0,10001.0,250,77,0.6843056796124248,-0.03590732934364187,0.3325113210132919,-0.6168742036221238,-0.5506689458031813,0.5405116189161386,0.035749658362900096,0.018329093777998916,r8010178.trees
0,10001.0,250,93,-0.0886756330503918,0.13458126864067654,1.3977375312401341,-0.4413763354733104,0.5377033120514976,0.7749632481470732,0.033262080580386065,0.16202606229083166,r8010179.trees
0,10001.0,250,106,0.5327715335579231,0.0361330426896184,0.6921340572813118,0.28196664341217387,-0.1986675195708916,0.8311063144927775,0.0345703439368422,0.08893397986783813,r8010180.trees
0,10001.0,250,71,1.962276999045597,-0.07725330554265299,0.5072441224966721,-1.4322345146311268,-1.486699120509181,1.723922125117455,0.03758011171822014,-0.06655859127997756,r8010181.trees
0,10001.0,250,80,0.3560503983560637,0.0830515099718881,0.6246678566934358,-0.9335039346803651,0.07387137638709267,0.9359751611152894,0.032872553859728364,0.3758018743418268,r8010182.trees
0,10001.0,250,59,-0.06619340376070115,0.02718915191260554,-1.6692835213947237e-05,1.6100277943635775,0.13458203190897805,0.09629536142548618,0.03678288422507234,-0.06744391305708443,r8010183.trees
0,10001.0,250,71,0.3557205396031861,0.18314323826954523,1.557165809971525,-1.686264365092392,0.4217087704401801,1.5734874840346593,0.027260968953859138,0.6668286835584702,r8010184.trees
0,10001.0,250,79,0.8604064847788757,0.10631686926358068,3.3272330499060425,-0.907046301418466,-0.15643295330171048,1.6535728877483131,0.03239208223327124,0.2660590983842861,r8010185.trees
0,10001.0,250,89,-0.2947592430581702,0.10731897712624518,2.617246118000486,-2.1716056033941364,0.5661571697547303,0.36488830992640797,0.02840840559121915,0.42154351499188353,r8010186.trees
