start,end,N,SS,FayH,ZngE,TajD,FerL,bsfs,FulD,btree,Colless,path,iColless,ibtree
0,100001.0,250,538,-0.2906804964285956,0.2094855632107164,-1.7441891677207262,-1.243444566049106,-3.8619797679176746,2.3628536101991493,-1.6482429484661285,0.06520136547499968,9150010,0.09536938074880162,-2.8084591425381427
0,100001.0,250,517,-0.3104333843005712,0.8979578736353503,-1.1259409167854515,-1.7428249843013983,-1.7465753267624844,1.0026901473238157,-1.0057332205328366,0.05697204246239095,9150011,0.08292479482161813,-2.0940166372840934
0,100001.0,250,669,-0.08787368722563181,0.5466821836177004,-0.0016770234472512245,-0.6747264978162789,-0.3644428158050531,-0.07577792891528969,-0.6044962083240175,0.04673250718959912,9150012,0.04834153184528117,-0.6522608143769023
0,100001.0,250,466,-0.20264896811074384,0.12416197405349022,-1.2377097857798296,-0.8516385849887745,-1.9531048371379185,0.6367068320031917,-1.3397275575400658,0.05683510804572805,9150013,0.0940993235615272,-2.4446874611524647
0,100001.0,250,688,-0.09997773437298682,0.5756181299706832,-0.05267078084727369,-0.7392115591655236,-0.21998398909570605,0.1724901046608348,-0.8703305136718351,0.051626821472242235,9150014,0.05804378137758884,-1.2766234609306921
0,100001.0,250,504,-0.1654439999454417,0.7037510807397442,-0.3538686787823073,-1.0673941034993246,-0.5540453129232631,-0.5513653926762241,-0.982350563714715,0.056628765625141235,9150015,0.06746410100834997,-1.6573232194378076
0,100001.0,250,577,-0.03226420754150497,0.11135863680408133,-0.09764715675225698,-0.19244051793941672,-0.25851729364979004,0.2118310763021065,-0.39821984664287796,0.04070786869562615,9150016,0.048403561986276336,-0.6474213733500335
0,100001.0,250,496,-0.19869104176775013,0.14392197461959874,-1.1902605649441176,-0.8494528266909784,-1.420405552747585,0.7167126895536808,-0.8952709423996904,0.05297635831117002,9150017,0.07547493838356213,-1.7603752985229486
0,100001.0,250,601,-0.009694732361894682,0.1412136196038474,0.08812923338775709,-0.12425169721670885,-0.13095931610222078,1.2828694360318853,-0.4399645847466227,0.04289801622412785,9150018,0.048352606067335976,-0.8993352351508516
0,100001.0,250,490,-0.18958556419249895,-0.014901951190280894,-1.3017504361819785,-0.7165485483917133,-2.181013154970809,1.3455166348901826,-1.50593385474469,0.05877399541238956,9150019,0.07721976324886462,-2.3357387408842167
0,100001.0,250,582,0.006061301501347852,-0.2614360350923755,-0.2439758927214009,0.18438858938341945,0.0426189911291144,0.11778948944525768,-0.09630935176724263,0.03709762582007764,9150020,0.05095097040297195,-0.6946858987223737
0,100001.0,250,528,-0.025520626443420538,-0.2547548594512439,-0.4511886843224947,0.05921675561254981,-0.29712136303354736,0.989078140333668,-0.6548606976692198,0.05085289086240821,9150021,0.04885218292524938,-0.6399358310394809
0,100001.0,250,493,-0.3109657455441357,0.21619730776483848,-1.8725835757920104,-1.3237612723214278,-3.6257712925247283,2.243954900641055,-1.8019593261405744,0.0625810809762015,9150022,0.0949286830553834,-2.7374410708113426
0,100001.0,250,529,-0.08885215343221102,-0.10669563476936902,-0.7193576947248743,-0.2747666584532896,-0.6441009027555681,0.5497910306019516,-0.7363631247281315,0.05090348604878516,9150023,0.06461681227011827,-1.5394772336846136
0,100001.0,250,597,0.0077910165806315875,0.012962952880909569,0.06706153525463593,0.02192130548323559,0.01829314183405997,0.2597060129872894,0.011934184708282863,0.036342046085159146,9150024,0.046859315353636966,-0.6043612571359172
0,100001.0,250,610,-0.10274943852750558,0.5713934761461485,-0.07507401203244893,-0.7467190095175558,-0.26083169649056753,-0.5304374822251173,-0.8701774048366872,0.052078806835483854,9150025,0.05788234414211552,-1.1625299313328492
0,100001.0,250,494,-0.00970512349135127,-0.6041643496963864,-0.7254288521978378,0.3352570685966995,-0.9940926523887536,1.5788895354791102,-0.4315210261242568,0.043625242031771344,9150026,0.05554325328320034,-1.2279555200687429
0,100001.0,250,588,-0.06357913654937175,-0.2455555984818701,-0.6996491729291016,-0.09269817374395918,-0.9480665910507872,0.6028544864827943,-0.699181481327752,0.048720036622174764,9150027,0.0716587149487829,-1.9704539166742832
0,100001.0,250,531,-0.15890016412218294,0.07372444136103748,-0.9978281804535618,-0.6544685814135267,-1.5757432639210731,1.360021076428129,-0.5571717211761479,0.04331357688819794,9150028,0.07945548373894178,-2.3361825817878867
0,100001.0,250,495,-0.2441508440278989,0.4431426605930981,-1.1718213677985818,-1.2079195247071952,-1.6926828784015675,0.993303638603009,-1.456951981558069,0.06414527847909744,9150029,0.07617615382086844,-2.244958994175853
0,100001.0,250,528,-0.2739745016003298,0.5318900536755375,-1.2786054653680872,-1.3778325021339073,-1.5909531096082694,0.16040887786045718,-1.625264491312617,0.06256549559505381,9150030,0.09787343307943,-2.690895662542843
0,100001.0,250,659,-0.09061018328283496,0.12464383892615967,-0.480164678165869,-0.4251071092910311,-0.5934323855093186,0.4042396230367624,-0.7144740505859621,0.0520701832524352,9150031,0.05626123291265606,-1.0751846599073926
0,100001.0,250,576,0.003490372523927393,-0.19051160517951987,-0.18409566722560608,0.13080940820141046,-0.022443916366866955,0.2506641895245859,0.19132733846813946,0.03422409222931583,9150032,0.048303790486188165,-0.7275358939701769
0,100001.0,250,630,-0.3282636247866449,0.7179769079717145,-1.4481897800069887,-1.7035784108276824,-2.245545057001216,0.5362136583405762,-2.3031693980672934,0.08808408506692295,9150033,0.08929126644828163,-2.4750409872854577
0,100001.0,250,532,-0.2710790312495872,1.0080150040230365,-0.7395417089270729,-1.6603169965709026,-1.2160592457972863,0.6364140373203725,-1.4434411021289608,0.06641749616434278,9150034,0.07869849516913154,-1.9666674013333756
0,100001.0,250,733,-0.112949959683675,0.08934012231291209,-0.6711732373092726,-0.489747400008201,-0.8355966123560432,0.3863269617678804,-0.8475010972877495,0.05180266279289553,9150035,0.06703582165943286,-1.7033756450820876
0,100001.0,250,611,-0.1823535034672422,0.3663568116704332,-0.8395213309585614,-0.9260650113540728,-1.7964088439868071,0.27578182886112845,-0.7573870351058349,0.04896203604150533,9150036,0.0652320138145027,-1.6651866522510277
0,100001.0,250,526,-0.3084062078034724,0.913123810033408,-1.0960969562640894,-1.7447057404870228,-2.7305945527910285,1.4386406194443055,-1.8215927629463189,0.07041959527558016,9150037,0.08336368256694725,-2.453129980506677
0,100001.0,250,553,0.012083597992656195,0.3744942567062334,0.4906038613114422,-0.1844756615087804,0.5920622084588351,-0.19429062943459413,-0.5346712222682397,0.044673229860127325,9150038,0.054484762377860055,-1.0900141626720363
0,100001.0,250,625,0.09346149919976818,-0.4499290284728934,0.14460395171951193,0.636300887433911,0.8628549107998651,0.8397600662596505,0.14154080159664534,0.03467723643475412,9150039,0.03808193279600162,-0.08706394104819988
0,100001.0,250,547,-0.00412148417077539,-0.014583459461604168,-0.043887502080316096,-0.006815071119516469,-0.023398125456314,0.22048038341641046,-0.1494085494897117,0.04073211873167452,9150040,0.05320068264855059,-0.8496634204713456
0,100001.0,250,673,-0.11091129173224144,0.056918074543790616,-0.6921284337005605,-0.4615125740785391,-0.8938169272017905,0.5574580765410598,-0.5490851607570614,0.04640345531868618,9150041,0.05234883894684392,-0.7883534517115418
0,100001.0,250,662,-0.057154544792328926,0.5468461140633994,0.20743491376716086,-0.5567005058620998,-0.18193509511544265,0.4170516358037827,0.2325235661447056,0.033237532824590736,9150042,0.037776951768062485,-0.0927409132256636
0,100001.0,250,625,0.02132943681282893,0.20439540746045184,0.3677895892125522,-0.044029844956885264,0.9814759622275036,0.9921537553708842,-0.6726466898644703,0.04780924580195926,9150043,0.062406686502753474,-1.4896901309324753
0,100001.0,250,669,-0.04213774768645279,0.3587742284767757,0.10450437530950643,-0.3830940631727873,-0.08884586662328035,0.3800305063994699,-0.5317848158661507,0.0443934631288887,9150044,0.05875987308167644,-1.3522686518854126
0,100001.0,250,564,-0.05780936954263436,0.1988222049738203,-0.17561894388706356,-0.3443033142684929,-0.027359461304859133,-0.116390185522264,-0.2664229554977524,0.042400829122943406,9150045,0.06937536916391641,-1.728504662513534
0,100001.0,250,572,-0.13839327996013173,0.5198649067348775,-0.37270878078622616,-0.8514006560649825,-0.560429274106725,0.14110345570601954,-1.220018792433316,0.05481623827048536,9150046,0.06203913299230052,-1.3184633412146571
0,100001.0,250,494,-0.232257769697728,0.3693932512752253,-1.1716515188908712,-1.1168973828246536,-1.8904890831379644,0.8861469569007736,-1.9553175883211211,0.06950236937915119,9150047,0.09456441871895366,-2.554588756306782
0,100001.0,250,575,0.012124318655179114,0.15838334389442402,0.2550917817074952,-0.05109224415250537,0.3810424214324661,0.15720023712162712,-0.35807079246385176,0.041629734544450944,9150048,0.05568005942456599,-1.3677102683628108
0,100001.0,250,673,0.04303870886228218,-0.3446591420648249,-0.08297047783995266,0.3778702574471607,0.05641772978823013,1.2937747621974294,0.025557733937044483,0.03429188095947841,9150049,0.04356859561903528,-0.5025568812401763
0,100001.0,250,479,-0.3155906776154553,0.29149554628123153,-1.8210272655533248,-1.387323038180641,-3.627297804658127,2.2015703090755574,-1.9407181688151875,0.07238747030039266,9150050,0.08871403729060162,-2.5911101121485527
0,100001.0,250,512,-0.119133416510214,0.3186590077928894,-0.4603157382270778,-0.6527763547664891,-0.5343115063415967,0.26279488694945996,-1.074424445971314,0.0586614333056919,9150051,0.06296922406522096,-1.5091379399262843
0,100001.0,250,602,0.012572595405633479,0.07051799405420922,0.16231061711285144,0.004812634732786593,0.2569568241377206,-0.5908521764017551,-0.2286319920777317,0.040196574490292264,9150052,0.0558607784832784,-1.061643937939947
0,100001.0,250,551,-0.1917409644370832,0.5397889391948125,-0.7126648696409008,-1.0679915901637882,-1.2808195448611661,1.0596919890369725,-1.2129216214886809,0.0592269728983394,9150053,0.06785925062256191,-1.5375501045454651
0,100001.0,250,487,-0.39322727732523466,0.4813896172138655,-2.14047174022179,-1.801864466727332,-4.0984637136759945,1.3729215910405526,-2.5798729501153868,0.08334255036210123,9150054,0.10523322995380524,-3.009148416918226
0,100001.0,250,631,-0.05772377806448593,0.3035861532715254,-0.06133780732961861,-0.4088566974141309,-0.1865765174672292,-0.3149280678142181,0.1886955847212016,0.034005196412891715,9150055,0.0524666723542478,-0.9396198845383328
0,100001.0,250,613,-0.062433100230020425,0.3906254473285944,0.0017128391173536785,-0.4805062532398094,-0.08856427033590504,0.2957736752383364,-0.248497185165254,0.04174995783499184,9150056,0.05694604255253974,-1.1220445137929809
0,100001.0,250,528,-0.27220818765517496,0.4275432566705182,-1.3804951767732272,-1.3067470280346682,-2.273844469097092,1.4214273207544743,-1.545223876822834,0.06443052359350401,9150057,0.10147152228987638,-2.9174239817053373
0,100001.0,250,608,-0.06457634468651463,0.2623973481219231,-0.1526215215213879,-0.4096867019706048,-0.3187525739473089,0.010615890142107143,-0.16361945375992026,0.04007887911964353,9150058,0.04387808203837767,-0.4368285601423812
0,100001.0,250,536,-0.3645893027914161,0.9437421451415308,-1.4444683411859962,-1.97926530449544,-2.3887721184206274,0.4309521890194808,-1.4545225103359989,0.06153660396749641,9150059,0.08744823979310312,-2.415300183933756
0,100001.0,250,585,0.02446655856026433,-0.7304380775498459,-0.6304727277909823,0.5440808308875508,-0.597269423310957,1.3053982840937293,-0.17591385802629322,0.037837753627822816,9150060,0.05293710685034042,-0.9663417088441129
0,100001.0,250,679,-0.05031769740686829,0.17270860268200114,-0.15395192068110572,-0.2999134932434938,-0.2988766084041492,0.04774498217582387,-0.11799174016738888,0.03904526635042157,9150061,0.04477119608229586,-0.4881777637690558
0,100001.0,250,595,-0.10987528245481508,0.022626693419146915,-0.7216976674948175,-0.4357466542089613,-0.9915828205450304,1.0071454363756822,-1.0071712767300784,0.05100954449963388,9150062,0.07393849591916059,-1.976642728861145
0,100001.0,250,497,-0.28672267429431403,0.8859941557035581,-0.9771227436526884,-1.6439569537683612,-2.104080199301156,1.1298242656622737,-1.1503975109001168,0.055117328396778936,9150063,0.09872265964376346,-2.5539241020774033
0,100001.0,250,559,-0.15070410715523,0.5655740768176662,-0.4061520231552973,-0.9266284935087378,-0.8141984312201827,0.5573857992380059,-1.0619020499521423,0.053316568886914786,9150064,0.07012195121951215,-1.8389992197858085
0,100001.0,250,523,-0.15643523405252008,-0.08422666535472884,-1.1533227374381418,-0.5475282104900809,-1.51875665847833,1.5374462523279055,-1.8024282212956684,0.07546401823510253,9150065,0.07453087439363189,-2.0456802326639543
0,100001.0,250,610,-0.024484442328794702,0.06897031898100325,-0.0911512342634831,-0.1365301112090959,0.01875309149997529,-0.3118797488011103,0.14645192813232447,0.035252980129963515,9150066,0.05009366148114695,-0.6110835840885614
0,100001.0,250,475,-0.2302157697839421,0.09148917007259716,-1.4605475729202255,-0.9372167570218652,-3.2753231720117406,1.3259287739088252,-1.960539621468572,0.07676386244815231,9150067,0.08659167241909388,-2.4350463680870065
0,100001.0,250,464,-0.2270942815510984,-0.07637094438170769,-1.6223294313022865,-0.8214562591580241,-2.6401333232108994,0.6937978684652387,-1.722237632096667,0.07478358392342696,9150068,0.08513852915783687,-2.450572609587684
0,100001.0,250,594,-0.1080911312292782,0.5949650223144992,-0.08540415933080113,-0.7816220139523626,-0.18630445759901426,-0.011741551330069528,-0.3471886467703841,0.04621003341545332,9150069,0.05357209562572472,-0.8849355855617899
0,100001.0,250,521,-0.012523209229700096,-0.2581650419754426,-0.36672860326034573,0.11114226138697232,-0.2365213726211048,1.0806491552313728,-0.4903548886476855,0.047649164280679966,9150070,0.06097610160667016,-1.4143816576463977
0,100001.0,250,572,-0.04633893926840229,0.11857686590773588,-0.18532605874371655,-0.2508777504399305,-0.4781689251388924,0.6735835016815739,-0.4384535106893862,0.04175401508281417,9150071,0.05083442668704693,-0.9470551000162652
0,100001.0,250,647,0.027132351081114482,0.4231139252059679,0.6456483519661108,-0.15647749002375294,0.8989247593961459,0.3223621658346669,-0.11935137192752343,0.03787603579154218,9150072,0.04291631269583042,-0.5031799147463754
0,100001.0,250,562,-0.051052796891928,-0.09477142325310538,-0.45000873028936206,-0.13742345667030084,-0.4657163204763,1.1812595128884018,-1.0058231915387932,0.0505852870685779,9150073,0.06307540822476444,-1.4525988567588164
0,100001.0,250,709,0.020409451167490943,0.09288169380272757,0.24003026471481706,0.021283156521781883,0.5060016334465864,-0.3554128047887344,0.29090424318294683,0.033103952813150136,9150074,0.041798927678038764,-0.26742435865426234
0,100001.0,250,658,-0.1820051116867212,0.1928923177962452,-1.0271160600991651,-0.8184643622455405,-1.1549394170669052,0.5254404945678134,-1.4185615270641103,0.06295072764174972,9150075,0.08571719331887895,-2.413862291265509
0,100001.0,250,548,-0.2544765746099348,0.6976749560999536,-0.9661606050562772,-1.4058102311150886,-1.7266888653052552,0.7352680335784701,-1.7935317496862633,0.06404449307683456,9150076,0.08259913101537664,-2.437117854487
0,100001.0,250,630,-0.12693758277641215,0.3017020981792113,-0.5337710190272976,-0.673594018724685,-0.6175224622724551,-0.1290359653732984,-0.7373215720192118,0.04960150776804489,9150077,0.0647498988565544,-1.650163202190542
0,100001.0,250,670,-0.1291986893005478,0.7544905187730365,-0.056194418412968745,-0.9616724711097354,-0.6800677192230635,0.6592625024564063,-0.8978825841663397,0.05014590078746451,9150078,0.07102767721847884,-1.9706878416344091
0,100001.0,250,525,-0.09058110306518267,0.16454034723721034,-0.4350360833894592,-0.448535466563528,-0.23629482201640276,0.03420238580235645,-0.6752966057253803,0.04927411257934968,9150079,0.07414833882591787,-1.8557102089823263
0,100001.0,250,630,-0.039809820785187786,-0.24512504692953915,-0.5377882621000347,-0.0018758123057931813,-0.3778975889676116,0.26406608500308143,-0.6213106590805638,0.04760661014753383,9150080,0.07200702451382593,-1.7410181285452733
0,100001.0,250,601,-0.11980024174410435,0.2260520163584413,-0.5673572092642543,-0.5992791224911799,-0.8736168051359238,0.7441990129684997,-1.7541561514782031,0.06506866954799377,9150081,0.07200965687737584,-1.8883140340243767
0,100001.0,250,679,-0.152878328905893,0.5867101103285136,-0.40020580307077797,-0.949407622195022,-0.6869481483322235,0.32845828230468754,-0.7946341826776508,0.05481360630991417,9150082,0.06522118249673634,-1.3780424572548715
0,100001.0,250,627,-0.03584389192900018,0.4309886235930857,0.2262842476254,-0.40330270245027866,0.2988173323991889,0.21949619760926406,-0.9651876130516126,0.05171412494780453,9150083,0.06256917069198455,-1.7622705868512896
0,100001.0,250,542,-0.050625721519986934,-0.16950392805693487,-0.5285601882101691,-0.08962078657536453,-0.6063207846428719,0.5672269807324763,-1.0554901935321008,0.05170611762046259,9150084,0.05606334480889776,-1.2247803152684875
0,100001.0,250,587,-0.19512733246685127,0.7193402159459737,-0.5407993211444143,-1.1922773042016022,-0.8283401226064642,0.317263803380036,-1.0791610660562967,0.057638832872573674,9150085,0.07353098597631481,-1.9588886855027976
0,100001.0,250,570,-0.095703443593982,0.4468616720491648,-0.16242092031885086,-0.6425951435892567,-0.5470006913927529,0.8538551830306439,-0.39394310237445856,0.04441555032501642,9150086,0.06265448160420069,-1.5309655399338566
0,100001.0,250,583,-0.11735259810253035,-0.3435834864534075,-1.1717596180013132,-0.23862813509933856,-2.244333264557993,1.9083740298431795,-1.5801986100518017,0.062134800608422615,9150087,0.08061925119834172,-2.4178890886745936
0,100001.0,250,658,-0.21501052648248276,0.8139453704520019,-0.5745850484328484,-1.328055724422602,-0.7126243865520447,-0.5750744763548146,-0.7228568994017808,0.04986090371673451,9150088,0.08443558164489973,-2.043004946653256
0,100001.0,250,504,-0.06395084796605155,0.583548138180187,0.2032828038671821,-0.6046113446279937,0.18350463276732312,-0.2872618583348493,-0.6915966420208076,0.04475291194101919,9150089,0.04798400226888375,-0.6173287799095407
0,100001.0,250,676,0.03070159364336822,-0.4308875041739516,-0.2608153562056624,0.3835785591660134,-0.034752033162392906,0.8230867471120682,-0.427885364195244,0.043606116243718976,9150090,0.048328182160284734,-0.7298449375666272
0,100001.0,250,516,-0.1001246406843572,0.008189053916887304,-0.6703092499998784,-0.3886361684208415,-0.918977647417314,1.2318148277298455,-0.8361936118138548,0.052700687934899834,9150091,0.06510781027335147,-1.5279691713302863
0,100001.0,250,513,-0.08897635282658255,-0.13438263248254406,-0.7502629975166475,-0.25801607061899506,-1.134819594244146,1.2571843379307532,-1.5047643014174492,0.06076885306201767,9150092,0.07475316557058817,-2.0107939381012843
0,100001.0,250,598,-0.19282559399766108,0.00569224190812146,-1.3036958452648095,-0.7437984730415443,-1.5871820529860523,0.47696489469396597,-1.814405239980181,0.06538190527649544,9150093,0.0960456721349756,-2.670452335106844
0,100001.0,250,681,-0.1652723324988937,0.5732864546077103,-0.4991492115517718,-0.9888145965519319,-1.1920576183001856,0.2623454559581017,-0.7579300799409378,0.051641736615502636,9150094,0.058084874058445785,-1.2164182185073054
0,100001.0,250,592,-0.15603749789233495,0.4730088672383931,-0.5440535105424017,-0.8904917906968837,-0.7038666264713123,0.7063816530915499,-0.7978266000270388,0.05748259714090905,9150095,0.07023567142470177,-1.5744201245278835
0,100001.0,250,623,-0.07327741719653462,0.12244494635221463,-0.3644613798639892,-0.35693433615453435,-0.6238763632006095,0.17979082964495466,0.12566311846478748,0.036081987962089,9150096,0.0424657153961468,-0.385841904002916
0,100001.0,250,556,-0.29268415672681763,0.8549246863074911,-1.0542885327725422,-1.6494650986706816,-1.4946848763625418,0.13221402826762516,-1.2425265819964495,0.06032365563833926,9150097,0.08659414597304796,-2.3884090072347037
0,100001.0,250,509,-0.2963278539637393,0.7964564298838831,-1.140633262015855,-1.6259551001955137,-3.1052824101665424,1.7398130934423135,-1.9810912226937372,0.06699000064489878,9150098,0.07090111598467605,-2.0014705552771503
0,100001.0,250,496,-0.22384787090669336,0.2706858955029319,-1.2224618712213289,-1.0239102896537255,-1.87063618319544,1.5983476813767878,-1.3646190197765131,0.06243186579251219,9150099,0.08820072918401717,-2.3274619690509484
0,100001.0,250,561,-0.027640774119843368,-0.07185469488392092,-0.26605087182375964,-0.0617385136997468,-0.3080299929711515,1.087127489227105,-0.8154944870719968,0.052237678651306366,9150100,0.0617664386144325,-1.508525999678167
0,100001.0,250,570,-0.04189372135425189,-0.05749823397004584,-0.34719293132172024,-0.12529493248533022,-0.3091953602366035,0.4865010690109268,-0.6154873966405933,0.04931114893388906,9150101,0.050489655546416726,-0.8646999184452229
0,100001.0,250,535,-0.06717331568119797,0.1027259516954522,-0.3437675458035402,-0.32080465885993553,-0.3349253550018088,0.3664564005958866,-0.3449641445248533,0.046701959352561766,9150102,0.058588115904478114,-0.9747327943289416
0,100001.0,250,539,-0.10882265812846273,-0.0034257869504024305,-0.7423036591420795,-0.4150725334648345,-1.0203818350089442,0.5524157386883803,-0.43665850995934746,0.04483454707247814,9150103,0.05796137403210861,-1.139065377533816
0,100001.0,250,505,-0.08872480113371302,0.3393127978662921,-0.2313787395617837,-0.5489525420545661,-0.7314373652332176,0.7614708314820933,-0.7850984398203373,0.047934816628776016,9150104,0.05579482732333766,-1.1906959239093822
0,100001.0,250,461,-0.18391592936419232,0.1774708997870498,-1.0523712452024496,-0.8127224319819364,-1.5677709757307619,0.6361079995864296,-0.77957579443424,0.04758567557808447,9150105,0.06040053787081455,-1.3494090525917417
0,100001.0,250,548,-0.03760120270821129,-0.008653923163988211,-0.26467613059847755,-0.13884938632892085,-0.2820097955053039,1.6728495679454958,-0.20166525985557973,0.03935990140528155,9150106,0.04534009791777927,-0.5060089295170457
0,100001.0,250,589,-0.16981654616591735,0.1937853153547757,-0.9421054544364008,-0.7712540888033347,-1.1127496590707369,-0.17930780968748733,-1.5142910917151744,0.059346056887518386,9150107,0.0728754677152633,-1.733285161863871
0,100001.0,250,486,-0.2857067756593246,0.3776076445208276,-1.5247496846462598,-1.3263071707919485,-3.161314289282409,2.399074346859972,-1.3905033863957939,0.06666013330295598,9150108,0.08849201359517771,-2.5782967821094016
0,100001.0,250,468,-0.3865060815478355,1.1210138151309823,-1.3950554053391553,-2.1694731822214304,-3.2317941980664378,1.3109486350340185,-1.6028105194853144,0.06070063782228964,9150109,0.08669243704736719,-2.5152909058332438
0,100001.0,250,562,-0.12040861027652765,0.17079722855655874,-0.6311914812100419,-0.5671453457702168,-1.1128706287753651,1.0119229749089709,-0.649233812963114,0.05253310170335442,9150110,0.06257138059879586,-1.493023208789479
0,100001.0,250,508,-0.022229972662876737,-0.2896525528980248,-0.4669652053339666,0.09339479300611796,-0.5303037116077358,1.0755185299356442,-0.3783180417507383,0.043931607540176235,9150111,0.04713371594432352,-0.6147512257168095
0,100001.0,250,581,-0.09931069100317476,0.4815962910475829,-0.1491989504293553,-0.6779379450434211,-0.525049931319083,0.09059333900458623,-0.4885739000428173,0.043433041731157813,9150112,0.04716882418009507,-0.6970508448290224
0,100001.0,250,529,-0.27286699416673804,0.2856959423732884,-1.5398029001387452,-1.2218707698792188,-2.652339046284049,1.5207538084316996,-1.3630545542362955,0.060532452390205965,9150113,0.11837696574182548,-3.0916561642580933
0,100001.0,250,381,-0.5556348632378529,1.0326296526062078,-2.626697238748977,-2.7539615419108165,-4.7048448769207765,4.008274973843794,-2.6600671537086744,0.07816126534899799,9150114,0.12450140119050053,-3.4100006701683583
0,100001.0,250,537,-0.1897196452983524,0.5614008346997309,-0.6749579440175938,-1.0732968395018194,-1.088942557675822,0.3534880456087765,-1.0022528024720616,0.05390358194706951,9150115,0.07948393034503604,-2.22910920673488
0,100001.0,250,454,-0.07200489574817516,-0.4371772312333132,-0.9654114095944604,-0.0057791224029717725,-1.5525647862932146,0.9867216852022024,-1.0965328001756292,0.0520199566594825,9150116,0.07171801349317862,-1.903421268328797
0,100001.0,250,681,-0.14735423786555568,0.638682541851668,-0.3060350516201577,-0.9602119816094756,-0.6158962118908959,0.654197744175922,-1.3109251084086735,0.05833126379981327,9150117,0.07162555506859282,-1.895828594029073
0,100001.0,250,501,-0.1237074031356375,-0.13562624440445553,-0.9870466629312707,-0.3901195860172776,-0.957972572054898,0.4508026316452742,-0.8980539190948809,0.05371159162906508,9150118,0.08226191601628831,-2.2169404538588635
0,100001.0,250,637,-0.12448636709832267,0.6880712336440353,-0.0960122353078831,-0.9023481013723046,-0.2883197532155172,-0.6703945772776417,-0.6413383826309221,0.04969125366026817,9150119,0.0717810274901117,-1.754554127647458
0,100001.0,250,622,0.10271944572281104,-0.5292939194967735,0.12094868965573717,0.7207519529034251,1.0122733564628672,-0.2130228156164748,0.14116505421071288,0.035931443321228634,9150120,0.04319516983828677,-0.3175461159346649
0,100001.0,250,611,-0.05560248299118044,0.407574151649512,0.0666226766015389,-0.4647107513635074,0.01102139808477158,0.3381254675796019,-0.7938390873201393,0.05203497862417409,9150121,0.06754407389843484,-1.7089335645885473
0,100001.0,250,649,-0.03595925743635473,0.20411631427650967,-0.02194959293993983,-0.2639859291660261,-0.08635739129931755,-0.2754426467029934,-0.07554582325187069,0.0375837240878049,9150122,0.04478659300981814,-0.5144572872518153
0,100001.0,250,580,-0.021862324770728067,-0.04638623882387562,-0.1990692659338425,-0.05531012591779545,-0.14245332618636128,0.9167444002842544,-0.8693623655738321,0.05085619161671598,9150123,0.05360862094247245,-0.9129007637293324
0,100001.0,250,539,-0.2139569110828632,0.5801839544401823,-0.8190168838627992,-1.177828760229878,-1.0572300350103256,0.3053150019050158,-1.3019314877165908,0.06383022847478148,9150124,0.07901466946193059,-2.1314134239932985
0,100001.0,250,555,-0.24468935342869694,0.7493765413145225,-0.8435732352554801,-1.4003122577393057,-0.9553668650891988,0.4809802005829448,-0.5975386998363569,0.04456901487322864,9150125,0.06505555788979807,-1.5447248165374
