#/home/enes/bim/BIM.py trees/r8110153.trees,trees/r8110154.trees,trees/r8110155.trees,trees/r8110156.trees,trees/r8110157.trees,trees/r8110158.trees,trees/r8110159.trees,trees/r8110160.trees,trees/r8110161.trees,trees/r8110162.trees,trees/r8110163.trees,trees/r8110164.trees,trees/r8110165.trees,trees/r8110166.trees,trees/r8110167.trees,trees/r8110168.trees,trees/r8110169.trees 250 --stats=all --eta=etas/BC.json --out=outs/480504155.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,ZngE,TajD,FayH,FerL,FulD,bsfs,Colless,btree,path
0,10001.0,250,85,2.7788921577669874,3.2857092785883344,0.02524982724708163,-1.630385206529849,0.2286410420447565,6.767128985355919,0.03593513840307467,-0.06559373771706176,r8110153.trees
0,10001.0,250,69,2.9340069933037762,3.453191471862303,0.020894155102283093,-1.7451461604276788,-1.6466632487056758,6.320961767602869,0.037747765254566655,-0.2785007901804881,r8110154.trees
0,10001.0,250,74,3.408151300673495,4.011078333702653,0.025610185367243608,-2.021137449501145,-0.5203336434012956,6.398516925902134,0.03363685155368016,0.04618438194371887,r8110155.trees
0,10001.0,250,70,3.8013182951869515,4.294709280527503,-0.0006627236970225552,-2.3578184491501313,-1.409285205100206,4.6456606757414685,0.04028371550719005,-0.3407586178015925,r8110156.trees
0,10001.0,250,98,3.375444840330085,3.82469441363688,0.007332198437311975,-2.0619533801381627,-1.882703146759537,3.9549693589547745,0.0344745919160513,0.21430322941516008,r8110157.trees
0,10001.0,250,97,2.176593614228667,2.948397158162719,0.07867604518838987,-1.0635521361607063,-1.681368258039326,4.295004669895385,0.04232251586993134,-0.5219980753465883,r8110158.trees
0,10001.0,250,104,1.7212723859809356,2.6687606391423575,0.1141859726824306,-0.6517102661323914,-1.2454701045947816,2.279837956524213,0.03314678067107138,0.3930671992333417,r8110159.trees
0,10001.0,250,89,2.794148447775994,3.286384763509604,0.023324113016809454,-1.6460284681231327,-0.530885541003884,5.8496913683131,0.03390578442803472,0.0011363012055362835,r8110160.trees
0,10001.0,250,90,1.6416864109010425,3.1074227394632516,0.19519403111290923,-0.3175395851452141,-1.3702024794119316,1.7659065282076851,0.0289818015696061,0.41055329353810377,r8110161.trees
0,10001.0,250,89,2.621645285383876,3.1620129113906636,0.03399806641100827,-1.501093972537371,-1.5563355799977918,6.256053319949497,0.0293998574944941,0.25408630448088404,r8110162.trees
0,10001.0,250,83,3.170361508198414,3.709232027763282,0.02234170461591675,-1.8834622314232996,-1.0092480510360406,6.780866233099231,0.02813471628449281,0.5775075524117503,r8110163.trees
0,10001.0,250,98,2.569707576514043,3.955579086057576,0.16583908476599332,-0.992577591325774,-1.8827031467595374,1.98091967558322,0.03026136805285659,0.5189756992463679,r8110164.trees
0,10001.0,250,79,2.871783442074079,3.414793654698586,0.028024929621338814,-1.6792251027410767,-1.1367139639820532,6.648211419727039,0.0313447337738049,0.13347113602347757,r8110165.trees
0,10001.0,250,83,2.105053496385887,2.8121608166106666,0.0689312686539111,-1.0582479240778857,-1.6667313073792045,1.720777536749129,0.03612908858435143,-0.02424004962171727,r8110166.trees
0,10001.0,250,101,1.9630317788498686,2.534518814164833,0.05209436318469257,-1.0263383940346766,-1.5550240233093509,1.3760569555175057,0.03168020128050402,0.4835973324142645,r8110167.trees
0,10001.0,250,107,1.4977471430768272,2.976851519029446,0.19951456294419725,-0.20334956984635608,-0.6086267283454265,2.0241177394796854,0.03447198933984786,0.2949565415355038,r8110168.trees
0,10001.0,250,72,2.277250598657284,2.7917361345799874,0.03419753964596874,-1.2908437779408046,-1.7052891449451397,4.829220355725741,0.027888327503562637,0.39592459853378215,r8110169.trees
