#/home/enes/bim/BIM.py trees/r8120170.trees,trees/r8120171.trees,trees/r8120172.trees,trees/r8120173.trees,trees/r8120174.trees,trees/r8120175.trees,trees/r8120176.trees,trees/r8120177.trees,trees/r8120178.trees,trees/r8120179.trees,trees/r8120180.trees,trees/r8120181.trees,trees/r8120182.trees,trees/r8120183.trees,trees/r8120184.trees,trees/r8120185.trees,trees/r8120186.trees 250 --stats=all --eta=etas/BC.json --out=outs/711334112.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,TajD,FerL,bsfs,FulD,ZngE,FayH,Colless,btree,path
0,10001.0,250,77,4.612481183743454,-2.4278173294556344,6.0136680411403605,-2.264034625106887,4.005929087312331,0.015085452964571918,0.04357213801442328,-0.5608678043134208,r8120170.trees
0,10001.0,250,78,4.535664259678173,-2.330844363253446,6.421297121088801,-1.8097626524178498,3.8945470268224582,0.022939913319201657,0.042774323098847,-0.7841224816127179,r8120171.trees
0,10001.0,250,69,4.159844364795372,-2.1134706703364174,6.599127955678642,-1.124759936351506,3.5434534260045125,0.023567976584888208,0.029549650213758258,0.3452771709553983,r8120172.trees
0,10001.0,250,78,4.327370651256743,-2.2318700364195094,3.965682479144142,-1.8097626524178494,3.722207931859686,0.020745983748647442,0.029583387312691622,0.2533196237748314,r8120173.trees
0,10001.0,250,72,4.949000172092706,-2.6233961239840897,6.485655033508566,-2.457404450155837,4.307367914001136,0.012901455906172359,0.03694617178390983,-0.45254876415928996,r8120174.trees
0,10001.0,250,83,3.660252605743223,-1.8483986972012367,6.366205633566094,-0.790086965588319,3.1202662012505793,0.02348016320723938,0.031059722762015806,0.4548002636145012,r8120175.trees
0,10001.0,250,64,3.663346382629849,-2.22579702834367,3.308648938058919,-0.13739508891809346,3.4094805336444005,-0.03230508530017286,0.044597745821997666,-0.9819616898520588,r8120176.trees
0,10001.0,250,63,4.363413325289826,-2.225195798710779,6.571434716080109,-2.0821656875724215,3.716189024610458,0.022758196518554985,0.030492939499935222,0.16796730625593392,r8120177.trees
0,10001.0,250,71,4.217993318147365,-2.155157271655792,4.550184124802618,-1.432234514631127,3.604935850835028,0.022386640554330935,0.025501198341754114,0.9011518950408643,r8120178.trees
0,10001.0,250,73,4.460865119647925,-2.3687656382090063,6.561374153207805,-1.476357042930451,3.8869250586376896,0.011170032263547016,0.03534136546184739,-0.26112519650525484,r8120179.trees
0,10001.0,250,71,4.512202733390021,-2.474823914779781,4.339377932628045,-1.6862643650923916,3.993036568565498,-0.0002016124719325467,0.03818037125460366,-0.29084351113834844,r8120180.trees
0,10001.0,250,73,4.033394219575309,-2.0678607990270863,6.067720463444282,-2.46622270012455,3.454799415684222,0.02061281670318197,0.03069266312562076,0.1353286957076071,r8120181.trees
0,10001.0,250,73,4.318865114527551,-2.300545710908793,6.474616112995172,-1.9712898715275005,3.7689926021086375,0.009792701024651558,0.03173716370859784,0.2783208277797858,r8120182.trees
0,10001.0,250,59,4.137914266893524,-2.327032354925277,4.042703130771617,-1.411263445076351,3.6936514249395738,-0.010502313514483438,0.03362482186811763,0.06710345372053486,r8120183.trees
0,10001.0,250,87,4.261486531968989,-2.248103523024298,6.905413160800776,-1.5216642680239814,3.7135502525625794,0.014180244512323897,0.02462030284325157,0.8599874604312397,r8120184.trees
0,10001.0,250,74,4.38340358581975,-2.40914035968614,3.8841798429768213,-2.474817511031212,3.886253028920825,-0.00047979318791621694,0.03304462087983269,0.1566384050612029,r8120185.trees
0,10001.0,250,99,4.2784343436981676,-2.2305222135707017,6.859772581359502,-0.5979950013217783,3.715040928709288,0.018824919575354114,0.030654877574815387,-0.10201254676635782,r8120186.trees
