#/home/enes/bim/BIM.py trees/ir8040170.trees,trees/ir8040171.trees,trees/ir8040172.trees,trees/ir8040173.trees,trees/ir8040174.trees,trees/ir8040175.trees,trees/ir8040176.trees,trees/ir8040177.trees,trees/ir8040178.trees,trees/ir8040179.trees,trees/ir8040180.trees,trees/ir8040181.trees,trees/ir8040182.trees,trees/ir8040183.trees,trees/ir8040184.trees,trees/ir8040185.trees 250 --stats=all --eta=etas/BC.json --out=outs/906994906.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,TajD,ZngE,FulD,FerL,FayH,bsfs,btree,Colless,path
0,10001.0,250,103,1.3557022429148349,0.6622640564138794,-1.227818339727202,-0.0688413764584995,0.09429687170853364,1.7726888569435346,-0.4727749421457288,0.04487009622065976,ir8040170.trees
0,10001.0,250,85,1.4443132339353513,0.593279626166027,-1.056923162531588,0.06118789532753854,0.12027844003024551,1.2689177439227475,-0.8076079971405937,0.04845367131608873,ir8040171.trees
0,10001.0,250,104,2.9093182299575333,2.113911142352873,-1.0687398252641311,-1.0042459270533464,0.08386225070848224,4.44808508686873,-1.7760541854685434,0.06095349138489442,ir8040172.trees
0,10001.0,250,78,0.6017829251827083,-0.3998449404469884,-0.41503940492046953,0.8260425716924784,0.16355802988945994,1.500253598599699,-0.4130251820482748,0.04222167261421051,ir8040173.trees
0,10001.0,250,84,1.794462879960938,0.9991002856248575,0.05006082317429599,-0.24873638020549912,0.10391301487998306,1.8054945863406362,-0.8868763466459497,0.04951183031245216,ir8040174.trees
0,10001.0,250,74,1.1847926197833714,0.3839405505417523,1.9227711911361005,0.17456889109151927,0.11717235067754561,1.7941062014169893,-0.6797119585140388,0.04257244029882972,ir8040175.trees
0,10001.0,250,86,0.5537856195826748,-0.1993305385133437,-0.23240306161681196,0.5519921938771832,0.1201999793885296,1.1136839344459042,-0.24414113863646883,0.039581475808356775,ir8040176.trees
0,10001.0,250,73,1.5077261553780115,1.0424646145936813,0.008441442860696856,-0.46449622251500866,0.0515841569940211,3.283200069542836,-0.20075110750633995,0.03864247311827957,ir8040177.trees
0,10001.0,250,100,1.889753960901251,0.9070513222113203,-1.7233245762528129,-0.07689003082792366,0.13426073730932062,2.596490552734541,-0.2504456811406307,0.040115299909314686,ir8040178.trees
0,10001.0,250,88,1.7820532272078322,0.9036410806900044,-0.2953380397764255,-0.13594134569229782,0.1185205602444748,1.585342424291805,-0.3294731557580444,0.04013397041677145,ir8040179.trees
0,10001.0,250,92,1.7957394600670586,1.3362858634871064,-1.0095148062547443,-0.6625514429594744,0.0458664470854973,1.9369535523252641,-0.6405343078122437,0.044734114727159914,ir8040180.trees
0,10001.0,250,87,2.100329480063326,1.1754246881808748,-1.5216642680239814,-0.29729734381576656,0.12056432036589342,2.6450481282495586,-0.5779325960183189,0.043966187329965024,ir8040181.trees
0,10001.0,250,75,1.142329492880145,0.3150339790155874,-1.7594947677879424,0.2369070456079601,0.12260137442041381,2.3026066685762663,-0.824338906869385,0.048916094485468756,ir8040182.trees
0,10001.0,250,114,1.3464949512783015,0.9808051571071936,-1.081978453561315,-0.4658889998718625,0.0386331123100731,0.828974302676431,-0.36144321140054186,0.0417962171265708,ir8040183.trees
0,10001.0,250,111,1.6077472315641361,0.938319734176392,-1.0284403548615733,-0.2690271189792571,0.08567855845195319,2.414416882036803,-0.23698571561637774,0.04072807358466122,ir8040184.trees
0,10001.0,250,95,1.2090164788412197,0.3072320863895232,-1.266555972241009,0.28778330699087895,0.13299231607034745,2.4573003272129537,-0.8873054251150531,0.04999470020845846,ir8040185.trees
