#/home/enes/bim/BIM.py trees/r8020000.trees,trees/r8020001.trees,trees/r8020002.trees,trees/r8020003.trees,trees/r8020004.trees,trees/r8020005.trees,trees/r8020006.trees,trees/r8020007.trees,trees/r8020008.trees,trees/r8020009.trees,trees/r8020010.trees,trees/r8020011.trees,trees/r8020012.trees,trees/r8020013.trees,trees/r8020014.trees,trees/r8020015.trees,trees/r8020016.trees 250 --stats=all --eta=etas/BC.json --out=outs/317388091.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FerL,bsfs,TajD,ZngE,FulD,FayH,btree,Colless,path
0,10001.0,250,94,0.14744730887586388,1.792489965297971,1.5731796302519192,0.5830075630709254,-0.46880453826399016,0.14154244400112556,0.08691963925351294,0.03311844854875322,r8020000.trees
0,10001.0,250,93,-0.11962306667306834,3.5699424476954906,1.796222170113325,0.8981024644113609,-1.0313953417880375,0.12156957382333919,0.1311838085823769,0.03398039161253309,r8020001.trees
0,10001.0,250,62,-0.8426188932250374,4.309543515101902,1.888808185540132,1.5108038172968117,-0.6239052371832599,0.027226576920511704,-0.13446872646257027,0.03839551755408731,r8020002.trees
0,10001.0,250,63,-0.290919591319452,4.747030824279998,1.2218170575922964,0.772709033242471,0.7597117997293833,0.05431338880750011,0.12394112613089296,0.030776592321418876,r8020003.trees
0,10001.0,250,68,0.9272970046383495,1.2924849540949042,0.3670059731422008,-0.5860338460647583,-0.5678189987086354,0.1615684307507496,-0.1588302590930968,0.03845797938296967,r8020004.trees
0,10001.0,250,70,0.0677568418534959,4.20643769113312,1.0933448258409222,0.428718924118341,-0.37950862974468086,0.09522511121593108,-0.18824191093651482,0.03812831973053505,r8020005.trees
0,10001.0,250,77,-0.3910593249566923,3.062252990353283,1.8232592962292047,1.124450124095628,-0.8521828352628038,0.08645088784202822,0.5940644966206412,0.028969154453401535,r8020006.trees
0,10001.0,250,79,0.14366968376487527,1.1032083360112592,1.1644637788960281,0.4009673670905167,-0.4477109762912926,0.11071761064519274,0.5786424530317241,0.02850319070245602,r8020007.trees
0,10001.0,250,63,0.2808009259455008,2.5048479183770063,0.9813188952934063,0.2057272316265061,-0.945414692651699,0.11787283468780553,0.5006217350735575,0.02894207101358287,r8020008.trees
0,10001.0,250,61,-0.3147357218905455,2.669738623023066,1.5926867825039244,0.9543300339817905,-0.29255905509379965,0.08024886540906444,0.3091603099117294,0.03353413654618474,r8020009.trees
0,10001.0,250,60,0.8741299697222236,1.197423735064719,0.669371090268132,-0.4105143279352055,0.9413859705329131,0.17977297655001123,-0.0920760489499787,0.037722502914885346,r8020010.trees
0,10001.0,250,65,-0.6429558740803948,1.6965939790919098,2.388531387814956,1.5717705962147792,-0.7326443908444591,0.09534349943321734,0.23255806520641548,0.032656118751802216,r8020011.trees
0,10001.0,250,57,0.44073082059477,2.2099992639060773,0.6106582734630448,-0.08735000423555,-0.419059677810877,0.11280863352453399,0.23480009544200928,0.03244483309582416,r8020012.trees
0,10001.0,250,71,-0.5052582814088656,3.761965481132688,2.702269634659389,1.6030581951927432,-1.940294215553656,0.1391891673316472,0.47206639911028825,0.0307162435821384,r8020013.trees
0,10001.0,250,72,0.2352510229024396,2.061104104603372,1.3418108669990791,0.4039816799335009,0.049646567213155336,0.13830250010905717,0.4913592701399318,0.03087397026435915,r8020014.trees
0,10001.0,250,59,-0.2463229715378204,2.2686134190292058,1.4672772434649306,0.8431197912722828,-0.20274694930037968,0.08041112487941376,-0.2126300722743402,0.03681932029192037,r8020015.trees
0,10001.0,250,77,0.37291341504589676,0.7683125941714504,0.30679061177809414,-0.16496350564754578,1.9715207444253622,0.07664557861076846,0.19952257339396595,0.029720750574454013,r8020016.trees
