#/home/enes/bim/BIM.py trees/r8000119.trees,trees/r8000120.trees,trees/r8000121.trees,trees/r8000122.trees,trees/r8000123.trees,trees/r8000124.trees,trees/r8000125.trees,trees/r8000126.trees,trees/r8000127.trees,trees/r8000128.trees,trees/r8000129.trees,trees/r8000130.trees,trees/r8000131.trees,trees/r8000132.trees,trees/r8000133.trees,trees/r8000134.trees,trees/r8000135.trees 250 --stats=all --eta=etas/BC.json --out=outs/778646478.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,bsfs,TajD,FayH,ZngE,FulD,FerL,btree,Colless,path
0,10001.0,250,54,-1.852210744612908e-05,-0.5813222235045901,0.04786384552844736,-0.7715051584541189,-0.2793068957810524,0.6417332750161366,0.3044321134030035,0.03333957951622157,r8000119.trees
0,10001.0,250,52,-0.3247271690140856,-1.0073005650769227,0.030561772042117765,-1.0472351044367054,-0.1778699926610998,0.7535983609502569,-0.19466346808500948,0.04313259181117713,r8000120.trees
0,10001.0,250,57,0.6986032941905087,0.042369354194019125,-0.02004432505467264,0.1478879992719739,-0.7310392286124936,-0.16042515428605034,-0.49410595498983884,0.04183940061320551,r8000121.trees
0,10001.0,250,67,-0.6303428198357061,-0.945772818882381,-0.09016922878212046,-0.3277778734167045,-0.531800272367815,-0.11120126944530492,0.19793089583815643,0.031661207040142136,r8000122.trees
0,10001.0,250,72,-1.6284209787289106,-0.9441202643335649,-0.13195368535359145,-0.08795192764762558,2.055287381108352,-0.4087626439070477,-0.07208947197953616,0.037158120146620635,r8000123.trees
0,10001.0,250,57,1.7211306850729706,0.015807239828580157,0.12857662362314223,-0.6963306301382055,-0.7310392286124936,0.8725423204288514,0.31086456964397235,0.03129453297059205,r8000124.trees
0,10001.0,250,64,-0.11904152776560921,-0.1381058509474467,-0.15470288261358006,0.7442055704937651,-1.2575200592284255,-0.9981947375920459,0.3321162184576462,0.03467903873558751,r8000125.trees
0,10001.0,250,50,-0.9818920442116295,-1.1452123515564938,-0.005433200861277154,-0.9696406428314795,-0.42115004148078133,0.5836677199177635,-1.0040182302153777,0.05098458349527141,r8000126.trees
0,10001.0,250,53,-1.4371056399006086,-0.5510084245875928,-0.29466919344517234,1.1311076790601333,-0.8969703402437365,-1.703085065671491,-0.3013809661101171,0.038361105713175275,r8000127.trees
0,10001.0,250,55,-0.62901088446582,-0.5309261544169706,-0.006209120061179185,-0.4309681245757451,0.9625230049951544,0.24621976459961134,-0.20273841322344427,0.03892051034523108,r8000128.trees
0,10001.0,250,42,-0.6702259814471058,-1.0785028455219074,-0.024069253293381533,-0.8057926698705207,0.4608151284522734,0.4215528794037555,0.20683273799252144,0.03436685811345741,r8000129.trees
0,10001.0,250,59,0.32382074037504205,0.12038803566256223,0.004480782076311097,0.08091705452130536,-1.109134321132358,-0.034773728861432665,0.17767741506649448,0.03426739214924213,r8000130.trees
0,10001.0,250,75,0.8103772413973922,0.4916908982177752,0.02092905566290369,0.31675142446307364,-0.07085556480438307,-0.12245316017465863,-0.311371713213999,0.04696033710393356,r8000131.trees
0,10001.0,250,71,1.2628245711939938,0.8301777779813518,0.10297803613860097,0.15174202284252078,0.34597443859772364,0.2670293420215384,0.4351264151631289,0.030273485488114864,r8000132.trees
0,10001.0,250,64,-0.23519154394174613,-0.009143029064488217,-0.0738353379163748,0.40522303520275826,0.14263615365948998,-0.5074291070188255,-0.21408267430494388,0.03678513336500122,r8000133.trees
0,10001.0,250,68,-0.20801902168653802,0.0415656417950276,-0.1623334125975469,0.9512444893705074,-1.0969315307385548,-1.1563058000159157,-0.030083052222705846,0.037282323884507855,r8000134.trees
0,10001.0,250,54,-0.5422442977275603,-0.6867224849612354,0.06992950200994741,-0.9848452876269439,1.6888461716150633,0.8492548358783137,0.1853011483688838,0.03480373105324524,r8000135.trees
