start,end,N,SS,FulD,ZngE,FayH,TajD,bsfs,FerL,btree,Colless,path,iColless,ibtree
0,10001.0,250,57,0.8288585253955871,-0.3753516720812101,0.034908012005460835,-0.2080562553554614,-0.4692850082671241,0.35246351802869064,-0.03586698407213125,0.034837296399674936,9060000,0.04286625409827897,-0.5373657887711115
0,10001.0,250,72,0.8017618724238537,0.01453424059844276,-0.07975651354517871,-0.4941720655183064,-0.4543724261343704,-0.2890089125741621,-0.1809642562880372,0.040459948805232036,9060001,0.05042103899468843,-0.6908779754042416
0,10001.0,250,46,-0.5855755769478824,0.06702618934224948,0.09141486776030226,0.6420078235971862,1.4703356838248005,0.2633552252675963,0.31096380631088,0.031421384462581504,9060002,0.059142729274870735,-1.5155802677907937
0,10001.0,250,56,-0.3740191419681388,-0.2329876915016528,0.08272994411136142,0.2543614311003678,1.0854084163894957,0.4274503265535782,0.29072835807743025,0.032043734711140574,9060003,0.046408213499157934,-0.7459612205428341
0,10001.0,250,68,-1.0969315307385543,0.28959538895422976,-0.08579524628819335,-0.2193357103440628,-0.1969710966696212,-0.4790236793886287,-0.1933086855134196,0.04026260358039086,9060004,0.060182077282737986,-1.4015947227517347
0,10001.0,250,55,-0.9724529589850468,-0.07923472410776218,0.03327705440550102,0.11845903201673855,0.6368189015390302,0.16271817783431022,0.19164522239587806,0.036831419113606816,9060005,0.04249974809632796,-0.4829952309452848
0,10001.0,250,71,0.8540341395202525,0.32774118553424536,0.044421097296931625,0.6545809191002561,1.0981243033019557,-0.047326822663944126,0.3149027968352578,0.030502048516647243,9060006,0.0399069395863022,-0.08721631990032952
0,10001.0,250,65,0.647329814321844,-0.9246626663864824,0.07218613913672013,-0.5895881733219022,-8.336648231326843e-06,0.8240843027351062,-0.3082137725228342,0.04377591009198082,9060007,0.05786587209051259,-1.4348833993843417
0,10001.0,250,51,1.2588697981989174,-1.3650479538136209,0.07660400864830154,-1.0853800014693968,-0.8151794050133514,1.1063993639947085,0.7989684384432819,0.02751160370067589,9060008,0.06000885261476011,-1.5751139782132828
0,10001.0,250,56,1.2117326406744575,0.13439047947488658,-0.011212400152072692,0.08279964626918125,1.459648076562606,-0.12171956066812994,-0.019353579300694687,0.03889032833844338,9060009,0.06441536756344374,-1.9753457796354836
0,10001.0,250,60,0.9413859705329132,-0.9261392183842816,0.08021826705696405,-0.5464059391253956,-9.217709932130888e-06,0.8508144401830426,-0.0462991803019251,0.03906081314505333,9060010,0.05838767255401535,-1.4052142423325806
0,10001.0,250,45,1.793680197407295,-0.2051846616729709,-0.10946386853249668,-0.911308492703836,-1.1824288338257185,-0.23664143004588786,-0.33695181957584713,0.044085541688858185,9060011,0.06872292035525615,-1.6248528335418482
0,10001.0,250,45,-0.145950480409188,-0.8829022681554575,0.052757226936652565,-0.6915148412770495,-0.4026920159638715,0.7240024319946278,-0.14451015367055972,0.03805429089630411,9060012,0.06332241408028427,-1.429346706337624
0,10001.0,250,75,-0.07085556480438318,0.8105169906154348,-0.2146254613093225,-0.4631313925983329,-1.2015752335927443,-1.258411502973081,-0.1712728578936992,0.03886643347583884,9060013,0.05612125923047028,-1.0923623383283847
0,10001.0,250,63,1.612275045919925,-0.4838995696297918,0.04996382708987596,-0.23242072925921506,-0.39597617540411606,0.4731096378753342,-0.4712415844108727,0.042764325182919616,9060014,0.045993112233881764,-0.8135671306207429
0,10001.0,250,77,-1.3228000985441648,-0.0073498760040369955,-0.021426329358785447,-0.1460301368403863,-0.4777216819036146,-0.07113390114508983,0.05062927339467447,0.03442297415468324,9060015,0.06380000287889911,-1.5200393771673777
0,10001.0,250,43,0.3847784815137163,-0.05775757707520578,0.026465968686753046,0.09580372123837963,0.4694279652740966,0.12337031914612567,-0.22236229067334665,0.0423808135768882,9060016,0.06209245584488491,-1.6617747180014275
0,10001.0,250,76,2.0350854804264853,-0.3359349040962616,0.0187001784665828,-0.2587089902933468,-0.5830772051826327,0.27405629758898026,-0.4664874551119223,0.04780970377617255,9060017,0.0479147773891264,-0.7958520802267323
