#/home/enes/bim/BIM.py trees/ir8030122.trees,trees/ir8030123.trees,trees/ir8030124.trees,trees/ir8030125.trees,trees/ir8030126.trees,trees/ir8030127.trees,trees/ir8030128.trees,trees/ir8030129.trees,trees/ir8030130.trees,trees/ir8030131.trees,trees/ir8030132.trees,trees/ir8030133.trees,trees/ir8030134.trees,trees/ir8030135.trees,trees/ir8030136.trees,trees/ir8030137.trees 250 --stats=all --eta=etas/BC.json --out=outs/201051703.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,bsfs,FulD,TajD,FerL,FayH,ZngE,btree,Colless,path
0,10001.0,250,44,5.822847511555469,-1.2719698952517688,3.118189382261422,-1.6090147846034653,0.010780654120421748,2.6470616803531692,-0.5336002173333256,0.03904326985360798,ir8030122.trees
0,10001.0,250,39,4.725334377938389,-1.4988376812542152,2.3750176716034597,-0.9891690720548445,0.043632038721722305,1.8192285715754033,-0.3175881282172907,0.03737530768234227,ir8030123.trees
0,10001.0,250,46,4.452772253052604,0.1748386436417099,1.8975769105578497,-0.831222958342709,0.028967941185007156,1.4937389674993522,-0.9672705896908564,0.047836507319600985,ir8030124.trees
0,10001.0,250,31,5.805703349261554,-1.1288947793421404,3.3857453166584004,-1.7184528048106822,0.012400689520940167,2.8211356335276845,-0.6705407523297163,0.042589713693483605,ir8030125.trees
0,10001.0,250,40,5.977038014848623,-0.2403524040278594,2.9127922371056445,-1.5144809553224086,0.007500122234021669,2.475257322929322,-0.11244497286774244,0.03468713563933152,ir8030126.trees
0,10001.0,250,64,4.260620840241933,-0.6974575740732594,2.7089459259991657,-1.4101647445054102,0.010080818584284777,2.3310799535373374,0.04057997970585546,0.03650084207798938,ir8030127.trees
0,10001.0,250,58,4.284286733522486,-0.15568068336223279,2.9951710671268335,-1.5575689148516545,0.010713049275105633,2.570335266294905,-1.086190760593768,0.05008744656043529,ir8030128.trees
0,10001.0,250,59,5.974910452303091,-1.411263445076351,3.8636538245509193,-2.085063817471245,0.0029461834105052012,3.3781101521028054,-0.0793586352126453,0.03677613680528566,ir8030129.trees
0,10001.0,250,51,4.566782536327789,-0.8160365967736767,2.9765367537200844,-1.4000171781188535,0.03156566781215588,2.4272476140558257,-1.1858589061231632,0.05745562896748283,ir8030130.trees
0,10001.0,250,39,5.253397524538659,-0.6152804950534945,2.4159096917391114,-1.071888316658607,0.03430200538546796,1.9033664918601438,-1.1746956067526768,0.04712397979012825,ir8030131.trees
0,10001.0,250,36,4.813835420220095,-1.3773016439686834,1.539976032775977,-0.47028786423734,0.054785302074931055,1.0390713507853793,-0.17003103755479065,0.03756963337219847,ir8030132.trees
0,10001.0,250,61,6.128457302918559,-0.29255905509379965,2.270416226724705,-1.0627973661558747,0.025455061435618105,1.8556023390352114,-1.4329091146238684,0.048613810079025786,ir8030133.trees
0,10001.0,250,44,5.941771218301946,-0.4800367561914217,3.552868442428714,-1.6729975532606225,0.03645655800753268,2.887059991544439,-1.2742189857061397,0.05092952454981216,ir8030134.trees
0,10001.0,250,45,5.911333715530131,-0.5338766159724844,2.754565445516144,-1.3400590825773047,0.021921878911766668,2.2743689764156474,-1.1112800371103169,0.04672237336442544,ir8030135.trees
0,10001.0,250,35,4.5138720240686085,0.12802021470403613,1.8937906863810325,-0.7350220743467091,0.0430156522982885,1.4023700521408626,-0.4170554043521729,0.035334887938852186,ir8030136.trees
0,10001.0,250,32,5.549568153386645,-0.6567095383381393,2.6221606018214123,-1.1879726162156496,0.032550351302018415,2.0723912125761053,-1.4990671939205742,0.05292136287083819,ir8030137.trees
