#/home/enes/bim/BIM.py trees/ir3020030.trees,trees/ir3020031.trees,trees/ir3020032.trees,trees/ir3020033.trees,trees/ir3020034.trees,trees/ir3020035.trees,trees/ir3020036.trees,trees/ir3020037.trees,trees/ir3020038.trees,trees/ir3020039.trees 50 --stats=all --eta=etas/Fn.json --out=outs/337656374.csv --r2t=0.005 --r2s=0.005
start,end,N,SS,bsfs,ZngE,FayH,FulD,FerL,TajD,Colless,btree,path
0,100001.0,50,444,0.4904921092372819,0.2551405355928596,0.010297795275432958,0.010541686536189294,-0.10202779411794344,0.32062050226259364,0.14325488259820052,-0.007822017923595428,ir3020030.trees
0,100001.0,50,399,-1.8868548045444264,0.7971654941152977,-0.15509056894511877,1.9785721242530003,-1.1085291443505507,-0.33797629354793685,0.17676662501735385,-1.4722615637241012,ir3020031.trees
0,100001.0,50,397,-0.242327417569556,0.7522234135300366,-0.08626046469528069,0.5132593517633155,-0.7927121996672479,0.11123583562632541,0.17456881742596028,-1.133411810367642,ir3020032.trees
0,100001.0,50,524,-1.0534693032490992,0.81202045469298,-0.15282113382751464,0.1283394224678834,-1.1097267765223813,-0.31142841775688607,0.1899779443027211,-1.5101692967812441,ir3020033.trees
0,100001.0,50,315,-1.0800122005162793,0.7623871247326113,-0.1018216818974674,1.4541002474281166,-0.862522078781845,0.013286704425289755,0.20521240411058045,-1.9799922058593173,ir3020034.trees
0,100001.0,50,404,0.22637924909566595,0.4457372957913097,-0.019343595527156584,0.594007777666353,-0.33582301163187056,0.2932159047428068,0.16633796375693138,-0.6839063332828861,ir3020035.trees
0,100001.0,50,436,0.07999108930521068,0.17241416474332996,-0.01556778312079246,0.1391072868176953,-0.16405254476336129,0.055340265517112464,0.1910673793326855,-1.3628655123141686,ir3020036.trees
0,100001.0,50,410,-0.5071888172662112,0.4679906039760765,-0.07126565614206375,-0.004594547642178128,-0.5675027870880389,-0.057049186606588226,0.17189332629603574,-1.3228660057924622,ir3020037.trees
0,100001.0,50,421,-2.596116041998582,0.8862954031209022,-0.193918251983971,0.8242329786065933,-1.3236959331091644,-0.5306196783291035,0.19895356101624317,-1.8293308761671823,ir3020038.trees
0,100001.0,50,436,-3.163833950606717,0.8596174763793292,-0.23247889460383395,0.9545875604061509,-1.4716636479769976,-0.8332835958758589,0.23605290330417875,-2.2995603909592566,ir3020039.trees
