#/home/enes/bim/BIM.py trees/ir8040202.trees,trees/ir8040203.trees,trees/ir8040204.trees,trees/ir8040205.trees,trees/ir8040206.trees,trees/ir8040207.trees,trees/ir8040208.trees,trees/ir8040209.trees,trees/ir8040210.trees,trees/ir8040211.trees,trees/ir8040212.trees,trees/ir8040213.trees,trees/ir8040214.trees,trees/ir8040215.trees,trees/ir8040216.trees,trees/ir8040217.trees 250 --stats=all --eta=etas/BC.json --out=outs/470022987.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FulD,TajD,FayH,ZngE,FerL,bsfs,btree,Colless,path
0,10001.0,250,91,-1.187969369883815,2.472099302614067,0.05800417987942796,1.8689451463799467,-0.9489095257301234,2.311332278072104,-1.0469311346131454,0.04856267173958993,ir8040202.trees
0,10001.0,250,72,-0.9531738397344414,1.1517904957516836,0.0924214301778616,0.49577363931910995,0.017303737383798153,1.187011857309085,-0.3887971806173155,0.03980977674137409,ir8040203.trees
0,10001.0,250,78,-1.344854903252056,1.9172739427861147,0.1209168611885414,1.0111813995607035,-0.1986311216585015,1.805490196698586,-0.6689463548263445,0.04460381849980567,ir8040204.trees
0,10001.0,250,90,-0.5585270891640742,1.5889378115951411,0.1443906284677287,0.5816836812215832,0.15670576957857288,4.469250226710995,-1.1065240837482218,0.050028069266312564,ir8040205.trees
0,10001.0,250,110,-0.8425020590776201,1.3409130608875413,0.14968369774472187,0.32336721467228974,0.3434205888188791,1.433498291615154,0.03944941060225325,0.03554450778022485,ir8040206.trees
0,10001.0,250,119,-0.699633747005872,1.4737888741950218,0.06923704710733643,0.9151562466338182,-0.313180118207671,1.8318263215073647,-1.2985687672588946,0.05684138109724773,ir8040207.trees
0,10001.0,250,85,-0.6284017610061399,1.1651444481126523,0.11729309192766427,0.36200598056564526,0.1937280710594979,1.6841486253680253,-0.7636249372980354,0.04561471693224511,ir8040208.trees
0,10001.0,250,78,-1.344854903252056,1.197290542776811,0.006398380842801291,1.0260953597017126,-0.6128536631289105,0.8440598578138827,-0.7678477730302714,0.049674504469490864,ir8040209.trees
0,10001.0,250,92,-1.0095148062547439,2.0410247570235396,0.008670260898643352,1.7705596222988462,-1.0646409306835602,0.7473447438806949,-0.5178301738963271,0.04174910786842384,ir8040210.trees
0,10001.0,250,101,0.4442951835358681,1.0730522412633268,0.04916700946572874,0.6729162976702137,-0.2388175104473415,1.0634181461401522,-0.32025627457773376,0.04252244710853338,ir8040211.trees
0,10001.0,250,78,-1.5773087778349526,1.2272686906507304,0.11959353859042936,0.4063374605086687,0.17128080662876682,1.4093934879810306,-0.16847220449167952,0.03779045801976233,ir8040212.trees
0,10001.0,250,103,-1.2278183397272018,1.7562695716808157,0.11241893457081036,0.9148508456659258,-0.15958554910231235,2.650603182498573,-0.4420205696519413,0.04149364861824206,ir8040213.trees
0,10001.0,250,94,-0.6634802630363544,1.5205218012765445,0.07390420770870461,0.9284674627719102,-0.30917990022543906,1.683907166794052,-0.40655683795874115,0.0460701366259081,ir8040214.trees
0,10001.0,250,80,-1.1604514870869915,1.835022877076396,0.1386998238804553,0.8361408988993116,-0.026191763158646904,2.305597404698675,-0.3789963991547049,0.041082837291440806,ir8040215.trees
0,10001.0,250,85,-0.6284017610061402,1.2388501291750291,0.16875095373007395,0.13149814173877436,0.5197383693881202,1.9063505558426446,0.06950408779832831,0.03544450755877106,ir8040216.trees
0,10001.0,250,84,-1.4667212390850626,2.6441323414259634,0.07608752162686273,1.9149552671020111,-0.9147736258154635,3.614283864193635,-0.512396398086204,0.04397312753317418,ir8040217.trees
