start,end,N,SS,FayH,ZngE,FerL,FulD,bsfs,TajD,btree,Colless,path,iColless,ibtree
0,100001.0,50,335,0.0044065483882207625,-0.1498216058437048,0.10402015976855986,-0.9913879550448378,0.010942875377323035,-0.11393170483325872,0.6829291227125643,0.106984126984127,3000000,0.11165620094191524,0.4520082630314882
0,100001.0,50,393,0.00144373152962892,-0.22624448708662498,0.1351499065625626,0.7026297332978025,-0.12634306375465088,-0.20884835703342733,-0.3316805532795339,0.14411989795918356,3000001,0.16784058756245854,-0.7329428949811203
0,100001.0,50,353,0.05015940346470885,-0.5858792871288434,0.5453082717644051,1.1123644544220688,-0.1864437252827667,-0.20963302441013865,0.42955481091536696,0.11493364951614447,3000002,0.1347591362126245,-0.5213833894549006
0,100001.0,50,384,-0.11411030298263515,0.8467047972921642,-0.9637694832465172,-0.745863591130357,-0.3969581112175132,0.0039399920412751645,-0.015231211868429975,0.13195038494439687,3000003,0.15309944202400058,-0.5153712268690057
0,100001.0,50,385,-0.08439957485249065,0.4786119781809607,-0.6286212485297833,0.016507711454231574,-0.7010189045777162,-0.14017846679756074,0.007339116963440369,0.12891895888790295,3000004,0.13681283324140464,-0.21433764732384447
0,100001.0,50,470,0.009023484542631724,0.5299661002390588,-0.2640805342967526,-0.17226499195771822,0.6996714244428536,0.5771293178013667,0.7118728662766329,0.10360050756053713,3000005,0.11557668521954237,0.35153192023817986
0,100001.0,50,497,-0.08333067376537262,0.12992256758648632,-0.426508133180953,1.2688229862510814,-1.4703208739976792,-0.4717991452054823,-0.33217898858593764,0.140616823652538,3000006,0.14924133715986393,-0.4860184928997266
0,100001.0,50,467,-0.11770534883814687,0.5920363153528463,-0.8349964403070617,0.06994082233073673,-0.8519306790842288,-0.2709333359075699,-0.3752499512164404,0.14449946645324802,3000007,0.14754065688775514,-0.3562416700317186
0,100001.0,50,534,-0.07079288111777643,0.7090473053414925,-0.7039185539124244,0.1753098133294579,-0.37708089593148175,0.17714619279403646,-0.1347101466484273,0.1298410061699098,3000008,0.13847789115646267,-0.18792316937392206
0,100001.0,50,352,-0.05443796176656043,-0.01287909750850778,-0.2216321404132451,0.4944189811132344,-0.899458279655255,-0.401760991471216,0.1119941241093458,0.11391063274624914,3000009,0.13486587816944962,-0.25139430361826914
