#/home/enes/bim/BIM.py trees/r8050014.trees,trees/r8050015.trees,trees/r8050016.trees,trees/r8050017.trees,trees/r8050018.trees,trees/r8050019.trees,trees/r8050020.trees 250 --stats=all --eta=etas/BC.json --out=outs/840196733.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,ZngE,FerL,FulD,bsfs,FayH,TajD,btree,Colless,path
0,2501.0,250,13,-0.6679906090226179,0.7187729270189652,3.2274499563188974,-7.12390662050588e-06,0.1179597215052427,-0.236424184805105,0.10699873638629191,0.036750689393518776,r8050014.trees
0,2501.0,250,12,-1.39012880821318,1.0546499199105788,0.039536030753832926,-0.8440631350467747,0.07341909790907832,-1.37403620761843,-0.1157510499245918,0.04141566265060242,r8050015.trees
0,2501.0,250,7,-0.1484487141473084,0.21938840300219817,1.5276143141084952,1.690525703800356e-05,0.06201770154201567,0.06607082777854016,0.15936147150576416,0.0347600077730276,r8050016.trees
0,2501.0,250,15,1.5297727721564047,-1.211362352064728,-0.46029203950398645,0.3871875192983211,-0.09532887652423756,1.3851102688164607,0.20292922164468113,0.03162974478559399,r8050017.trees
0,2501.0,250,18,2.4475576534456223,-2.5272361899295523,-0.8215446257946853,7.942844380620404e-07,-0.3575171215474761,1.039615549729938,-0.03732343956807787,0.038023059981862936,r8050018.trees
0,2501.0,250,7,-1.4158121416291753,0.9894654801366135,3.319356447001475,-1.2339616734608527,0.04769528986178201,-1.6341989115669073,0.45224229974290275,0.030865397072159604,r8050019.trees
0,2501.0,250,10,-0.11887076047110645,0.1984747770793413,3.2538034726531526,1.331586504129518e-05,0.05313499166221249,0.09848314844640357,-0.41939761824309074,0.041164658634538144,r8050020.trees
