#/home/enes/bim/BIM.py trees/ir8050039.trees,trees/ir8050040.trees,trees/ir8050041.trees,trees/ir8050042.trees,trees/ir8050043.trees,trees/ir8050044.trees,trees/ir8050045.trees,trees/ir8050046.trees,trees/ir8050047.trees,trees/ir8050048.trees,trees/ir8050049.trees,trees/ir8050050.trees,trees/ir8050051.trees,trees/ir8050052.trees,trees/ir8050053.trees,trees/ir8050054.trees,trees/ir8050055.trees 250 --stats=all --eta=etas/BC.json --out=outs/737687640.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FayH,FulD,FerL,bsfs,TajD,ZngE,btree,Colless,path
0,10001.0,250,87,0.1134190746713309,-1.3120893211746034,-0.2810386459055693,3.1632691835064923,1.978321511005953,1.107961220728319,-0.4258511409613427,0.04202293043140303,ir8050039.trees
0,10001.0,250,57,0.12445312863572348,0.20489942379235435,-0.36289987213154046,2.2901728650055704,2.233844023736552,1.2724135954785014,-2.134582715196673,0.06686423111802046,ir8050040.trees
0,10001.0,250,101,0.07685422531285843,-0.6462425656524335,-0.8129778454525466,3.7718764957818576,2.471936254282364,1.7625937967030296,-0.950800189737537,0.05031415986526752,ir8050041.trees
0,10001.0,250,84,0.14776838843279838,-1.4667212390850626,0.21648623205701747,2.322043284965387,1.5165445473965962,0.4997541630105179,-0.5292685906647647,0.04066265060240964,ir8050042.trees
0,10001.0,250,85,0.12452436308056436,-0.842662461768864,0.1573824949123174,1.3157616189252765,1.3246232482594804,0.4623266678956121,-0.40406247594351064,0.04030042069807244,ir8050043.trees
0,10001.0,250,80,0.1439007277913829,-0.933503934680365,-0.09398876147045043,2.6757313805603387,2.025301538204214,0.9753914319405238,-0.34752684711044557,0.03991773545796087,ir8050044.trees
0,10001.0,250,82,0.08386418400845676,0.12389836310545622,-0.6740252664442354,3.3467563300948724,2.3068443090970456,1.5696501498067872,-1.124205053972487,0.05368478522384468,ir8050045.trees
0,10001.0,250,83,0.07454286626975981,-0.13260370924515505,-0.4683787867769107,1.6349782054110908,1.8133214072901507,1.1845522312194425,-0.5142165923037539,0.041089087532927414,ir8050046.trees
0,10001.0,250,74,0.06368275399816885,-1.253265093762514,-0.6044309783378116,1.3169953826119316,1.918100838119073,1.337536179427789,-0.781583588605953,0.0461847389558233,ir8050047.trees
0,10001.0,250,60,0.07214503776777847,-1.140653096310198,-0.8377509158735179,4.403441392599108,2.4485767984043787,1.7517497238665207,-0.6356731740017137,0.045597135084115274,ir8050048.trees
0,10001.0,250,96,0.06261018085968602,-1.6668267647372605,-1.0710069016323667,4.186432089492218,2.752758219932155,2.0948260383520454,-0.6567529666378908,0.044276568640152,ir8050049.trees
0,10001.0,250,63,0.09497934405890748,-0.37703919519133827,-0.3812749680276172,4.1230989718586635,1.903219386909072,1.1456704665749584,-0.5455709136283471,0.039493457701774835,ir8050050.trees
0,10001.0,250,88,0.02732290033951587,-0.917262616013629,-1.4736289884285554,6.0159571418283155,3.026248725898725,2.538443508024985,-1.20669423562877,0.05397719911905687,ir8050051.trees
0,10001.0,250,69,0.07168100400960503,-1.1247599363515055,-0.5596788433488796,1.4543945657052768,1.9371315173823027,1.3075815589230908,-0.708863279783988,0.043345424709591046,ir8050052.trees
0,10001.0,250,78,0.10387153747742124,-0.8799471540862625,-0.08341695919805905,2.949980252988438,1.4883339963509632,0.7278161568815311,-2.066290598417285,0.06135509781059724,ir8050053.trees
0,10001.0,250,97,0.131760093405394,-0.9256868808393908,-0.31091827320466814,1.849710157595706,2.2780743930717198,1.26892549442385,0.19999843780844845,0.034079245019781365,ir8050054.trees
0,10001.0,250,78,0.08538448861993696,-0.647493279503366,-0.5167159708798867,3.4720873966068293,2.0387474293753782,1.321888902498393,-0.9390724470316445,0.04204722114263506,ir8050055.trees
