#/home/enes/bim/BIM.py trees/ir8100106.trees,trees/ir8100107.trees,trees/ir8100108.trees,trees/ir8100109.trees,trees/ir8100110.trees,trees/ir8100111.trees,trees/ir8100112.trees,trees/ir8100113.trees,trees/ir8100114.trees,trees/ir8100115.trees,trees/ir8100116.trees,trees/ir8100117.trees,trees/ir8100118.trees,trees/ir8100119.trees,trees/ir8100120.trees,trees/ir8100121.trees 250 --stats=all --eta=etas/BC.json --out=outs/511122333.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FerL,FulD,FayH,ZngE,TajD,bsfs,Colless,btree,path
0,10001.0,250,104,-0.6219628886765433,-1.245470104594781,0.1000272528248549,1.590392800523623,2.430065458981655,1.9784830930143453,0.04305573548674987,-0.32465816132495434,ir8100106.trees
0,10001.0,250,72,-1.2177838865223427,-1.955994246682039,0.06696074539950166,2.3449805881068593,3.0780031005471975,4.3307066309853015,0.041925767586474934,-0.4624350466370487,ir8100107.trees
0,10001.0,250,98,-0.3475509968165261,-1.3214726045441414,0.0977528031279992,1.1307951128825595,1.9020252624018406,3.165923928506629,0.04360830418447986,-0.42097763294682033,ir8100108.trees
0,10001.0,250,106,-0.7265033128236861,-1.2798156842334336,0.08044441625942182,1.6456331616655984,2.3633952784141714,2.6514802209789656,0.04432196037326236,-0.565102176663124,ir8100109.trees
0,10001.0,250,93,-0.826565238001254,-1.8180873502076733,0.027739089265246045,1.496512896372095,1.8572176557139253,1.4601975794885529,0.04691885822861338,-0.896575512061978,ir8100110.trees
0,10001.0,250,72,-0.9306240593691256,-2.206699348418938,0.08081339115013138,1.959989069130325,2.7317280058108344,3.7984947047067155,0.04846112560842448,-1.1566224943469716,ir8100111.trees
0,10001.0,250,78,-1.2714208699584895,-1.8097626524178496,0.04885382005626551,2.331895425381174,2.941714038417792,5.920661841585532,0.0548682183932864,-1.3095672010388553,ir8100112.trees
0,10001.0,250,94,-0.5152838488529338,-0.4688045382639902,0.0785651975030041,1.288583237005664,1.9542436794649731,3.547256450258093,0.04607543075527919,-0.7455286184700939,ir8100113.trees
0,10001.0,250,91,-0.5088225354700189,-1.1879693698838152,0.1348983889983995,1.6028592140892766,2.672731252871553,1.7405106770652383,0.04225288249773287,-0.3457113988141513,ir8100114.trees
0,10001.0,250,97,-0.5058267319168973,-1.4924479137393423,0.08809054374638817,1.3299338071814555,2.0620527046014736,3.1441587193024567,0.0401253106266709,-0.5226701835754093,ir8100115.trees
0,10001.0,250,100,-0.2148197397708257,-0.9893412654493803,0.12438857108303927,1.0724508351381665,2.0103571463559162,1.5064939843488359,0.045717976269404,-0.6953584870165324,ir8100116.trees
0,10001.0,250,89,-1.3291716743252955,-1.761425587796573,0.027441209326000405,2.306001201006811,2.765340832049727,6.648830769606013,0.05088094312734811,-1.2698559291141687,ir8100117.trees
0,10001.0,250,112,-0.34725334922470097,-1.7049694578396724,0.15517668356114078,1.473628244723169,2.660058430828182,1.7484510763757088,0.046598157335223246,-0.648129253734413,ir8100118.trees
0,10001.0,250,95,-1.236947003506022,-1.6519932725055524,0.09234593730629928,2.535312500139902,3.439946148063973,3.4282504632372355,0.050268817204301076,-1.1805204357702024,ir8100119.trees
0,10001.0,250,106,-1.0217751157251265,-1.1062843144950334,0.021720759908061864,1.7792015230873832,2.128619182681351,1.5010962979159956,0.049732982107642036,-1.098156558584695,ir8100120.trees
0,10001.0,250,120,-0.49048464197323316,-0.7192611983176512,0.10299946618379104,1.4015383020722807,2.2370458500064347,3.411026099771692,0.04766504347561023,-0.7485104848915071,ir8100121.trees
