start,end,N,SS,FulD,TajD,FayH,ZngE,bsfs,FerL,Colless,btree,path,iColless,ibtree
0,100001.0,250,284,-0.1032018900764872,1.0868002313070173,0.053034187734906,0.6652766141539812,6.334706784467706,-0.2097048853064064,0.033399496603927235,0.01707125035646758,8050000,0.05287008248045947,-1.2090869077664843
0,100001.0,250,307,0.1033116485758131,1.9940990267792755,0.03591033821374475,1.5983655817827411,7.424881868768144,-0.8496914308972927,0.030816317378695925,0.08978547799505164,8050001,0.0648481020857624,-1.9425246958215727
0,100001.0,250,263,0.06381759915579742,1.326655362597398,0.027481670665629662,1.0399546997908156,1.6806617729089248,-0.5378364283745078,0.03602445282066993,0.010171255285274749,8050002,0.04621842207539837,-0.6650767489881246
0,100001.0,250,342,-0.8337083017059426,1.8424965921698842,0.057700063156341526,1.3269402754203856,2.3837700416048078,-0.5989557333743913,0.03255072651522406,0.27458957081501706,8050003,0.044090948072161434,-0.4847622472902151
0,100001.0,250,315,-0.21815574314252625,1.926860207382592,0.05755230323910938,1.404206510652091,3.748894161667523,-0.6476994664124219,0.03088629838182437,0.4098151155886836,8050004,0.04026341096395506,-0.20193751801303306
0,100001.0,250,265,-0.814050006906587,1.8927266918559904,0.007776307580275354,1.6762051316041058,1.1391045760356906,-1.0047566885019423,0.035600350711602155,-0.07589129921877988,8050005,0.05705229520231461,-1.427378899228147
0,100001.0,250,321,-0.6256855753669057,2.1196789311139987,0.03887841175421458,1.6952835891140012,4.3983475672181855,-0.8979797069125617,0.03192915923360845,0.1650594058548352,8050006,0.06062140429049227,-1.5112486456674703
0,100001.0,250,374,0.5420662267213215,0.2963895187183441,0.07598211033086906,-0.1984752251281812,0.7678191147283399,0.4118006920022207,0.033321333987456986,0.11533948968593599,8050007,0.04447993000520081,-0.57194946261507
0,100001.0,250,332,-0.8220384487039494,3.2857426711812128,0.009453975732945123,2.9415688773164086,3.66031080366786,-1.7781948777730068,0.031986217502685044,0.030602659590962575,8050008,0.052821501057995435,-1.5866707301384544
0,100001.0,250,315,0.20211015982949845,1.4550088951475455,0.056517124002332976,0.9800112614001372,3.2360092190974314,-0.3899985213657221,0.0387187572659988,-0.3642571482427053,8050009,0.05598759221389627,-1.4993833756759447
0,100001.0,250,380,-0.11416222557677552,1.4809119479341262,0.06241099430043605,0.9680379145890804,2.2761905028354668,-0.3590870137143803,0.031680625849121395,0.34242404687218514,8050010,0.04004494207730753,-0.18659396879761475
0,100001.0,250,366,-0.5691983674762132,1.20964812457618,0.045229605241591385,0.8261185626598677,1.178286329157762,-0.33720683938294505,0.032522381418873494,0.3632207634457023,8050011,0.04285782308898059,-0.4748392207370025
0,100001.0,250,354,-0.4294828625264641,1.4893136957756772,0.05721029077537549,1.0075671882730912,1.7107124070607633,-0.4036653954025684,0.03255125766222785,0.2400347775225781,8050012,0.04276165769819377,-0.35824374656569075
