#/home/enes/bim/BIM.py trees/r8000102.trees,trees/r8000103.trees,trees/r8000104.trees,trees/r8000105.trees,trees/r8000106.trees,trees/r8000107.trees,trees/r8000108.trees,trees/r8000109.trees,trees/r8000110.trees,trees/r8000111.trees,trees/r8000112.trees,trees/r8000113.trees,trees/r8000114.trees,trees/r8000115.trees,trees/r8000116.trees,trees/r8000117.trees,trees/r8000118.trees 250 --stats=all --eta=etas/BC.json --out=outs/883715160.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,ZngE,bsfs,TajD,FerL,FayH,FulD,btree,Colless,path
0,10001.0,250,83,1.0068704393888444,-0.13628190293782333,0.17798187526933615,-1.1487873662149755,-0.1477771594460454,-0.7900869655883193,0.2573569625614873,0.0335409300459114,r8000102.trees
0,10001.0,250,86,1.6462156413142983,-0.19781146795784693,1.0001711953009595,-1.486923195473445,-0.13120836729723273,-1.079970610448997,-0.2829243129818562,0.03644686271969599,r8000103.trees
0,10001.0,250,69,-0.756015176726208,1.166847893420057,0.057323818166592044,0.9683990527102794,0.14297327955219077,0.17999834453392094,0.5771437121396139,0.02990407377309826,r8000104.trees
0,10001.0,250,55,-0.5092571717766831,-0.5962730390208858,-0.9622367003479149,0.10892594424498146,-0.06067838647772237,-0.004964976994946055,-0.4367840921259933,0.04935872522347454,r8000105.trees
0,10001.0,250,45,-1.1399209213124881,2.6374772849561844e-07,-0.619077035657969,1.082429457736336,0.11250778791670475,-0.14595048040918823,0.3255302767203286,0.03056360338715566,r8000106.trees
0,10001.0,250,50,-0.5327975970928468,1.1440240558365824,0.528470294677901,0.9478191273910849,0.182937144986025,-0.42115004148078117,0.6890172230580113,0.028883005138834905,r8000107.trees
0,10001.0,250,60,-0.9807471497556705,-0.287155694432577,-0.6154584430703566,0.8808979860063342,0.0791206707154006,1.8336884277513896,0.3849372925642144,0.03399979847706237,r8000108.trees
0,10001.0,250,57,-1.2690362368083923,-0.9711893193197606,-0.9528479187229825,1.0559015482748646,0.07840371974919838,1.140838076197203,0.20770455628993914,0.0353893580185846,r8000109.trees
0,10001.0,250,80,0.2516124985751547,0.6065635873456267,0.6280775130679125,0.03385654840810143,0.05351408745599774,-0.9335039346803651,0.3942888285028738,0.03333263931301241,r8000110.trees
0,10001.0,250,55,-0.013426539504075427,1.3462821266969633,0.38180226682541757,0.22419823456775315,0.06325974314324186,0.31753101700175407,0.18122644142490152,0.034001327892214016,r8000111.trees
0,10001.0,250,87,2.7210876869272056,-0.7976990364137863,1.3078298143837084,-2.6477482569073216,-0.2699259570041372,-1.3120893211746034,-0.5984199708075232,0.043580234918167295,r8000112.trees
0,10001.0,250,49,0.21611241194932204,1.1603365678208637,0.9450678323271126,0.24313619192083544,0.11215718293242843,-2.5230166822931426,0.18903908452304444,0.03344965885045559,r8000113.trees
0,10001.0,250,63,0.01472272398992195,0.12286784674210667,-0.18249499078350054,-0.11791754119713542,-0.03140262659004763,-0.6612269439215184,0.2918500359689859,0.03166731441896619,r8000114.trees
0,10001.0,250,54,-0.9802325280772611,-1.852210744612908e-05,-0.49963464960693366,0.9451582039040022,0.09893565147800887,1.688846171615063,0.20643816285410227,0.03463911262402222,r8000115.trees
0,10001.0,250,74,0.9011596929184084,-0.5561654435139886,-0.06633608348223215,-1.1529063021349473,-0.1689508481816497,0.7012187738674023,0.3856368215336769,0.03330046590183913,r8000116.trees
0,10001.0,250,62,-0.13312515385861265,-0.26123631822172044,-0.49535660017752275,-0.1052842956278565,-0.05430980987743632,0.8184438352044731,0.46742505917358107,0.031248866433475842,r8000117.trees
0,10001.0,250,87,-0.9286859022560555,0.3919954362053486,-0.37678915837750443,0.9420052002473224,0.10286865657443975,-0.8929394274758473,-0.31456071307304445,0.04439484693994194,r8000118.trees
