start,end,N,SS,FerL,TajD,FulD,ZngE,bsfs,FayH,btree,Colless,path,iColless,ibtree
0,10001.0,250,69,-0.5634991988010957,0.27012622578383805,-0.08095331164316424,0.5740229347605031,0.2612197278401716,-0.05942555112371525,-0.12400214422973145,0.037505783502674285,9000000,0.059077501071282665,-1.155330772789226
0,10001.0,250,42,0.6320346223064134,0.4243432426047544,-1.1915683460804989,-0.3248179663947461,1.5149808676770873,0.1305799252145529,0.6645798562303578,0.0286341217404179,9000001,0.04413254189779646,-0.4925661192068698
0,10001.0,250,81,-0.8312736593249029,1.951759211916578,-0.9593426009148892,1.5384246297469828,1.7795923763194432,0.03419740133349833,0.2692552270655251,0.03214716147090807,9000002,0.043114855736309285,-0.44323826558764096
0,10001.0,250,67,0.3292775434495848,0.5595027588949384,-0.26353820182450205,-0.01865694161305305,1.5689702938664785,0.09113239025134856,0.8041558489117682,0.028174825946558037,9000003,0.045713872861171734,-0.6569577803954656
0,10001.0,250,52,0.8813288019460241,-0.17706241046117344,1.5205081136020575,-0.7873303126293067,1.0094404956158092,0.11584060857934728,0.9877281232016504,0.023859261932522715,9000004,0.05006315584920325,-0.9358736080232268
0,10001.0,250,67,-0.34423780711246643,-0.4559025762006048,-0.5318002723678152,0.07645719124960919,-0.3931572897511676,-0.08514780269535813,0.189623557562648,0.031820471851563954,9000005,0.06437038476486591,-1.963302586241844
0,10001.0,250,68,-0.5133030746870468,-0.5815716746415579,0.4904060653512021,0.15726556887097476,-0.5301151379913783,-0.11910260920658725,-0.1370972903256058,0.04072843794532972,9000006,0.06043888816916411,-1.347439895330231
0,10001.0,250,76,0.2781258601684921,0.9121265067754396,-0.3472595097849327,0.1799068473180734,1.353541333142407,0.11041136339177356,0.1802023444739488,0.034231010061752394,9000007,0.0554575622589614,-1.4462432247697738
0,10001.0,250,70,0.7506323907040362,-0.0362911277818097,-1.1518410612613252,-0.6217328724004534,0.7995549884218839,0.10435309463664044,0.12841265924431972,0.035748215596641555,9000008,0.04863756099667487,-0.51939495044954
0,10001.0,250,48,0.8514287013352467,0.10840038950850084,0.7795914774652168,-0.6383266545102187,0.7743600109973331,0.1356157726991946,0.3776639017983253,0.029335406140691807,9000009,0.046316988383642094,-1.2808150866246066
0,10001.0,250,50,0.6306836664409373,-0.5350832091656127,-0.06896314663617208,-0.7413469607364312,0.08779300257144099,0.0505269508858435,-0.27624906039099645,0.04444930258669085,9000010,0.07198147428423371,-1.7496244138002075
0,10001.0,250,56,-1.824064739244368,0.3639808218002492,0.8945822841459385,1.629586135820131,-0.2700476594054953,-0.23776187879571545,0.5137534540926991,0.03151037329039661,9000011,0.05400539539562425,-1.1662903264303952
0,10001.0,250,89,-3.2507468379695785,-0.3887425161609827,-1.5563355799977914,2.4528124030426546,-1.7403605332368082,-0.4845751196228503,-0.6438475104240098,0.049377078205294314,9000012,0.08006218422075398,-2.6085314673596782
0,10001.0,250,55,0.3447083824172843,0.3729640633594197,-0.9724529589850468,-0.11440806415456073,2.699620492390985,0.08021351275207562,0.4554430736976699,0.030268539596172706,9000013,0.05600628319730535,-1.2621398356249314
0,10001.0,250,58,0.35097741989728914,-0.1871326878581047,-0.7696309122327301,-0.3650617963069345,1.7226444979885165,0.03627230731492398,0.0996535615659112,0.03613472121304291,9000014,0.06213711149583673,-1.6626227216090703
0,10001.0,250,57,1.2550594231067471,-0.910178137268766,1.1408380761972026,-1.4108385847171334,-0.1882228884923046,0.11085355559227522,-0.12595962472543598,0.04087652054268241,9000015,0.05578072659300797,-1.0223377004234118
0,10001.0,250,55,-0.057750567203307075,-0.4658674444955157,0.3175310170017544,-0.15752377130870046,-0.3713074915977199,-0.045566556791343686,0.031993868268374616,0.03871939370384765,9000016,0.06316880424925507,-1.243676317520478
0,10001.0,250,53,0.12784474086579956,0.6424336548388019,-0.22947315298874735,0.17796344347271498,1.3604313730885755,0.07014040352853408,0.3181097716778679,0.034174822456983354,9000017,0.04275435073627845,-0.3387418502838854
0,10001.0,250,44,0.12487573709361036,0.588341477034087,0.7078629523990989,0.15466542562542926,0.9467043802472288,0.0666399083815097,0.2027002782776527,0.032793059933881284,9000018,0.05245027028936862,-0.9315173079850432
0,10001.0,250,55,-0.10797204630665212,0.7809409232347634,0.6400270109984537,0.4290767707620962,0.4092474373573999,0.04637859482167336,0.018057298912981364,0.033973408568563374,9000019,0.06094377510040161,-1.728711754483912
0,10001.0,250,62,-1.5345416197319717,1.063677932909722,-1.4893146806158997,1.7055869646235395,0.26643605347746385,-0.1379173706798672,0.3318130069728207,0.03326820796700314,9000020,0.05237077341624563,-1.1015673506730792
0,10001.0,250,81,-0.0047048735965739,1.1587951832415992,-0.7350513850614838,0.5186634446300855,1.4960880667520604,0.08919263400086608,0.047011844292492805,0.037049851648924575,9000021,0.052442026169192905,-1.0565751317439291
