#/home/enes/bim/BIM.py trees/r8100034.trees,trees/r8100035.trees,trees/r8100036.trees,trees/r8100037.trees,trees/r8100038.trees,trees/r8100039.trees,trees/r8100040.trees,trees/r8100041.trees,trees/r8100042.trees,trees/r8100043.trees,trees/r8100044.trees,trees/r8100045.trees,trees/r8100046.trees,trees/r8100047.trees,trees/r8100048.trees,trees/r8100049.trees,trees/r8100050.trees 250 --stats=all --eta=etas/BC.json --out=outs/895810622.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FerL,bsfs,FulD,FayH,ZngE,TajD,btree,Colless,path
0,10001.0,250,122,-0.6266139966679223,0.8860095565449225,-1.3639223241196141,0.07829497172736728,1.476414344771559,2.1577258591860997,0.7241676004870186,0.02841689337997151,r8100034.trees
0,10001.0,250,124,0.09565413199440483,2.041075254756119,-2.8838719197253453,0.1900657357040552,0.9698034256413538,2.3294978885549646,0.4882646504439875,0.0294293424458638,r8100035.trees
0,10001.0,250,134,-0.05915924718887553,1.6564781914413167,-1.3796566026560668,0.13450764596846412,0.8952738411765996,1.8818397994667333,0.23853267496198094,0.030001492646603237,r8100036.trees
0,10001.0,250,84,0.18002885915035854,2.006568767563084,-1.4667212390850624,0.15907269708345034,0.6236229686202766,1.7288209381821953,0.7478869081792826,0.029026121463783822,r8100037.trees
0,10001.0,250,86,-0.2384847558777754,3.759400038873397,-1.0799706104489977,0.14197053433319295,1.2030118173409114,2.2697865368227137,0.6275814980981805,0.026352722718832326,r8100038.trees
0,10001.0,250,100,-0.15075497249315883,2.3898415108577638,-1.7233245762528127,0.11231194055380184,0.8984848135736752,1.7370677459092985,0.6161598809424944,0.0298767651250162,r8100039.trees
0,10001.0,250,143,-0.7452732985018755,2.390447306871322,-1.2272755833958504,0.13005240666256487,1.9821156878237183,3.0581597883144513,0.4176049785005051,0.03023316383814829,r8100040.trees
0,10001.0,250,84,-0.7723183967212074,1.6533527948996085,-0.5999886320797151,0.07652064515693917,1.6873463367940793,2.391088190426523,0.6127610643871523,0.029651536252537025,r8100041.trees
0,10001.0,250,100,-1.005763930567822,1.7043607601400852,-2.2738120593553877,0.05395060176381244,1.9403040563519351,2.5216398983995125,0.5105414738797861,0.0291944905722597,r8100042.trees
0,10001.0,250,110,-0.48562195874562997,1.5695531147622312,-0.6750329534146792,0.056887923068349854,1.1192247851527493,1.6210343967597989,-0.019174322731299872,0.03476270674094227,r8100043.trees
0,10001.0,250,90,-0.887270726615982,2.909587566788404,-1.5731213269738962,0.09341231897529341,1.9737091987444366,2.8197245603769248,0.32903289034705047,0.027328037563313843,r8100044.trees
0,10001.0,250,99,-0.5298930766997981,1.5378685361033808,-1.7096091049458604,0.09814350356000984,1.428268278625148,2.2372906099700063,0.2619712820068816,0.03261062683915384,r8100045.trees
0,10001.0,250,84,-1.0739582951696853,1.5966398101221877,-1.9000875425877366,0.061122133983176466,2.0860490548504904,2.739751396504023,0.8614386712765568,0.025735697130955578,r8100046.trees
0,10001.0,250,120,-0.536781904007449,1.5335917724022547,-2.1054314114345414,0.1023625051131087,1.4726659752825995,2.3120338853819757,0.40203219474841273,0.030911342293404677,r8100047.trees
0,10001.0,250,86,-0.23583588801092675,4.591740389514071,1.4627320360475593,0.0635334029752912,0.7469285660041953,1.2500232162623253,-0.6113542190366692,0.03905750077533987,r8100048.trees
0,10001.0,250,84,0.0022780770895694307,2.9889504558700333,-0.3833054803283777,0.1440081866418362,0.8241355977010734,1.8568676276653227,0.038376165908237114,0.03342401865526623,r8100049.trees
0,10001.0,250,103,0.1807019258825127,1.7092238341680235,-1.4061927546842967,0.1332778274245904,0.48660725373606034,1.4139282366807495,0.3462138822174899,0.03228707842121172,r8100050.trees
