#/home/enes/bim/BIM.py trees/r8060077.trees,trees/r8060078.trees,trees/r8060079.trees,trees/r8060080.trees,trees/r8060081.trees,trees/r8060082.trees,trees/r8060083.trees 250 --stats=all --eta=etas/BC.json --out=outs/171093318.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,TajD,bsfs,ZngE,FayH,FulD,FerL,Colless,btree,path
0,2501.0,250,8,1.2687526029965632,1.0440648073010974,1.0106079877188676,-0.006469257769590342,-0.5065713299685084,-0.6504520577823248,0.03402498884426595,0.14242392179847116,r8060077.trees
0,2501.0,250,0,,,,,,,0.03522153128643607,-0.11357728178992779,r8060078.trees
0,2501.0,250,9,-0.4767937307434707,0.46214605134838627,-0.8484774251305295,0.13312438898098067,-2.2007292414680384,0.8323064204244383,0.03797771732089649,0.0031694138754955192,r8060079.trees
0,2501.0,250,8,1.3404242494069027,2.5242324238393206,0.8629466938885932,0.05338335670610115,1.1205475573559283,-0.42924569632963794,0.04110393185645809,-0.6115243132056019,r8060080.trees
0,2501.0,250,6,1.640718787042125,1.1093953402261463,0.8229961707423907,0.14391847249469783,0.03295822379415032,-0.24660404277203998,0.035780217644772634,-0.1184586547904653,r8060081.trees
0,2501.0,250,11,0.35894252501388046,1.7494547413051793e-05,-0.03264205312133464,0.08312849884992483,2.81529364808728,0.22057121130929574,0.0366222956341495,-0.005410736816092573,r8060082.trees
0,2501.0,250,9,-0.16779953469572714,1.1085547122109732e-08,-0.5802940915846152,0.12595761625356247,2.274582229907494,0.647468132809628,0.03296411452260656,0.37443055919758356,r8060083.trees
