start,end,N,SS,FerL,FulD,ZngE,TajD,bsfs,FayH,Colless,btree,path,iColless,ibtree
0,10001.0,250,40,-0.3063453127331016,-1.103917891504699,1.3838884390473822,2.635216625235378,1.2595014895493144,0.169424436986507,0.040245660059593215,-0.4698602746070061,5060000,0.03912423889104806,-0.15652503608128412
0,10001.0,250,35,-1.4441037161088552,-1.8195725076732965,2.51391234210368,3.157786184861441,3.371752646117937,0.03760937046174443,0.04349008938981733,-0.6013987870603306,5060001,0.048646197694001816,-0.8902219207299381
0,10001.0,250,35,-1.2535884729443774,-0.3588779658902974,2.2289014985234705,2.8499883181506265,3.1437827495408674,0.041712305664599,0.03208892919347641,0.2509095727638953,5060002,0.046532905816815656,-1.1235112191019514
0,10001.0,250,33,-1.5178954784137484,0.8162655202463411,2.483499569740974,2.9592215849967514,3.17983219798533,0.00895403311018072,0.049941702293043136,-1.3894887381206331,5060003,0.04012825495530509,-0.4444652785943875
0,10001.0,250,31,-1.6945922455783518,-0.04415160645013524,2.7858883712883324,3.3479492051402837,2.664289625471852,0.013008046164143574,0.04162618214794663,-0.5919627632548843,5060004,0.0437556678326208,-0.7251987785160209
0,10001.0,250,40,-1.4178098493005378,0.1914303397105593,2.3854327234328663,2.8847974555196485,3.686241551320788,0.019982110724278773,0.042010785075787024,-0.4363331566051162,5060005,0.04553698665630263,-0.8558169250230135
0,10001.0,250,36,-2.0783638148210217,-2.326841962070838,3.367203532737417,3.9528609432767183,3.9334324139473993,0.005218612886079598,0.02892214017359761,0.4139382444724248,5060006,0.02918124109340588,0.5577365042376701
0,10001.0,250,40,-0.8154807973215601,0.19143033971055987,1.4797013451769352,1.908684067642816,3.3044534382981854,0.031963180303945495,0.035367275553828216,-0.10725105154740566,5060007,0.04553698665630263,-0.7122062136407074
0,10001.0,250,25,-1.130379860637058,1.8995024086870944,1.8228533609059407,2.181039014970641,1.9341740509724008,0.002341352006396433,0.030347195232543075,0.02765376475231936,5060008,0.036954268687653835,-0.2870820779302937
0,10001.0,250,51,-0.1736611545168154,-0.4702188642782445,1.3139353878632594,2.6890163912617147,1.2515190272965906,0.18986067005806026,0.03728354277324352,-0.3216910683968957,5060009,0.040516906335017484,-0.5413430962995837
0,10001.0,250,30,-0.9962184545602136,0.04606551011202233,1.7793502103150851,2.3054378784703933,2.293944856598958,0.03607863296956232,0.035043399404067886,-0.037068707855478535,5060010,0.036241741158181115,-0.17600104014214052
0,10001.0,250,39,-1.3803673985911045,0.2682766911472261,2.3240560932838488,2.8164130350808905,3.704295098932194,0.019916841318203444,0.02471534885059953,0.811019872372063,5060011,0.05167443969426092,-1.2968203093955406
0,10001.0,250,46,-1.4433992701005625,-0.9657826872426788,2.5355710892233767,3.161012772748388,3.2198606520061137,0.03945285725197027,0.03081450224862584,0.4469843952176165,5060012,0.04987692706309107,-1.068644964724601
0,10001.0,250,36,-1.8305706846263252,-1.8520718030197605,3.077414927810898,3.7416740243349618,3.7439293847359036,0.02619439671944821,0.045986364814095085,-1.076397276383972,5060013,0.0604514833527659,-2.2973304421516705
0,10001.0,250,26,-1.468728156290016,-0.7983369440820297,2.366350559775112,2.8211916044488823,2.3359393849117662,0.0024258988641147955,0.05063263807919851,-0.9947329597399232,5060014,0.035691151703588546,0.05321717171255929
0,10001.0,250,37,-0.6075734398513909,-0.030065090491657207,1.1563577160073064,1.5537459583682138,1.8496552537795052,0.03459865168214305,0.029922107785982643,0.3865216733097488,5060015,0.042956773329878656,-0.8642321078888925
0,10001.0,250,27,-1.4944561659139626,-1.4852033420933957,2.5012352668051356,3.084432483023169,3.069089743981261,0.021376210452668198,0.027788573649436456,0.23945176902179502,5060016,0.036371291618085236,-0.20847722937134164
0,10001.0,250,21,-1.3701411718638494,-1.0956646725615415,2.3496283934592137,3.0135740010003413,2.0029586138722784,0.03390724618559538,0.041237530768234235,-0.5137393839847151,5060017,0.0318370255214406,0.13370011765498993
0,10001.0,250,29,-1.4096286441729649,-1.0086262446158605,2.368204512624865,2.9167234818506094,2.9570751577137973,0.021416786980949586,0.03613532470897414,-0.563294707586146,5060018,0.048872910998834035,-1.8343667475071213
0,10001.0,250,41,-1.4374483906630302,0.9624483246107574,2.388572668104794,2.8515224932279484,3.8508147390637295,0.014443520863836353,0.03596644643088484,-0.33265664105580706,5060019,0.05318046379064646,-1.4720856168137402
0,10001.0,250,38,-2.3955795142085883,-1.460236767566959,3.859910252112954,4.492332023632165,3.7859477633308383,0.0016068419017795572,0.050593503044435814,-0.9978895922803238,5060020,0.030509133307423237,0.5979461622480692
0,10001.0,250,48,-2.029874645521149,-1.4143617479761603,3.120317054577637,3.4125820575945176,0.967839332264251,-0.027464759798222733,0.042282031351211294,-0.592938839641343,5060021,0.03732672625987822,-0.1497039314795338
