#/home/enes/bim/BIM.py trees/ir3060060.trees,trees/ir3060061.trees,trees/ir3060062.trees,trees/ir3060063.trees,trees/ir3060064.trees,trees/ir3060065.trees,trees/ir3060066.trees,trees/ir3060067.trees,trees/ir3060068.trees,trees/ir3060069.trees 50 --stats=all --eta=etas/Fn.json --out=outs/274926821.csv --r2t=0.005 --r2s=0.005
start,end,N,SS,FayH,FerL,FulD,TajD,ZngE,bsfs,btree,Colless,path
0,100001.0,50,337,-0.22052152388430973,-1.4317060400181174,0.48702925069789715,-0.7175657802436087,0.8847209194818809,-2.0603755425710752,-1.7156434964087968,0.22120535714285716,ir3060060.trees
0,100001.0,50,346,-0.15870099137656601,-0.700565989176519,1.8424942777447393,-1.0781298592579085,0.05825069840629267,-2.766556397226588,-2.2428090944927215,0.26924453992123176,ir3060061.trees
0,100001.0,50,436,-0.16745822828589732,-0.857558717273005,1.0225442498718553,-0.9438172315986479,0.26413681739130496,-2.811289047266539,-2.4666429033675543,0.25027243907271657,ir3060062.trees
0,100001.0,50,440,-0.29981897277055014,-1.9629110161674366,1.1180518803045085,-0.9649471498591041,1.222237561378702,-3.502125189584645,-2.170352323022905,0.251984126984127,ir3060063.trees
0,100001.0,50,294,-0.08635210647445839,-0.07659164388027466,0.9373845728541711,-1.1024008718899505,-0.49973763002885374,-2.2752619738338424,-1.928960284346743,0.24370255348516207,ir3060064.trees
0,100001.0,50,339,-0.2778995121534278,-1.4953129696216088,1.2937140332724217,-1.4300206207164492,0.5733940950126176,-3.5573500273324523,-2.423454669288792,0.28258145363408527,ir3060065.trees
0,100001.0,50,325,-0.17635072259822773,-1.105414526047146,0.5352213173869774,-0.6394902182638769,0.6391287970405167,-1.6445433200015376,-1.920036729804266,0.226691958834816,ir3060066.trees
0,100001.0,50,359,-0.0928724377735927,-0.1474111415854076,0.9152987460002862,-1.0778718286821325,-0.42653516825360843,-2.17259246972217,-1.0450802166172641,0.18530573148799756,ir3060067.trees
0,100001.0,50,332,-0.2492032645630153,-1.4672038403744734,1.568243437113077,-1.0663504198440488,0.7362033312111379,-3.3581459763143036,-2.018027131114124,0.21355311355311354,ir3060068.trees
0,100001.0,50,365,-0.178328988214349,-1.1088639698265839,1.0490011692024777,-0.666727509048021,0.6279087651910172,-2.1225006658342713,-1.3365363632824807,0.23010893546607838,ir3060069.trees
