#/home/enes/bim/BIM.py trees/ir8020070.trees,trees/ir8020071.trees,trees/ir8020072.trees,trees/ir8020073.trees,trees/ir8020074.trees,trees/ir8020075.trees 250 --stats=all --eta=etas/BC.json --out=outs/513999406.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FerL,FulD,FayH,ZngE,TajD,bsfs,Colless,btree,path
0,2501.0,250,10,-0.014426676932305425,-0.8809206284569866,0.07638273276326595,0.3057999445108033,0.7442307421972917,2.4428003391331092,0.0395517554087317,-0.29211087859242457,ir8020070.trees
0,2501.0,250,7,-0.24390840538303155,-0.2641278187844844,0.15674469462402446,0.8910116408487845,1.8061186816245192,1.2279851734358762,0.03390983287990672,-0.25745080514192986,ir8020071.trees
0,2501.0,250,7,-1.1323682898165113,-0.26412781878448416,-0.3538852260527234,0.657549956838967,-0.6223611133384768,-0.7731032754446828,0.09567301463920197,-3.0824181824438965,ir8020072.trees
0,2501.0,250,9,-1.6369653903221248,-2.200729241468039,-0.2592088507695417,1.6780918751178202,0.961488699719805,0.37493301185249905,0.07423241352506801,-2.330413329488753,ir8020073.trees
0,2501.0,250,8,0.7427041184238747,-0.5065713299685085,0.14232367093098777,-0.6951345444584404,-0.2710638412168109,9.120471661981977e-07,0.059755149630781185,-1.1113897570902502,ir8020074.trees
0,2501.0,250,8,0.6236976105457211,-0.5065713299685085,0.11072014871584081,-0.613666244414151,-0.3044165110999594,9.120471661981977e-07,0.07342272315066718,-2.6281120182059152,ir8020075.trees
