#/home/enes/bim/BIM.py trees/r8070085.trees,trees/r8070086.trees,trees/r8070087.trees,trees/r8070088.trees,trees/r8070089.trees,trees/r8070090.trees,trees/r8070091.trees,trees/r8070092.trees,trees/r8070093.trees,trees/r8070094.trees,trees/r8070095.trees,trees/r8070096.trees,trees/r8070097.trees,trees/r8070098.trees,trees/r8070099.trees,trees/r8070100.trees,trees/r8070101.trees 250 --stats=all --eta=etas/BC.json --out=outs/345649128.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FerL,bsfs,FayH,TajD,ZngE,FulD,btree,Colless,path
0,10001.0,250,93,-0.29850371876055287,2.006114954060005,0.12568958722192203,2.173682682683248,1.2110520896063741,-0.6380493375782191,0.3449352188006219,0.03194498423802738,r8070085.trees
0,10001.0,250,114,0.05543704534846663,3.371347086456462,0.14356145707081994,1.7831679619603318,0.7551480530048225,-0.5965291616865812,0.5915329283580143,0.028077471175022673,r8070086.trees
0,10001.0,250,80,0.3440045535815372,1.8510164247811116,0.14950901320969381,1.3013005657170307,0.3001882659151123,-0.9335039346803651,0.7842343329293402,0.027354939471146228,r8070087.trees
0,10001.0,250,98,-0.33999368818020953,2.1850552819078013,0.1466808788818414,2.5257590057791943,1.4034028871403206,-1.8827031467595374,0.6059000610993853,0.027588960185706612,r8070088.trees
0,10001.0,250,76,0.2923819414775053,3.4579327831736784,0.12323958572968807,1.0509799058675693,0.2299638593796621,0.6056784862996341,-0.08379574720188,0.03537324169342906,r8070089.trees
0,10001.0,250,98,-0.45930544603086865,6.013447863707786,0.10444091969905847,2.1912686078693793,1.3503585172724313,-0.5731652149236143,-0.020707724450775063,0.035310273351470405,r8070090.trees
0,10001.0,250,120,0.12259817974069571,1.8412528910869161,0.15952787893418238,1.8762086097012725,0.7436073248768302,-1.027299023454738,0.8038445716638959,0.027184679578529172,r8070091.trees
0,10001.0,250,105,0.22478245051243506,1.6638711709434575,0.15912028158374947,1.67376828697154,0.5676123599395616,-0.7374510251309677,0.25214344700636787,0.032321827633113094,r8070092.trees
0,10001.0,250,108,-0.5043745189908533,2.457115621034447,0.10276730014030612,2.2550137482911556,1.4180490259940328,-1.6538333913938612,0.9492027893780013,0.02577906935660531,r8070093.trees
0,10001.0,250,85,-0.953905398709799,4.065713816534734,0.07234891047175677,2.6669381425414596,1.9571814897894717,-1.0569231625315878,0.6661086018084024,0.028767242884581806,r8070094.trees
0,10001.0,250,80,-0.5382227372757014,1.2803363833669137,0.07400990373857401,1.9322475731017765,1.2927531118949143,-1.3873990394936182,-0.1492311449485335,0.038231780167264036,r8070095.trees
0,10001.0,250,77,0.22248831575398667,4.029212620907323,0.08874404603355578,0.7361145177575629,0.14691027215769503,-1.3228000985441652,-0.7053907941146188,0.039402232586259016,r8070096.trees
0,10001.0,250,66,-0.9866108351384965,3.7552509036901696,0.03472230581033456,2.2459231321012036,1.7867071607034823,-1.3109787631330359,0.1440272325487371,0.0315594173930746,r8070097.trees
0,10001.0,250,73,0.07828402642723196,3.3212655660157164,0.12021744121545128,1.3979027471625736,0.5557732081715474,0.9983071000547961,0.32452462649606323,0.03237848000770659,r8070098.trees
0,10001.0,250,89,-0.7482996590638092,1.8169282361710357,0.05901781316701042,2.1216514286168797,1.549923510522213,-1.5563355799977914,0.5887707738975722,0.02761476011573175,r8070099.trees
0,10001.0,250,81,0.030652095905198497,2.316517262892506,0.09203347694824363,1.1311740352780295,0.4778409796057826,-1.1836338167682943,0.28246636194451835,0.03293924919239915,r8070100.trees
0,10001.0,250,97,0.016242067218719937,1.5942340853792487,0.1895691048519421,2.43895865479109,1.0764103741665176,-1.1146072251393744,0.4144925061484291,0.03017253345177947,r8070101.trees
