#/home/enes/bim/BIM.py trees/ir8030022.trees,trees/ir8030023.trees,trees/ir8030024.trees,trees/ir8030025.trees,trees/ir8030026.trees,trees/ir8030027.trees,trees/ir8030028.trees,trees/ir8030029.trees,trees/ir8030030.trees,trees/ir8030031.trees,trees/ir8030032.trees,trees/ir8030033.trees,trees/ir8030034.trees,trees/ir8030035.trees,trees/ir8030036.trees,trees/ir8030037.trees,trees/ir8030038.trees 250 --stats=all --eta=etas/BC.json --out=outs/800752251.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,bsfs,ZngE,FayH,TajD,FulD,FerL,Colless,btree,path
0,10001.0,250,58,6.308000550487433,3.3604679564495297,0.004339661023531374,3.854957816556785,-1.6905562555384763,-2.069561076718971,0.05149630781189273,-1.4828208142031951,ir8030022.trees
0,10001.0,250,45,5.979139191763533,1.9591829438599195,0.02743165596445672,2.4255417651069724,0.24197565515410852,-1.1259185664289866,0.0379906723668869,-0.1466746071495198,ir8030023.trees
0,10001.0,250,42,5.962693625669811,3.159736079383475,0.01867285128541105,3.7654626281100194,-0.3653766088141127,-1.902420284915223,0.04051690633501749,-0.6209890422924312,ir8030024.trees
0,10001.0,250,49,6.285167993215804,3.023379599573079,0.0077892084184833345,3.516859806185483,-0.7290367633705623,-1.8510742362860553,0.02856587640886125,0.22793317574217994,ir8030025.trees
0,10001.0,250,39,4.343767243180862,1.8957175900160765,0.023953470663483283,2.344160590112691,-0.6152804950534947,-1.100846521251239,0.04012825495530509,-0.5407901111626845,ir8030026.trees
0,10001.0,250,36,5.223911237770639,2.3652225936694515,0.03907373065771464,2.989805882655071,-2.326841962070838,-1.3459947356624542,0.04987692706309107,-1.2641995748240862,ir8030027.trees
0,10001.0,250,24,4.930589080106847,1.6499687167126431,0.009442268109997647,2.020741915566836,0.04475129125705934,-1.0017402489900495,0.03996631688042493,-0.2886169159594531,ir8030028.trees
0,10001.0,250,44,4.642298929419119,2.3587878467958374,0.049048461266713424,3.0212872984024224,-0.4800367561914218,-1.3029986129923539,0.06410318694131364,-2.028584363054292,ir8030029.trees
0,10001.0,250,46,6.383089480084995,3.6331445473963284,0.030363557840979254,4.367622177843621,-2.8668182387166605,-2.1555065832024547,0.04867858530897785,-0.7599837640758342,ir8030030.trees
0,10001.0,250,48,6.278154961973438,2.838962302621419,0.012266734278329224,3.3360080970942407,-1.0487028770692637,-1.7218431726287335,0.029407954398238113,0.42835354591790337,ir8030031.trees
0,10001.0,250,61,5.9193601496578525,2.5416454369116956,0.04703238921328695,3.186818450796588,-1.1712087483045162,-1.413725733492818,0.04799844539448115,-1.2277944577427662,ir8030032.trees
0,10001.0,250,46,5.78834059819133,1.6384010073310964,0.04071405190708386,2.1365973933574733,0.5550457539365066,-0.8818941491641352,0.04142375955434642,-0.7232739153727802,ir8030033.trees
0,10001.0,250,40,3.773069791491198,2.0261343254470425,0.04531494617531865,2.6229671742242613,-0.6721351477662791,-1.1115630532555931,0.03311093837716458,-0.10858058776748643,ir8030034.trees
0,10001.0,250,48,5.25057314892564,2.3811213880744795,0.01277043161053603,2.8134066765826784,-0.6830440061623675,-1.4358330083672555,0.042116854514833525,-0.9315899620619972,ir8030035.trees
0,10001.0,250,37,4.2754178561189855,0.9339933227914262,0.06594490198126172,1.4844950603881455,0.43317028445561107,-0.36795294582432936,0.055026557844280344,-1.6458993081976112,ir8030036.trees
0,10001.0,250,35,4.486685639115841,2.3680538515655725,-0.003388701247592684,2.7416270748742586,-0.8457761464846305,-1.4846124120025288,0.03873558751133567,-0.2365721308751109,ir8030037.trees
0,10001.0,250,46,5.977877185560118,1.8865826719965644,0.0279637297668289,2.3433445529314314,-0.20536846665308633,-1.0785970342674844,0.05386060370514315,-1.2660110896333026,ir8030038.trees
