#/home/enes/bim/BIM.py trees/ir8050073.trees,trees/ir8050074.trees,trees/ir8050075.trees,trees/ir8050076.trees,trees/ir8050077.trees,trees/ir8050078.trees,trees/ir8050079.trees,trees/ir8050080.trees,trees/ir8050081.trees,trees/ir8050082.trees,trees/ir8050083.trees,trees/ir8050084.trees,trees/ir8050085.trees,trees/ir8050086.trees,trees/ir8050087.trees,trees/ir8050088.trees,trees/ir8050089.trees 250 --stats=all --eta=etas/BC.json --out=outs/934785450.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,ZngE,FerL,bsfs,FayH,FulD,TajD,btree,Colless,path
0,10001.0,250,93,1.6818862103952674,-0.9836755173442427,0.7647211192661342,0.01592177038120892,-1.0313953417880373,1.9881750201677164,-0.5445594793479102,0.04345068445826316,ir8050073.trees
0,10001.0,250,68,1.5115345786591845,-0.6502391849404934,4.043691874754039,0.08206629296530336,-1.0969315307385543,2.234590465514022,-0.3686766469307395,0.042334661225547354,ir8050074.trees
0,10001.0,250,84,1.57896113188554,-0.6477084151561464,4.553204904974238,0.09267981606262718,-0.1666223285770411,2.3736699977941744,-0.9033295568955941,0.04280023319082783,ir8050075.trees
0,10001.0,250,62,1.6851908235422068,-0.9728043117955485,3.651223878302992,0.020849233234392042,0.5299740207269263,2.0465050174545243,0.07023949847731183,0.03737530768234227,ir8050076.trees
0,10001.0,250,60,1.830511163344485,-1.1036104747105633,0.9433091981323076,0.009173849312130748,-0.8432189439040392,2.1401339988151866,-0.6855462720879597,0.046804730442507346,ir8050077.trees
0,10001.0,250,85,2.082007993871797,-1.134814053269369,2.993700421486691,0.0432577365933937,-1.0569231625315878,2.619102074763141,-2.118727253281418,0.06278159231909718,ir8050078.trees
0,10001.0,250,69,0.7833464815543728,-0.24489441105172896,0.7990415815651877,0.06879705903131376,0.17999834453392108,1.3255530591817033,-1.057530132653329,0.052226828460796584,ir8050079.trees
0,10001.0,250,63,0.35048854267739055,-0.032443678411893793,4.677540040832806,0.05336057283891404,1.0438995484595637,0.7364198174961087,-0.6629230909071121,0.043464179297836504,ir8050080.trees
0,10001.0,250,70,0.9891427285274106,-0.1566294367367278,1.710573796915877,0.13032099074927106,-1.151841061261325,1.9514009876947915,-0.92080307654491,0.0485328410415857,ir8050081.trees
0,10001.0,250,90,0.32957885106478263,0.1319745766956053,2.0562237090249678,0.0938787372346397,-0.1526893940401454,0.9785513986477061,-0.3806574398198636,0.038881331778727816,ir8050082.trees
0,10001.0,250,76,-0.1407973994493915,0.49286255173492877,2.857829787114091,0.11497261502743554,0.12920948825735093,0.5797692885747648,-1.626352933990594,0.053077903009889016,ir8050083.trees
0,10001.0,250,88,0.934052559601408,-0.004114846959611235,5.024588438288195,0.16069246061045597,-1.1245708080926966,2.0893755498012543,-0.43959938739998333,0.039468725341247686,ir8050084.trees
0,10001.0,250,79,1.2788973745092704,-0.5414074481680509,2.8599780019883414,0.0707808826070634,-0.4477109762912922,1.8960945605347366,-1.4530816255011114,0.05427840393833398,ir8050085.trees
0,10001.0,250,83,1.369278675589579,-0.5903180037552757,5.967709993433899,0.07241425403770835,0.08655737620256619,2.007295691046418,-1.0325580282911733,0.04685840134732479,ir8050086.trees
0,10001.0,250,65,0.7008535887841904,-0.11855176020335244,1.5631862772457368,0.09089166288380639,0.9233246553551049,1.372630955601059,-1.1760764135517956,0.05357374197249829,ir8050087.trees
0,10001.0,250,68,1.8493979490845178,-0.9683810086602479,2.9549842593453244,0.050917938046581276,-1.0969315307385548,2.418424133670538,0.08683844839662312,0.03327133418466492,ir8050088.trees
0,10001.0,250,76,1.7774891136226683,-0.841722749198424,4.086316611776159,0.07347809387793389,-1.3001975058694986,2.4764679903237736,-1.7961349974397005,0.05581105785147759,ir8050089.trees
