#/home/enes/bim/BIM.py trees/r8070000.trees,trees/r8070001.trees,trees/r8070002.trees,trees/r8070003.trees,trees/r8070004.trees,trees/r8070005.trees,trees/r8070006.trees,trees/r8070007.trees,trees/r8070008.trees,trees/r8070009.trees,trees/r8070010.trees,trees/r8070011.trees,trees/r8070012.trees,trees/r8070013.trees,trees/r8070014.trees,trees/r8070015.trees,trees/r8070016.trees 250 --stats=all --eta=etas/BC.json --out=outs/421104929.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FerL,FulD,ZngE,TajD,bsfs,FayH,Colless,btree,path
0,10001.0,250,94,-0.5101844551930471,-1.0528317125810833,1.2830000467074663,1.9509662471828615,1.5283877438376325,0.07902321384117225,0.026764221175775874,0.5971752924301995,r8070000.trees
0,10001.0,250,94,0.0431584897584313,-0.07945308871926085,0.7379410938459126,1.7315096317583492,2.45292614474161,0.13919847803520616,0.03144949095603772,0.32360577702447374,r8070001.trees
0,10001.0,250,99,-0.20949308565255068,-0.7832640185924592,1.051795527040615,1.9743484872739414,1.9950442387880956,0.12241769388677412,0.03297511124769143,0.3216620060784917,r8070002.trees
0,10001.0,250,114,-1.6203327218592456,-1.2437948841862274,2.42804270848209,2.4915885976628966,0.6975511295602566,-0.032705288650874034,0.036285426778381334,-0.21661358396313404,r8070003.trees
0,10001.0,250,107,0.03271444641964378,-1.1245516980622308,0.8815172224105846,2.0271296518836075,1.9514934885859951,0.15948324194799227,0.023891880887605722,1.135268827034589,r8070004.trees
0,10001.0,250,103,-0.11077772166121812,-0.6926950948559154,0.9411352577454534,1.9031813187466833,1.9600917643820284,0.13042162319356027,0.02692336164936243,0.6472340551880345,r8070005.trees
0,10001.0,250,109,0.5584811840902487,0.022490805062849804,-0.013287914280828487,0.9779544928829231,1.1580790139275647,0.15166663259313154,0.02498550268662978,1.0583471169534757,r8070006.trees
0,10001.0,250,115,-0.7671276200539341,-1.741077142337554,1.1030404979092858,1.0757152009446682,0.3642255065149035,-0.02337695741973779,0.03296464329999392,0.10590825870070907,r8070007.trees
0,10001.0,250,101,-0.6950258089557854,-0.8279988571838165,1.6640070367545843,2.4646660026211085,3.845081519933643,0.09263686936953516,0.02866303925378935,0.28836987668425523,r8070008.trees
0,10001.0,250,98,-0.2239454646659022,-1.6956262993544058,0.8978027540957542,1.6041628583261416,3.388406961986887,0.09204834167072978,0.025353233955593437,0.7525056004237646,r8070009.trees
0,10001.0,250,128,-0.781498112354952,-0.5761766482855194,1.824809808728083,2.651106308915866,2.032081144696324,0.09453389242392703,0.02742922534994047,0.6451851881325043,r8070010.trees
0,10001.0,250,116,-0.7149062514025374,-0.002273762081234134,1.4831672624919074,2.0164879678538985,3.2050147781072758,0.05548817851542506,0.0337469422281155,-0.010492429327042703,r8070011.trees
0,10001.0,250,70,-0.014658469413964335,-1.9241734927779686,1.0037704297844172,2.2435928535663523,1.8032067090253396,0.17345757263789272,0.03274387874076953,0.23624188502571622,r8070012.trees
0,10001.0,250,122,-0.38344581002540573,-1.5155065334742588,0.996048513367556,1.5264147623114368,0.9379354716085935,0.06357495424891649,0.03447235461370098,0.11474425534430473,r8070013.trees
0,10001.0,250,123,-0.8534868950629383,-1.6786700238786414,1.6595835271217076,2.1565340242649684,1.8965843299789609,0.04716205827553088,0.031660798792894546,0.3588854150765612,r8070014.trees
0,10001.0,250,111,-0.9732785111296484,-1.69251716659624,2.0030718111476946,2.7125843580302944,2.739784031676697,0.07306468925803467,0.025023596690911105,0.8888796960566894,r8070015.trees
0,10001.0,250,104,-0.40407010815102384,-1.4222003839254316,1.3051261312501605,2.1862316152773618,3.335218095582409,0.11148601050919692,0.029191719439427537,0.4335413282964289,r8070016.trees
