#/home/enes/bim/BIM.py trees/ir8010122.trees,trees/ir8010123.trees,trees/ir8010124.trees,trees/ir8010125.trees,trees/ir8010126.trees,trees/ir8010127.trees,trees/ir8010128.trees,trees/ir8010129.trees,trees/ir8010130.trees,trees/ir8010131.trees,trees/ir8010132.trees,trees/ir8010133.trees,trees/ir8010134.trees,trees/ir8010135.trees,trees/ir8010136.trees,trees/ir8010137.trees 250 --stats=all --eta=etas/BC.json --out=outs/493062226.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FayH,TajD,ZngE,bsfs,FulD,FerL,Colless,btree,path
0,10001.0,250,69,0.09309521476371109,1.1075861143691133,0.4536155848348261,1.4066169060185387,0.17999834453392127,0.044396495439286796,0.0381261114840594,-0.2636648467519709,ir8010122.trees
0,10001.0,250,61,0.14678292435305046,0.6999034149777855,-0.2014921987905064,1.5926161522009978,-0.29255905509379965,0.6317077617338445,0.04762193937038477,-0.8529791546448529,ir8010123.trees
0,10001.0,250,51,0.10947348352729515,0.5418132578040509,-0.12318333548988805,3.3405543683228918,-0.4702188642782442,0.4466356991573685,0.04195491643995336,-0.40349740697368963,ir8010124.trees
0,10001.0,250,61,0.07615999747986173,0.45996970812384336,-0.01937517733309857,1.2334098527863406,-0.5854422861640387,0.27495308927677187,0.03821090814872393,-0.09429811582515542,ir8010125.trees
0,10001.0,250,81,0.1541900477772145,1.58150755985078,0.5218652065927758,2.366579687562525,-1.4079250326217003,0.22392390979158425,0.045855464870233634,-0.7813649917321788,ir8010126.trees
0,10001.0,250,73,0.006236456582602473,0.4479258931985368,0.36127266419452825,0.4490248604208891,0.7508406857562717,-0.20189312128853532,0.04278403938333981,-0.5702705269566564,ir8010127.trees
0,10001.0,250,69,0.08526548800570911,0.3428657139442363,-0.17805989708295752,1.5761226878848142,0.9628533130651765,0.40846902319808237,0.05176620460335968,-1.2710657759235349,ir8010128.trees
0,10001.0,250,49,0.03699873998779594,0.12486885908206508,-0.09161933792442328,2.3306134469586928,0.7061471717675015,0.18136137984020279,0.05133436973701256,-0.982495711044403,ir8010129.trees
0,10001.0,250,88,0.06906296439396709,2.2476091472059907,1.6038468390403768,3.227230093541429,-1.5391871922508322,-0.7460286960725246,0.05232399130572469,-1.256730013922377,ir8010130.trees
0,10001.0,250,96,0.08266126556353132,1.4687025325170917,0.831392267266246,1.226836701914563,-1.0944250393384773,-0.21715733837673212,0.04676000468849283,-0.6721296493994962,ir8010131.trees
0,10001.0,250,69,0.12014073520220374,1.088462235566224,0.28411908455483426,1.4416507249938821,-1.1247599363515055,0.24399629249744298,0.05095319242229464,-0.9092288602576031,ir8010132.trees
0,10001.0,250,64,0.13924449413807202,1.2204033058154369,0.2961935647875222,1.7300350853228552,-0.1373950889180931,0.29956117130480275,0.04779332383296627,-0.6398243622681855,ir8010133.trees
0,10001.0,250,54,0.09226416984751572,0.4637011867061951,-0.10034864397528559,1.475433955464754,0.7047696379170049,0.3764303929097338,0.04025317861306978,-0.2727888412202392,ir8010134.trees
0,10001.0,250,70,0.10462750366743884,0.8815086180382689,0.18827608470629312,1.4542933149424275,-1.4092852051002063,0.24966875711137768,0.0400933759853309,-0.13187532784567477,ir8010135.trees
0,10001.0,250,62,0.08918334844726762,0.63629773837147,0.06267780052218257,1.3828059500060053,-0.33543542270571325,0.26957484122514636,0.052464697499676125,-1.0797297897379345,ir8010136.trees
0,10001.0,250,75,0.01907427667039157,0.7500846670681203,0.556335064387437,1.045338877742728,-0.07085556480438301,-0.27739661002250504,0.04993921093804498,-1.0718314221513223,ir8010137.trees
