#/home/enes/bim/BIM.py trees/ir8090106.trees,trees/ir8090107.trees,trees/ir8090108.trees,trees/ir8090109.trees,trees/ir8090110.trees,trees/ir8090111.trees,trees/ir8090112.trees,trees/ir8090113.trees,trees/ir8090114.trees,trees/ir8090115.trees,trees/ir8090116.trees,trees/ir8090117.trees,trees/ir8090118.trees,trees/ir8090119.trees,trees/ir8090120.trees,trees/ir8090121.trees 250 --stats=all --eta=etas/BC.json --out=outs/480217088.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,bsfs,FulD,ZngE,FerL,TajD,FayH,btree,Colless,path
0,10001.0,250,73,3.9018907778642378,-1.2288906286319263,3.0886807446686557,-1.7989242365192895,3.696728585934932,0.032594357642618775,-1.571363521723081,0.06186034460422335,ir8090106.trees
0,10001.0,250,80,6.878939358735394,-1.6143465919002444,4.140102674138766,-2.484984024992487,4.804065598590017,0.02222039799716586,-1.5146858271654124,0.05340717709547869,ir8090107.trees
0,10001.0,250,40,5.83756487074225,-0.2403524040278596,2.7117954349366564,-1.5999375577493837,3.301556240656663,0.02633922708049874,-0.1995891923635746,0.04271926415338775,ir8090108.trees
0,10001.0,250,67,6.466264778759473,-1.604848554541067,3.25041580487664,-1.9149388757904608,3.8638622910841476,0.028583710456166023,-0.5618423204619416,0.04328604741546832,ir8090109.trees
0,10001.0,250,69,3.6907225867561033,-1.907614904882761,4.090843762974321,-2.6291497797849033,4.4570148532514935,-0.02690106053520849,-1.2721040802791235,0.05525327114911258,ir8090110.trees
0,10001.0,250,71,6.678784894323452,-0.9241748137085987,3.3206295111022417,-2.0185656817602196,3.824449049572531,0.011101446239322773,-0.485383781340752,0.04537504858142246,ir8090111.trees
0,10001.0,250,53,3.975364549287286,-1.2307189338712317,3.4149022312425337,-2.082031405558729,3.9729390181193236,0.010985887620913567,-0.6740758025880289,0.04961782614328281,ir8090112.trees
0,10001.0,250,62,5.824378812301091,-1.2008448661383528,3.127197997992436,-1.8971688412127774,3.6292380988347523,0.012105251455579415,-0.6092638476710849,0.04210389946884311,ir8090113.trees
0,10001.0,250,81,6.861363229864886,-2.0807986801819163,3.6667958944454364,-2.1931533868034627,4.266985020284814,0.02180363725544287,-0.39060539316627185,0.03870319989635963,ir8090114.trees
0,10001.0,250,50,5.510701580512576,0.2832237482084371,2.791652022172343,-1.6904184099582962,3.2786623963894512,0.012676257260290756,-0.560570768618351,0.040711232024873686,ir8090115.trees
0,10001.0,250,93,6.5481571372529075,-1.621414348102764,3.3664573910621174,-2.040873291328979,3.849229240824759,0.01181342840868443,-0.9399031214347663,0.04974737660318695,ir8090116.trees
0,10001.0,250,84,5.945873994454455,-1.2500380873337256,3.5260239200639365,-2.130953702215897,4.057867206505458,0.014618457850938503,-1.296310716065497,0.048970073843762146,ir8090117.trees
0,10001.0,250,54,5.013040653688293,-0.27930689578105333,3.3142466126773362,-2.1057619665225755,3.6956983451074508,-0.014422371327210233,0.07461046254777537,0.035464438398756314,ir8090118.trees
0,10001.0,250,62,6.273294055816305,-1.7777844950934463,2.575482381742384,-1.5095162742620547,3.0859509645420835,0.025278269170532015,-0.34541797784070516,0.04168286047415468,ir8090119.trees
0,10001.0,250,52,6.254296279545601,-1.536572477671625,3.24477063183226,-1.9653384892376407,3.802418925676563,0.014356941718265355,-0.44593585253178186,0.04069503821738567,ir8090120.trees
0,10001.0,250,88,2.3997106556204524,-1.9538035764089678,1.9443070541704839,-0.49455158791920306,3.467926738471872,0.19845140514527873,-0.16351123900739006,0.038087835211815003,ir8090121.trees
