#/home/enes/bim/BIM.py trees/r8060068.trees,trees/r8060069.trees,trees/r8060070.trees,trees/r8060071.trees,trees/r8060072.trees,trees/r8060073.trees,trees/r8060074.trees,trees/r8060075.trees,trees/r8060076.trees,trees/r8060077.trees,trees/r8060078.trees,trees/r8060079.trees,trees/r8060080.trees,trees/r8060081.trees,trees/r8060082.trees,trees/r8060083.trees,trees/r8060084.trees 250 --stats=all --eta=etas/BC.json --out=outs/392381096.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,ZngE,TajD,FayH,FulD,bsfs,FerL,Colless,btree,path
0,10001.0,250,54,2.8944854936562097,3.4468732103217903,0.022381744824880274,-0.9353579182464256,5.338075411414752,-1.7199615861947846,0.03254955305091333,0.20838396051840796,r8060068.trees
0,10001.0,250,63,2.6536007900216734,3.2679779789796757,0.04024567992991617,-1.2296024413818796,6.076253177351745,-1.5058082387212357,0.027671978235522737,0.8589051939943009,r8060069.trees
0,10001.0,250,45,2.0024702959705776,2.4409217121362126,0.021841031119357413,-0.5338766159724847,5.96863180355894,-1.1714077106398282,0.04412812540484518,-0.613414405069315,r8060070.trees
0,10001.0,250,51,3.2725402302390685,3.816865510726575,0.011096609325681689,-0.12440113178281217,3.512917420524254,-1.9939586578192892,0.03285183745735631,-0.07510994485986307,r8060071.trees
0,10001.0,250,44,1.9505148576428706,2.3308742629517396,0.01334038749232086,1.103829521929272,4.975402740026566,-1.1677242853449354,0.03627412877315714,-0.3536516928193539,r8060072.trees
0,10001.0,250,33,2.8005196029836927,3.5734919138983265,0.04979504939765511,-1.749376453326062,5.2781826091939985,-1.5857955498342564,0.030586053892991315,0.3108927482245894,r8060073.trees
0,10001.0,250,55,3.092038999466467,3.538864495992087,0.0014854354213347683,-1.2949489529817475,4.721488434820102,-1.9134840641999764,0.03680727874276261,-0.36903112321509834,r8060074.trees
0,10001.0,250,52,3.127932697900494,3.695337891275572,0.018615119809400546,-1.5365724776716252,6.1954555285340875,-1.87838517456644,0.027230510129849426,0.5762590014371585,r8060075.trees
0,10001.0,250,40,2.464777786321403,3.213784693037933,0.058894402460596566,-1.5357006352431182,4.901182216773447,-1.339881708450215,0.02675216997020339,0.5383910502985976,r8060076.trees
0,10001.0,250,70,3.6550412826168843,4.1328896104852895,-9.837304877682187e-05,-1.6667293489390875,4.158026976660613,-2.2652014955586104,0.030395776655007124,0.08239996544873898,r8060077.trees
0,10001.0,250,41,3.3545090804059075,4.016827333005516,0.02227375680570088,-1.993172587445417,6.135640702953564,-2.0122212034269826,0.03419727296281901,-0.45853970952623613,r8060078.trees
0,10001.0,250,48,2.606205189639456,3.140990032610562,0.02391236808686964,-1.7800206188830565,5.4662164954730414,-1.5382263753309569,0.034168933799714994,0.004687654289964362,r8060079.trees
0,10001.0,250,55,2.8798643353132007,3.5092000452029275,0.03534015915735479,-1.9399409409751476,3.4168355669108985,-1.6663078778807552,0.03992178390983288,-0.453304623378671,r8060080.trees
0,10001.0,250,56,2.759636923140062,3.5408848590199047,0.06253206456595384,-1.3254702115536967,3.0192408542971267,-1.4982883410196566,0.02706956859696852,0.6314143316088445,r8060081.trees
0,10001.0,250,47,2.7936223353486866,3.1415248377692935,-0.011207347900603631,0.8559027267909183,4.064153323608588,-1.772578735492338,0.033683119575074486,0.18926905480849968,r8060082.trees
0,10001.0,250,50,2.7287170071083025,3.2365810128737214,0.017502538694254704,-0.06896314663617203,5.8023529417246715,-1.6350669547307137,0.039993306559571624,-0.34030791334674776,r8060083.trees
0,10001.0,250,52,2.941945782662173,3.4807174650087687,0.01832518643650127,-1.1968968564189941,6.109453594642029,-1.7639274277082566,0.04101660096607629,-0.4989386314918582,r8060084.trees
