#/home/enes/bim/BIM.py trees/r8060170.trees,trees/r8060171.trees,trees/r8060172.trees,trees/r8060173.trees,trees/r8060174.trees,trees/r8060175.trees,trees/r8060176.trees,trees/r8060177.trees,trees/r8060178.trees,trees/r8060179.trees,trees/r8060180.trees,trees/r8060181.trees,trees/r8060182.trees,trees/r8060183.trees,trees/r8060184.trees,trees/r8060185.trees,trees/r8060186.trees 250 --stats=all --eta=etas/BC.json --out=outs/277083703.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FulD,FerL,bsfs,ZngE,TajD,FayH,Colless,btree,path
0,10001.0,250,62,-0.6239052371832601,-1.579477973847451,5.644179714616796,2.738651510393046,3.328497311365454,0.034303088102494945,0.047460810985878996,-0.804854041868491,r8060170.trees
0,10001.0,250,65,-1.00863923187772,-1.9446470706636987,5.142316897601192,3.1953319310545205,3.6894979131866776,0.010393197357835294,0.03490459533988489,-0.29670650633499995,r8060171.trees
0,10001.0,250,65,-1.8366237549775017,-1.7733891341738999,6.358549327208597,2.992020216637502,3.5416799533465353,0.02340561433966606,0.037080580386060366,-0.35159289721056697,r8060172.trees
0,10001.0,250,86,-1.291862497657044,-0.9336662453634874,2.1461279370647555,2.1697264829649145,3.1800808920399573,0.11483783593768353,0.03266984990653859,0.20152745685715576,r8060173.trees
0,10001.0,250,57,-0.10708012700926116,-1.4018354821373749,4.687941421596437,2.2881141339876243,2.6403546313609803,0.005136059779696106,0.03369391544673317,0.009247209524581503,r8060174.trees
0,10001.0,250,62,-0.33543542270571297,-1.8691538092312932,6.107432808994901,3.0700888029647047,3.550811381722817,0.009966793549820977,0.04803623094528652,-1.0336120426485944,r8060175.trees
0,10001.0,250,41,0.5402167657455896,-1.0229943957803143,5.81639465505755,1.790542233781798,2.239113770548137,0.02744801935378492,0.030395776655007128,-0.1660018038860738,r8060176.trees
0,10001.0,250,54,-0.27930689578105317,-2.2941509428610027,5.94422679638515,3.6521312496915934,4.120872102526255,-0.008171219940573727,0.034028587468152176,0.23778734922195333,r8060177.trees
0,10001.0,250,66,-1.58305216439958,-0.8239382131568874,1.6240777304357212,2.153072788755513,3.373779924770027,0.14669013681632045,0.04796808200544112,-0.9788423729545198,r8060178.trees
0,10001.0,250,66,-1.58305216439958,-2.316815452851333,4.574347667285833,3.654207743695016,4.0467474731493835,-0.014873925003003049,0.03709265213346053,-0.5520004612240955,r8060179.trees
0,10001.0,250,70,-1.409285205100206,-2.285772466020144,6.254505545423431,3.7290940202304803,4.262839970127142,0.007132046036317201,0.032260088742065034,0.24699573311825296,r8060180.trees
0,10001.0,250,51,-1.5076720617645416,-1.9533174184283266,5.322366454054528,3.2264554104184606,3.786289112338546,0.014655361401558467,0.029505117243166214,0.1571497513187482,r8060181.trees
0,10001.0,250,52,-1.196896856418994,-1.5145286504432538,4.267312278057858,2.5342052377166207,3.0073869896683956,0.017238809581420867,0.038654618473895584,-0.2891542810406478,r8060182.trees
0,10001.0,250,47,-1.0080498858402034,-2.0636226301479588,4.754990246909445,3.289904418621889,3.7437507096774403,-0.00606984082017499,0.03963596320766938,-0.3279531373349241,r8060183.trees
0,10001.0,250,66,-1.8551255656661247,-2.3110832341434064,6.640354961116123,3.7824357135132263,4.347877002474079,0.00960556153933545,0.03877607203005571,-0.4965796517663333,r8060184.trees
0,10001.0,250,65,-1.5606289139442413,-1.9103130779052147,6.464392171265182,3.2158585945293146,3.7988583750168208,0.023932805509991,0.031962527529472734,0.18373388403937216,r8060185.trees
0,10001.0,250,46,0.5550457539365068,-0.8120967767232719,5.101356305872639,1.430034582986291,1.786415956222664,0.022839879381163646,0.04491352506801399,-0.6559198981744342,r8060186.trees
