#/home/enes/bim/BIM.py trees/ir3070000.trees,trees/ir3070001.trees,trees/ir3070002.trees,trees/ir3070003.trees,trees/ir3070004.trees,trees/ir3070005.trees,trees/ir3070006.trees,trees/ir3070007.trees,trees/ir3070008.trees,trees/ir3070009.trees 50 --stats=all --eta=etas/Fn.json --out=outs/959125488.csv --r2t=0.005 --r2s=0.005
start,end,N,SS,FulD,ZngE,bsfs,TajD,FayH,FerL,btree,Colless,path
0,100001.0,50,420,0.7282268398730573,-0.09005944120524419,-0.24546705067244845,-0.18062909970102783,-0.013049825770881483,-0.00368867067126665,-0.589979480645776,0.14408615008503403,ir3070000.trees
0,100001.0,50,417,0.33091132015488556,-0.08270617696097832,-0.20614884405549797,-0.059022589786012776,0.002939744847119272,0.05957635879931856,0.057782129732622554,0.10724740715958517,ir3070001.trees
0,100001.0,50,458,0.29780592374921083,0.12971661090897554,0.3621948358620907,0.19149572926080144,0.009215919930210354,-0.03504239568471267,-0.6261632904876185,0.13191307057174018,ir3070002.trees
0,100001.0,50,513,0.4618761572182709,-0.3540830944426403,-0.5431842344013913,-0.42215031269343023,-0.011162299734772221,0.154655551210978,-0.6373318519789356,0.15387821795384835,ir3070003.trees
0,100001.0,50,454,-1.074033663589706,0.29305345753113465,-0.35321989271833254,-0.1313201260358173,-0.05789554629716949,-0.41167356612787614,-0.5391351165162188,0.1528754358886412,ir3070004.trees
0,100001.0,50,362,1.53451820677994,-0.44515291008096214,-1.3486191097662816,-0.5239010358170669,-0.012894805120684055,0.19972873291613927,-0.5306989815733381,0.1200055971755791,ir3070005.trees
0,100001.0,50,489,-0.3239398926800621,0.8271753131104681,-0.07995273900516801,0.3969836035519816,-0.056164321300976205,-0.7091445400974433,-0.2149549057732522,0.14209631220909416,ir3070006.trees
0,100001.0,50,401,0.10609167635732315,-0.2475832192833331,0.6516348239924502,0.17569193911758524,0.05804435423710042,0.3859390513977658,-0.36331970646456235,0.14429993308798927,ir3070007.trees
0,100001.0,50,497,1.1196762002745917,-0.058410828236924665,0.02264833693421843,0.024001297123874804,0.011223077862416072,0.08077070492971827,-0.6546511739863548,0.14920005039052653,ir3070008.trees
0,100001.0,50,487,-0.1899779419575403,-0.15925871966856797,-0.20480715094563806,-0.006501138794434501,0.02057100680405844,0.17778786610012098,-0.13884796843370673,0.1307193247669438,ir3070009.trees
