#/home/enes/bim/BIM.py trees/r8080221.trees,trees/r8080222.trees,trees/r8080223.trees,trees/r8080224.trees,trees/r8080225.trees,trees/r8080226.trees,trees/r8080227.trees,trees/r8080228.trees,trees/r8080229.trees,trees/r8080230.trees,trees/r8080231.trees,trees/r8080232.trees,trees/r8080233.trees,trees/r8080234.trees,trees/r8080235.trees,trees/r8080236.trees,trees/r8080237.trees 250 --stats=all --eta=etas/BC.json --out=outs/186037955.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,bsfs,FulD,ZngE,FayH,FerL,TajD,Colless,btree,path
0,10001.0,250,71,5.897452232435879,-2.1943240660149206,2.966826066101442,0.0304307229787782,-1.73157615280207,3.5481625114901307,0.03415273999222697,0.19034892558553734,r8080221.trees
0,10001.0,250,96,1.9068874028793439,-1.476026189604333,1.34538942982607,0.18126617694212915,-0.18059243706890027,2.6857987120710476,0.033503188380763195,0.2010165588870775,r8080222.trees
0,10001.0,250,88,2.2104524377166705,-0.08802984769735797,0.7693855274469772,0.14657141322342684,0.047365474186005785,1.8130711950957752,0.037320497872382834,-0.0639059325881996,r8080223.trees
0,10001.0,250,80,5.347382779575897,-1.3873990394936182,2.141209848099508,0.0681436100322536,-1.084416917238706,2.8496333804461016,0.032225676901153,0.3692325873848476,r8080224.trees
0,10001.0,250,81,6.474351121541725,-0.7350513850614839,2.001079233355748,0.02797928561390402,-1.1398154586756866,2.4323080961061425,0.03080062184220754,0.11818096651795161,r8080225.trees
0,10001.0,250,71,2.959057861446934,-2.1943240660149206,2.2871985301687805,0.04628154656324573,-1.2548991972944337,2.881335174229515,0.03082564863559811,0.4627391969481245,r8080226.trees
0,10001.0,250,83,4.235246137582738,-1.2284091364837617,1.4029364599451548,0.11660694835948908,-0.45403778577211035,2.330499321026686,0.031177842298987214,0.40230847906024664,r8080227.trees
0,10001.0,250,84,3.337130391177776,-0.8166717838310519,1.503091488449563,0.038468264969774936,-0.7936682760169873,1.9381037946624748,0.03248153905946367,0.08949415965195148,r8080228.trees
0,10001.0,250,51,3.4839504329015236,-2.1993075267554065,2.201674548618115,0.1126190071339009,-0.9859198077031729,3.2238144871953733,0.034389478035027975,0.014558695720029472,r8080229.trees
0,10001.0,250,93,3.357019697202549,-1.0313953417880373,1.6128117435729448,0.12697538932601232,-0.5425105508293268,2.6322514572618,0.034468871277536506,-0.01831686696787277,r8080230.trees
0,10001.0,250,79,6.169636928237857,-1.1367139639820532,1.3476903974786503,0.11482955337363647,-0.4280610374455181,2.2571874676901325,0.028430253271149113,0.30141113130421654,r8080231.trees
0,10001.0,250,95,2.0327260102877003,-2.2301492229023663,2.3825811814554005,0.13752592865465432,-0.9800930264670269,3.5627350171651164,0.029999328256874572,0.38101843282243164,r8080232.trees
0,10001.0,250,72,2.3156383131161546,-1.2038789414713404,2.3164626978123013,0.049705960311024255,-1.2606922169479138,2.9353206853771594,0.028971321366709383,0.5701630260053363,r8080233.trees
0,10001.0,250,97,1.7077864460097367,-1.681368258039326,1.66886887805704,0.1436489511605529,-0.5155838983471807,2.803118172112273,0.025515172030473616,0.8485745730134171,r8080234.trees
0,10001.0,250,100,5.47734810412155,-0.805845437748522,2.233542236640566,0.058305277761776436,-1.1714667793059097,2.8779666878635304,0.03225968389687783,0.2304822315026637,r8080235.trees
0,10001.0,250,91,1.8390215036845154,-1.5895558298043457,1.9379836585418502,0.12772888626839277,-0.7419048538875511,3.00198699168961,0.03576312418131306,0.06008792928138559,r8080236.trees
0,10001.0,250,65,6.120819129680169,-1.2846340729109806,2.608855831774662,0.023319143830247704,-1.5361680502243453,3.1066322781409506,0.03405355292136287,-0.01726934987092298,r8080237.trees
