#/home/enes/bim/BIM.py trees/ir8010202.trees,trees/ir8010203.trees,trees/ir8010204.trees,trees/ir8010205.trees,trees/ir8010206.trees,trees/ir8010207.trees,trees/ir8010208.trees,trees/ir8010209.trees,trees/ir8010210.trees,trees/ir8010211.trees,trees/ir8010212.trees,trees/ir8010213.trees,trees/ir8010214.trees,trees/ir8010215.trees,trees/ir8010216.trees,trees/ir8010217.trees 250 --stats=all --eta=etas/BC.json --out=outs/912266063.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,bsfs,ZngE,FayH,FulD,FerL,TajD,Colless,btree,path
0,10001.0,250,75,1.6215007679585058,0.2609344474197633,0.08741612032938637,0.17037860705041097,0.14642442842868023,0.855460403631583,0.042016787952700654,-0.44115787507540183,ir8010202.trees
0,10001.0,250,74,1.3114452481763852,0.026668168160566354,0.1794793711470975,0.21259780695992314,0.6151938289885225,1.1811112826993615,0.03325514037717691,0.24636494648717192,ir8010203.trees
0,10001.0,250,57,1.4725441367223444,0.9987020867244202,0.050698291266163216,-0.7310392286124935,-0.4458264028056428,1.4575186200695327,0.05003637378297309,-0.8015794659386942,ir8010204.trees
0,10001.0,250,64,2.6057777488030167,0.423064221270706,0.08065221523896872,1.2627611239698233,0.017589933353003195,0.9922396974052359,0.045579495400958674,-0.7500049464712621,ir8010205.trees
0,10001.0,250,63,0.9398616489830968,0.6259371484269907,0.05805844492571922,-1.2296024413818798,-0.18694683511843335,1.0789425229053935,0.05432077773459428,-1.0557680282108566,ir8010206.trees
0,10001.0,250,85,1.018577936519277,0.5703054229606912,0.07950778373914488,-1.0569231625315878,-0.069827609465136,1.154887469987786,0.04058038606037052,-0.36523086892988993,ir8010207.trees
0,10001.0,250,77,1.4956536910733746,0.44788523514716166,0.15880179275256157,-0.6168742036221234,0.28354814494021746,1.525761144785271,0.04065802380027021,-0.25473576921340363,ir8010208.trees
0,10001.0,250,58,1.44718439878196,0.777924670546879,0.10983065674767331,1.0722197743787616,-0.10545636294317609,1.5784796811763762,0.05548587311121318,-1.391942551207842,ir8010209.trees
0,10001.0,250,72,2.558935185666018,0.894132919371218,0.09758754856588028,-0.2010585345237439,-0.21136842215927065,1.634924397993642,0.03764913024532146,-0.10020846804771456,ir8010210.trees
0,10001.0,250,89,2.6427798988892275,0.05244924975660139,0.12129677323769611,-0.7359755488026657,0.40123170926058777,0.845078970756487,0.04333678801226411,-0.4442400942650604,ir8010211.trees
0,10001.0,250,71,0.6744327991443437,-0.4701216853349071,0.07873094631795592,-0.16208526232480608,0.5673286210677724,-0.027826915655317804,0.050841081447377603,-1.2305565568470418,ir8010212.trees
0,10001.0,250,66,3.042234599051508,0.5584181866553598,0.08515631079281637,-0.7668319605999478,-0.04970144011763294,1.1748673984341476,0.050532776266355744,-0.809673032352508,ir8010213.trees
0,10001.0,250,62,2.08447517335241,0.7010770163678995,0.0728626143074229,-0.9123750516608065,-0.1827126234553383,1.258113538947456,0.04929966545498884,-0.8770385561953495,ir8010214.trees
0,10001.0,250,65,1.0106943845094871,-0.3186373637972961,0.09329052217734862,-0.7326443908444588,0.5217629049712857,0.23180794280960001,0.04773934447467287,-0.9327380158188667,ir8010215.trees
0,10001.0,250,69,1.8043509833571414,0.01551807318216963,0.09167162808043801,1.2238049692422621,0.3109076141917873,0.6027945234689968,0.04447113969072772,-0.5641137861536272,ir8010216.trees
0,10001.0,250,52,3.4018298436334455,0.7625606476900422,0.09760973781836746,-0.8572212351663621,-0.14246833398862674,1.482431704202847,0.0571382303407177,-1.435477439879056,ir8010217.trees
