#/home/enes/bim/BIM.py trees/r8040085.trees,trees/r8040086.trees,trees/r8040087.trees,trees/r8040088.trees,trees/r8040089.trees,trees/r8040090.trees,trees/r8040091.trees,trees/r8040092.trees,trees/r8040093.trees,trees/r8040094.trees,trees/r8040095.trees,trees/r8040096.trees,trees/r8040097.trees,trees/r8040098.trees,trees/r8040099.trees,trees/r8040100.trees,trees/r8040101.trees 250 --stats=all --eta=etas/BC.json --out=outs/215680600.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,bsfs,ZngE,FayH,FulD,FerL,TajD,Colless,btree,path
0,10001.0,250,83,2.657312814942743,0.6781199875436856,0.10870752878521629,-0.7900869655883193,-0.03336066897653508,1.4644592071774643,0.03511564869901443,0.13344158623016417,r8040085.trees
0,10001.0,250,82,2.012351846646499,0.8723470495642173,0.0975387241339834,0.7889876617309992,-0.19370572778100262,1.610685457372658,0.03188830591181931,0.4632296547605245,r8040086.trees
0,10001.0,250,71,2.3444449761113924,-0.2498970920180823,0.09862677962410778,0.09194458813645924,0.5006322330633438,0.34835762627112715,0.029368457306803927,0.4066822559772563,r8040087.trees
0,10001.0,250,86,1.8265656854075505,1.0393673284891995,0.12306203397767816,-1.0799706104489972,-0.20460476035703454,1.963641053521642,0.03268899972650459,0.3091862084754563,r8040088.trees
0,10001.0,250,82,2.4376677901600226,0.45444008369806865,0.18000984472313,-1.2062802341456291,0.3579640780712807,1.672739090246829,0.031955780109686055,0.20447453733443063,r8040089.trees
0,10001.0,250,92,1.912425668411943,1.1397947857296635,0.1119464600084078,-1.406938276726918,-0.30407569402481577,2.004544793806222,0.03610105745562897,0.02657044895371026,r8040090.trees
0,10001.0,250,98,1.6970890508519816,0.9703191078391975,0.12005390705865056,-0.38608836751848286,-0.16794693761140234,1.867723332501725,0.030875941877035518,0.32909130763598404,r8040091.trees
0,10001.0,250,71,1.5200867060399341,0.8530309941833929,0.16688918974121264,-1.1782046641698625,0.05658317920021336,2.031655314246515,0.03223377380489701,0.37285632235867716,r8040092.trees
0,10001.0,250,77,1.4242869212092835,1.345779901892896,0.09343855244410855,-0.14625694034076261,-0.5034585941669129,2.1176653599513373,0.029586086280606293,0.4765319511354434,r8040093.trees
0,10001.0,250,50,3.3321943925163944,1.2330848844099316,0.0429931546414104,0.28322374820843726,-0.6205374805959327,1.6810521194414916,0.028441958577648606,0.5529349349298921,r8040094.trees
0,10001.0,250,85,2.7107463856674547,0.8835203933267716,0.09218380175245881,-1.2711838632943115,-0.21857405117611062,1.5887851801813688,0.024324949567856677,0.7146802291599853,r8040095.trees
0,10001.0,250,96,2.3781052393035385,1.890869774113926,0.04143049253456624,-0.14042216367383883,-1.0209753568798368,2.386592759567817,0.03339077873463293,0.01187548560237062,r8040096.trees
0,10001.0,250,52,2.878660929491853,0.8364785242591188,0.0728745786195749,-0.8572212351663624,-0.27218790309778784,1.4124557979065617,0.03405658926026687,-0.043170812733103275,r8040097.trees
0,10001.0,250,83,1.6763906467026715,0.6655961608067275,0.07932570092640813,0.5248795470980088,-0.1300684086531319,1.2606552406811158,0.029873526363518588,0.43901064459086486,r8040098.trees
0,10001.0,250,99,1.1265159343155298,1.4974434838632953,0.010642792959341413,-1.7096091049458606,-0.8880592216760471,1.7444422857297563,0.030772861029370935,0.45140491988309195,r8040099.trees
0,10001.0,250,71,2.148162967281098,1.9397130038287094,0.0012836844731906618,-0.16208526232480555,-1.1973608121237231,2.2007473766354777,0.03533758690676685,-0.02619454078716744,r8040100.trees
0,10001.0,250,78,4.161362936127611,0.45605066097869923,0.13097875617137916,-0.6474932795033659,0.18075541244928647,1.356531715912764,0.03304508356004664,0.2687934919983096,r8040101.trees
