#/home/enes/bim/BIM.py trees/r3120030.trees,trees/r3120031.trees,trees/r3120032.trees,trees/r3120033.trees,trees/r3120034.trees,trees/r3120035.trees,trees/r3120036.trees,trees/r3120037.trees,trees/r3120038.trees,trees/r3120039.trees 50 --stats=all --eta=etas/Fn.json --out=outs/831579957.csv --r2t=0.005 --r2s=0.005
start,end,N,SS,FerL,FayH,bsfs,ZngE,FulD,TajD,btree,Colless,path
0,100001.0,50,427,-0.22433894138363142,-0.0018901546711630975,0.3268401170464014,0.37934116255371053,-0.5170806003346483,0.3536303980139773,-0.09192332516992462,0.10707780379911545,r3120030.trees
0,100001.0,50,416,-0.38959153643392674,-0.07090226853662387,-0.659612820626864,0.15866260778054306,0.05479946795220669,-0.35405591742802783,0.7878373072353912,0.12529983091502497,r3120031.trees
0,100001.0,50,425,-0.5337107735528587,-0.07866397501065207,-0.6545154370960661,0.3537478927328413,-0.05092389838329731,-0.220918821364029,-0.17799401660155267,0.12930366591080877,r3120032.trees
0,100001.0,50,462,-0.3872359877920236,-0.0560733912146239,-0.7306380005483204,0.2636032124360519,0.3629541592653455,-0.14684263071887266,-0.4103782396902807,0.128504955281605,r3120033.trees
0,100001.0,50,489,-0.8015214000125043,-0.10614877198916982,-0.9000040207025919,0.6185242465639738,-0.05110652916371259,-0.16298676829817207,-0.901454905576942,0.16081932773109248,r3120034.trees
0,100001.0,50,408,0.4303945631840633,0.04396914683929029,0.24748942486961467,-0.4294632732836407,-0.13366526383799493,-0.10110288484663087,0.08545583693543382,0.12260731878958483,r3120035.trees
0,100001.0,50,501,0.10891113679101742,0.025724053019367758,0.321166897975905,-0.00018551910479119342,-0.21759291957775176,0.18423578744951047,0.3625258508478989,0.1149325801749272,r3120036.trees
0,100001.0,50,426,-0.546738668940923,-0.12723128274020942,-2.691957302324851,0.017238790464413272,1.7147973785661665,-0.8944611887676994,-1.1886870962411635,0.15401785714285712,r3120037.trees
0,100001.0,50,453,-0.6051217573882367,-0.07436309167122021,-0.30341689894344437,0.5103090400346446,-0.3494924199960893,-0.03913089735534476,-0.02759007813791433,0.13831403347856014,r3120038.trees
0,100001.0,50,468,-0.9421083518812989,-0.1432978444019694,-1.0851086100256007,0.5901949367465198,-1.108950826492995,-0.45613110289484693,-0.8857273650710504,0.18084183673469378,r3120039.trees
