start,end,N,SS,bsfs,FayH,ZngE,TajD,FulD,FerL,btree,Colless,path,iColless,ibtree
0,100001.0,50,393,-2.13530139789757,-0.09319802642158097,0.09436669498469676,-0.5756045804313232,1.6067579378842642,-0.4466124766057499,-2.1682477265163285,0.20902118809307169,9030000,0.2082080200501253,-2.202517703753184
0,100001.0,50,464,-0.7202340699357257,-0.035520500714902564,-0.013706933937669032,-0.26777868119000003,0.41107896738713146,-0.1422671476584072,-0.59035359729562,0.15224631519274376,9030001,0.16316565688775508,-1.0369237262748987
0,100001.0,50,441,-0.3221190800944201,-0.03402884630901069,0.3905395832233059,0.13412890552072368,0.7385157065636049,-0.3664090340162735,0.1678473194643022,0.12178408597481545,9030002,0.13971008964333398,-0.3433494106632425
0,100001.0,50,431,-0.4574032391162016,-0.09807216280350398,0.7777119965751981,0.05029270089887598,-1.024049487368397,-0.8575009135872826,-0.030373047381519688,0.1332183972490096,9030003,0.14593694620705422,-0.503750458040056
0,100001.0,50,388,-0.4065551483612529,-0.08428587069037631,0.49051031094038,-0.12791428370192096,0.18171167759214032,-0.6349718817876823,-1.0523973897009793,0.17087308296099507,9030004,0.1889226844583988,-1.3997224699924142
0,100001.0,50,346,-1.2218315144737817,-0.0825428692229863,0.18054486654122234,-0.4149719034066491,0.2179282928549328,-0.4501136971096719,-1.7590868985830241,0.18640301424437164,9030005,0.21382275132275133,-2.11778612571822
0,100001.0,50,448,0.08467930146551778,-0.008675642794616412,0.4311138153620423,0.35492209109747996,0.2125580406968458,-0.28250528875299563,-1.1047124177562653,0.16703231292517004,9030006,0.1690426170468188,-1.0564400714074542
0,100001.0,50,534,0.24515134139647302,0.006297196534188207,0.054753170706759065,0.0980458477086649,0.5918958955718495,-0.004558709641584483,-0.0911409485836776,0.13646703407101235,9030007,0.1426711309523809,-0.3163219176283404
0,100001.0,50,432,0.65167968168375,0.052006236180176926,-0.1430535574630768,0.2340257077969732,-0.6521124173760317,0.30109993248811995,0.6441612894393306,0.10358015000872134,9030008,0.1168913994169096,0.20000767202086053
0,100001.0,50,519,0.1805206854263184,0.00824883051207803,0.14283897273725385,0.19714575968650416,-0.7815262231129001,-0.0465329951169344,-0.05983044880538538,0.1312957875457875,9030009,0.1329169598874032,-0.14291523739265713
0,100001.0,50,429,-1.0967378574163968,-0.03372230125554725,-0.14791649688840075,-0.3846713611873574,1.1964405342907358,-0.0579555689314353,-0.20615772240658767,0.14216490616347038,9030010,0.14566915875260994,-0.5366856685172948
0,100001.0,50,472,-1.3029660913937875,-0.04624951066318708,0.0785592905815566,-0.25547621491337874,1.4787433691036314,-0.2402620250387572,-0.4554038706263638,0.13517006802721082,9030011,0.18290501385739466,-1.6188574396417668
0,100001.0,50,408,0.8007832669353396,0.058951103876021364,-0.2214060445855713,0.20763231905693028,-0.097369618465456,0.3748941993014649,1.0430319489434456,0.10303884711779447,9030012,0.12170306719178905,0.4048356987547045
0,100001.0,50,527,0.3239138338304832,-0.040130586027175216,1.078747010907528,0.7542664357152071,-0.73533599076886,-0.7848786910324257,0.4693813039865331,0.10666153253754343,9030013,0.12127976190476195,0.16215726314566778
0,100001.0,50,480,-0.6808959042136201,0.0024128265806172386,-0.5173083759924415,-0.4828338966779606,0.2567532402769001,0.30518372228085755,-0.20092392590067196,0.13475866537091016,9030014,0.17149477240560648,-1.073855612543086
0,100001.0,50,310,-3.0387778803977725,-0.21790742494105872,0.790884598364245,-0.7878693448113174,0.6245031923097006,-1.3657293214006474,-1.7479575142774966,0.19722448979591808,9030015,0.2795091009376725,-2.9152266681806167
0,100001.0,50,397,0.7292078330416695,0.02453404143798714,0.20142178423241436,0.3707168222250056,-0.12075350121304396,-0.011486998753683976,0.4612504107440282,0.11604276542077505,9030016,0.13298738298738294,-0.06294712827971373
0,100001.0,50,439,1.5915343897160814,0.060468222392426135,0.0775349931742334,0.5081501174289714,0.1494073734042781,0.21106751213647146,0.06349365253941189,0.11956487664190102,9030017,0.1265762402521985,0.024046889237106142
