#/home/enes/bim/BIM.py trees/r8000051.trees,trees/r8000052.trees,trees/r8000053.trees,trees/r8000054.trees,trees/r8000055.trees,trees/r8000056.trees,trees/r8000057.trees,trees/r8000058.trees,trees/r8000059.trees,trees/r8000060.trees,trees/r8000061.trees,trees/r8000062.trees,trees/r8000063.trees,trees/r8000064.trees,trees/r8000065.trees,trees/r8000066.trees,trees/r8000067.trees 250 --stats=all --eta=etas/BC.json --out=outs/406573624.csv --r2t=0.005 --r2s=0.001 --treew=branch
start,end,N,SS,ZngE,FulD,FerL,FayH,bsfs,TajD,btree,Colless,path
0,2501.0,250,20,-0.34610229908989326,-1.0119084632668656,0.11003156144046447,-0.03718444679726663,-0.3963540072782273,-0.6225611372209945,-0.4947208538100126,0.0404980135596148,r8000051.trees
0,2501.0,250,23,-1.0034542754522284,-1.244619872928807,0.7404179785156719,0.038551377346787666,6.669880563534684e-06,-0.9814796761993769,-0.22134800474521105,0.043755667832620804,r8000052.trees
0,2501.0,250,21,1.6213028402803285,-0.3359691819397459,-2.446164676880325,-0.49537381578080986,-0.9718127090284052,-0.8079444976715902,-0.7678366112156199,0.04040894761843071,r8000053.trees
0,2501.0,250,10,-1.314078002327408,0.4973207385797263,1.072566616147123,0.10575925182749377,-0.4149073816339287,-1.1662221265394779,0.2230797185793163,0.03058605389299132,r8000054.trees
0,2501.0,250,13,-0.3732840581430511,2.102545607051513,0.01502328432473888,-0.08628428678119958,-1.0738472357833522,-0.8972716073385704,-0.4701052381157036,0.03657641317960012,r8000055.trees
0,2501.0,250,18,0.4868299123848147,-1.6858798410735365,-0.008482594038979854,0.1063141397303267,2.718734230909183,1.1660237071580288,-0.43557146110833883,0.030937369549884124,r8000056.trees
0,2501.0,250,15,1.1954840996197444,-1.4636660782230697,-0.5521062339526843,0.07434164792143733,3.289591734206082,1.8565429416591235,0.6686632744240509,0.02929228434475228,r8000057.trees
0,2501.0,250,10,-1.5154682335559424,3.2538034726531526,1.1065709447903407,0.06597894301096373,-1.0407127223449568,-1.607082240602691,0.36357336317732425,0.03348416708307886,r8000058.trees
0,2501.0,250,28,1.0894775582480443,-1.5360309750754062,-1.4583907064208053,-0.25328776949331033,-0.27085289637552046,-0.18946283162492908,0.012769037498719583,0.03189370384764866,r8000059.trees
0,2501.0,250,7,-0.22626927548391418,-0.2641278187844844,0.09848203988671607,-0.021787761397729977,1.690525703800356e-05,-0.3836348603229847,0.3708802473523977,0.034562211981566816,r8000060.trees
0,2501.0,250,16,-0.9935193112472493,-0.5928903682049141,1.0317614558514803,0.1517043695681099,0.3216966198971236,-0.41585208017822145,0.1608627290364104,0.036164010882238626,r8000061.trees
0,2501.0,250,22,0.5091065708360624,-0.4426837126389184,-0.033775157458395225,0.09720309338204373,2.370754469187873,1.1556932906774071,0.706083518459912,0.03300760646271723,r8000062.trees
0,2501.0,250,17,-0.18164908290040868,-0.712707643166984,-0.09020786375438793,-0.07431465811859546,-0.35457503245736194,-0.618590954619641,-0.0867103992250069,0.02973542917188467,r8000063.trees
0,2501.0,250,10,-0.03568783887671169,-0.8809206284569866,0.337333126882117,0.1352303507985607,1.0721247136594045,0.5880079135095637,0.6025667119747683,0.02887031998963597,r8000064.trees
0,2501.0,250,25,-0.6838925711180177,-0.06408293727392286,0.4052824946405874,-0.007134150941120058,-0.2710396036647346,-0.8541224324536758,0.058492857327052915,0.04081919074146046,r8000065.trees
0,2501.0,250,8,-0.5118308693587894,1.120547557355928,0.7010851973849861,0.1768024188215082,0.35672111117749883,0.11463521583313897,-0.4135985215333522,0.04122133696074621,r8000066.trees
0,2501.0,250,16,-0.8529457275388721,3.2158649211199966,0.33264878301654816,-0.07467505814915217,-1.3089435071002098,-1.4380975259034572,-0.45810506826902386,0.03487741287731571,r8000067.trees
