#/home/enes/bim/BIM.py trees/r3060070.trees,trees/r3060071.trees,trees/r3060072.trees,trees/r3060073.trees,trees/r3060074.trees,trees/r3060075.trees,trees/r3060076.trees,trees/r3060077.trees,trees/r3060078.trees,trees/r3060079.trees 50 --stats=all --eta=etas/Fn.json --out=outs/871527666.csv --r2t=0.005 --r2s=0.005
start,end,N,SS,FerL,TajD,bsfs,FayH,ZngE,FulD,Colless,btree,path
0,100001.0,50,346,-0.32113138246059253,-0.7017051822864483,-2.672214863050175,-0.08725820994855725,-0.0802294625700242,2.2272599057449565,0.16190962099125367,-1.4868524360086637,r3060070.trees
0,100001.0,50,354,-0.8428894312744621,-0.841503176616409,-1.0280112178065974,-0.15902173670358813,0.3048115859291709,1.2671259649577546,0.1698739898644021,-1.0904913379797827,r3060071.trees
0,100001.0,50,465,-0.15575321992137417,0.029563404471295997,0.17674464917106358,-0.016367722050815065,0.15184735242233968,0.08440733050796279,0.1572020112392784,-0.15251527946641932,r3060072.trees
0,100001.0,50,366,-1.1531536372857711,-0.6311957513314527,-0.9224749590189564,-0.18109874542783957,0.6850391275332665,-0.5801031683635113,0.17490616936429734,-1.0987496849135847,r3060073.trees
0,100001.0,50,401,-2.050356094712497,-1.2224323517482385,-3.7065371783628462,-0.3285586691087873,1.1661080897113478,1.2138481321561947,0.1918565371354021,-2.581078769346101,r3060074.trees
0,100001.0,50,353,-1.097313282798614,-0.46858592203910754,-1.4614918908361705,-0.1631950831916462,0.7199804558350343,0.23225304056221702,0.22474193165638354,-1.3097705678966955,r3060075.trees
0,100001.0,50,244,-0.965617492530096,-1.4004875993738397,-3.2782697026686582,-0.21402369570314667,0.12726570995779368,2.1013291342398097,0.17496565934065939,-2.304484757565705,r3060076.trees
0,100001.0,50,383,-1.37525213118542,-0.7209402788097657,-2.9052074873858027,-0.21360566548165136,0.8333215707587067,1.3478425163148953,0.16006017791732072,-0.9748792555291493,r3060077.trees
0,100001.0,50,318,-0.9979227709709623,-1.592552262901632,-3.54997299059304,-0.23031778763676514,0.05442180875781349,1.9208417082344043,0.24818712207105065,-2.342484827078651,r3060078.trees
0,100001.0,50,372,-0.9514440323373157,-0.47401734085653047,-1.332870686050873,-0.14611467638677125,0.5893158163740195,0.41052171017400196,0.19005102040816332,-0.8720179890185917,r3060079.trees
