start,end,N,SS,ZngE,FerL,bsfs,FayH,FulD,TajD,Colless,btree,path,iColless,ibtree
0,50001.0,250,235,-1.1776495758588454,0.9024671392388248,-1.4205768188860108,0.04670927239699833,2.360815951101546,-0.9818146930634732,0.03786286317660514,0.038031278585993485,9080000,0.04579050350456331,-0.4931856877519085
0,50001.0,250,294,-0.2663002931060204,0.4062985729584625,0.4174128792725214,0.06390301757666261,-0.5263786302869248,0.13827534898920293,0.038066468382490525,-0.02476208036256376,9080001,0.042148194295207386,-0.26619792698706857
0,50001.0,250,310,1.0206915463734876,-1.1241734360893314,-0.08763083656010141,-0.13041656563909831,-0.5375872849146781,0.2397490004506159,0.040393085991609116,-0.02550439165710004,9080002,0.05468169816932427,-0.9345858753005984
0,50001.0,250,347,-0.0035749881674941213,0.1478112497482921,1.0575571591708883,0.038288756034102575,0.8252197174082906,0.2545985580943725,0.0374900603526453,-0.09390421796771133,9080003,0.04500259100919809,-0.5991825089862423
0,50001.0,250,302,-0.06468777299739499,0.26168989704691265,0.7418781300200457,0.05851686710247987,-1.095379948011366,0.3233103603013208,0.03268503711966803,0.26914466625092315,9080004,0.0418481109187483,-0.27480022753652666
0,50001.0,250,306,-0.6996699064112156,0.6977995458635425,0.1987138610096917,0.07022307402468643,0.4226581670656782,-0.2937923181125767,0.035118206196180675,0.2539179973030335,9080005,0.039278702900933764,-0.05282276895538714
0,50001.0,250,303,0.12065442442362352,-0.23436624902868994,-0.2636782880596973,-0.04219648761275782,0.08317539558247962,-0.15201868078895125,0.0314522515322535,0.14670505044892088,9080006,0.04747030644572426,-0.7522376530904538
0,50001.0,250,381,0.07297033752558295,-0.1076507892947971,-0.14751407616975087,-0.016443393256411618,-0.3210736049356889,-0.03133920085632147,0.03332755988892458,0.14200742741550146,9080007,0.04197350777218637,-0.2971969369976002
0,50001.0,250,312,-0.58370206620016,0.5630052278169442,0.15420763021638126,0.053513427890726,0.4762558408809371,-0.2790212510156879,0.03697945905485741,0.059685760305817084,9080008,0.043905099798747856,-0.3817026079688112
0,50001.0,250,348,-0.2045477716875728,0.10987982946919904,-0.3836334628424706,-0.0042752677047992295,1.1948956002851476,-0.2528109152944593,0.03462046762668605,0.10873120221504692,9080009,0.04356747874349687,-0.41289033720563095
0,50001.0,250,287,-0.4266286346211601,0.25543476138610943,-0.15236835834585832,-0.0020434008619824784,-0.33190601540172104,-0.4817581281932427,0.03329191127839028,0.3111629182306533,9080010,0.0405036327223224,-0.1066530925569035
0,50001.0,250,254,-0.7863780358317936,0.6797227947256277,-0.07942923647767694,0.051573755292647114,0.3980977754074754,-0.5175154820252144,0.03218166296285225,0.3120781814172869,9080011,0.04184171401427522,-0.5949081261321949
0,50001.0,250,226,-0.963176957722654,0.9002729675850069,0.11177060996011856,0.08139202036053167,-0.2533760257604921,-0.5144323450032093,0.0338506585157024,0.15600440799078474,9080012,0.04446115457622919,-0.4627808972656938
0,50001.0,250,345,0.011429249067128923,0.2741255774033129,1.3504173833670383,0.07394714474052617,-0.1400216632890711,0.5117379604458604,0.02883709178007275,0.3890495961189729,9080013,0.04154807565223422,-0.33257290593931393
0,50001.0,250,334,0.2842082862186342,-0.19120549972912249,0.14729623191599472,-0.00419299998355879,0.524302481579469,0.2829867270613713,0.036566447759607504,-0.1352608211672329,9080014,0.04448128126713435,-0.6190224297213495
0,50001.0,250,273,-0.4467721899415156,-0.03776343263103369,-1.0568475637654922,-0.0829075152699284,0.1555810484259164,-1.0479480345179,0.04779744184586699,-0.5705576405995831,9080015,0.06674975765129483,-1.372184053575732
