#/home/enes/bim/BIM.py trees/ir8100090.trees,trees/ir8100091.trees,trees/ir8100092.trees,trees/ir8100093.trees,trees/ir8100094.trees,trees/ir8100095.trees,trees/ir8100096.trees,trees/ir8100097.trees,trees/ir8100098.trees,trees/ir8100099.trees,trees/ir8100100.trees,trees/ir8100101.trees,trees/ir8100102.trees,trees/ir8100103.trees,trees/ir8100104.trees,trees/ir8100105.trees 250 --stats=all --eta=etas/BC.json --out=outs/794114470.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FulD,FerL,bsfs,TajD,ZngE,FayH,btree,Colless,path
0,10001.0,250,136,-1.131800261270077,-0.645418313773917,1.7209226730065532,2.097782621920194,1.4671720046970778,0.07105556167660963,-1.0232283588231763,0.05410421489604984,ir8100090.trees
0,10001.0,250,111,-2.024555572463573,-0.5932258137467761,2.325829714950892,2.83127008604562,1.7489900409552164,0.1344372043858944,-0.4097395312019155,0.04338321026039643,ir8100091.trees
0,10001.0,250,125,-1.8493658302438187,-0.38308494189188896,1.3178301114154285,2.055923523478437,1.2342418250073417,0.10380688292086286,-0.21019869641045028,0.03942220494882757,ir8100092.trees
0,10001.0,250,103,-2.298064829469774,-0.8102381442832464,2.6225993763426403,2.6153551395435763,1.825189020127616,0.08819649696801136,-0.02581956039325743,0.03761497603316492,ir8100093.trees
0,10001.0,250,92,-2.0030734824351786,-1.147067865816059,3.1102878801592793,3.4175719724835765,2.451159152502163,0.10317394155323703,0.08216151656301043,0.036306516388133175,ir8100094.trees
0,10001.0,250,102,-1.749983636507269,-0.9885888850030421,0.8928657309937131,1.700273049397091,1.5596631258789726,-0.006587706040838486,-0.11596260176241446,0.038463531545536986,ir8100095.trees
0,10001.0,250,111,-2.0245555724635733,-1.9624252440229124,2.9524700922540466,3.9796962543229886,3.3709284939721424,0.033620700152032286,-1.1854916774963393,0.050455585783996205,ir8100096.trees
0,10001.0,250,133,-1.2273681794538622,-0.45361394141480466,1.7507833214073705,2.032970031801894,1.282316923189826,0.09228325161567313,-0.2783577759045327,0.04005740704754501,ir8100097.trees
0,10001.0,250,103,-0.8710695098130108,-0.6643793544061458,2.5134702984316806,2.433267098212434,1.6258121382560766,0.09443028997624002,-0.9991326665715095,0.05217104979056009,ir8100098.trees
0,10001.0,250,108,-0.8016018721606404,-0.9874293775716214,1.5349440999411095,2.6045039687407243,1.9651596552274087,0.0628622193463506,-1.1777499222528225,0.04693775100401608,ir8100099.trees
0,10001.0,250,156,0.17074525490263973,-0.8328732064853218,1.7858578965046503,2.5236131005933204,1.8140995860437532,0.07771119235690699,-1.275452551156343,0.053270429387802104,ir8100100.trees
0,10001.0,250,95,-0.6884000218441944,-0.279682633730746,1.6988035816610374,2.098302371422661,1.1628039077986327,0.12239992345947007,-0.9442492612260615,0.04799255673721278,ir8100101.trees
0,10001.0,250,105,-2.663729263312765,-0.1677850731293964,1.8073141251425375,2.597926117203022,1.298687905633782,0.17559382565317702,-0.5861930804538611,0.0459904132659671,ir8100102.trees
0,10001.0,250,118,-0.992752281604066,-0.13717804820024504,2.5047112913443668,2.366597730047415,1.1735508030102872,0.16135443689184834,-0.8253463227707644,0.0445567215096947,ir8100103.trees
0,10001.0,250,111,-1.0284403548615735,-0.3347653724148654,1.395544304678516,2.4106294318270853,1.3514268005363979,0.1379090310217625,-0.3726395919867246,0.042981309401830196,ir8100104.trees
0,10001.0,250,104,-1.5989306632560816,-0.1178828570618403,2.3365287754666726,2.0614841699152935,1.017953448596251,0.141502009814335,-0.5855777336597537,0.04622709199079195,ir8100105.trees
