#/home/enes/bim/BIM.py trees/ir8010005.trees,trees/ir8010006.trees,trees/ir8010007.trees,trees/ir8010008.trees,trees/ir8010009.trees,trees/ir8010010.trees,trees/ir8010011.trees,trees/ir8010012.trees,trees/ir8010013.trees,trees/ir8010014.trees,trees/ir8010015.trees,trees/ir8010016.trees,trees/ir8010017.trees,trees/ir8010018.trees,trees/ir8010019.trees,trees/ir8010020.trees,trees/ir8010021.trees 250 --stats=all --eta=etas/BC.json --out=outs/849132660.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FerL,bsfs,TajD,ZngE,FayH,FulD,btree,Colless,path
0,10001.0,250,61,-0.11784767529796707,1.9157292700318647,1.0008509329244002,0.5352539334690066,0.06200508013949462,-1.1712087483045164,-0.7464884486793872,0.045169927019907595,ir8010005.trees
0,10001.0,250,78,-1.5804580453374026,1.2204613722462033e-06,1.3955242196620745,1.895247814586075,-0.11500137701312133,-0.6474932795033659,-0.5542842534394602,0.04354073184232532,ir8010006.trees
0,10001.0,250,74,0.21720501129338127,1.0132943077848127,0.5069791843558766,0.049269340768621675,0.07038272315799925,-0.5203336434012958,-0.5204310138274066,0.04266626623797242,ir8010007.trees
0,10001.0,250,94,-0.28173438312913995,2.1240145213299866,1.739084002929412,1.0038405317975796,0.09453803618701963,-0.6634802630363548,-0.16630986155122557,0.03828025574784908,ir8010008.trees
0,10001.0,250,75,-0.15775597690415633,1.3431486525513219,1.427206704790019,0.7598523499145838,0.08879754426651779,-0.5533239085139712,-0.9689983281950423,0.05014682385455802,ir8010009.trees
0,10001.0,250,75,-0.048498525176836,0.8444401698869114,1.0197244048618002,0.49107213738295086,0.07255615269797086,-0.7945580803687652,-0.45222906172892785,0.04273905658476199,ir8010010.trees
0,10001.0,250,84,-0.8029820074842016,2.891792478864772,2.692202933003248,1.8460532439815827,0.09551343517730644,-0.5999886320797151,-0.7851432135130445,0.045373640424249594,ir8010011.trees
0,10001.0,250,57,0.19065831443722517,2.7773149425915764,1.2938559018208973,0.4139048069767439,0.1305762798795893,-0.7310392286124934,-0.8930034016006959,0.04975547350693095,ir8010012.trees
0,10001.0,250,78,0.6605653790472693,2.0921890355377295,0.12522447579685636,-0.47772895451670233,0.10312629790901078,0.5147760934111181,-0.679214329815925,0.04754717795914844,ir8010013.trees
0,10001.0,250,92,-0.19796678774910026,0.7095341795804322,0.975744711087532,0.5951727767280555,0.04752419939612471,-1.6056500119630048,-0.04739523982740947,0.03994378636565899,ir8010014.trees
0,10001.0,250,73,0.303662776018154,1.650286855379912,0.9897918701844761,0.19317490899267012,0.12042838383762448,-0.7339578000348769,-0.17722569851196435,0.03830375264498856,ir8010015.trees
0,10001.0,250,78,0.5606920319903284,1.8021128387399095,0.4868517548708629,-0.23661993223705538,0.11710940669572788,-0.6474932795033657,-1.0540430029525665,0.04723039623933522,ir8010016.trees
0,10001.0,250,61,0.5384766131948165,0.44395788371423683,0.16671949083636003,-0.36084459256573775,0.091156478183112,1.1718571002573934,-0.27388278095968255,0.04024637449227651,ir8010017.trees
0,10001.0,250,81,-0.3877036846445965,2.0183659323219802,1.3130643028878544,0.8964713562275546,0.047181238218876875,-0.062177737501268426,-1.2486096878528876,0.05257081456756819,ir8010018.trees
0,10001.0,250,57,0.12579984965303997,1.6652931699930684,1.0719469773165764,0.36883584368791916,0.1034885796031636,0.2048994237923546,-0.7680354753314766,0.04866643995336183,ir8010019.trees
0,10001.0,250,81,-1.2747127850657054,-0.24300799471545897,0.8594159523137364,1.411154591730039,-0.1129967074781051,-0.7350513850614836,-0.6306569637727428,0.04661461093641428,ir8010020.trees
0,10001.0,250,56,0.3026654404353512,1.7486759384322295,0.9954997823325559,0.19245633020674024,0.12342716409091406,1.2117326406744577,-0.20664130112537674,0.037855723971153436,ir8010021.trees
