#/home/enes/bim/BIM.py trees/r3100080.trees,trees/r3100081.trees,trees/r3100082.trees,trees/r3100083.trees,trees/r3100084.trees,trees/r3100085.trees,trees/r3100086.trees,trees/r3100087.trees,trees/r3100088.trees,trees/r3100089.trees 50 --stats=all --eta=etas/Fn.json --out=outs/980513635.csv --r2t=0.005 --r2s=0.005
start,end,N,SS,FayH,FulD,ZngE,FerL,bsfs,TajD,Colless,btree,path
0,100001.0,50,426,-0.02623897482056656,-0.7539571919409098,0.4959710861598381,-0.3936116703025109,0.09033688458708136,0.29215892988764225,0.10638348362600857,0.6195840469644327,r3100080.trees
0,100001.0,50,469,-0.06751819628978024,1.0668141346244309,0.06483052784160254,-0.32229580706067296,-1.2122986519974224,-0.4211454081412456,0.17863683935112512,-1.166621915221909,r3100081.trees
0,100001.0,50,509,-0.023680934403909747,0.025311057732599337,0.24275672634796686,-0.23859605300677575,-0.021897918793403283,0.06478468604500492,0.1402491800291546,-0.012387598808717227,r3100082.trees
0,100001.0,50,428,0.0548835225430321,-0.45435270156721314,-0.11695652771065267,0.29832837058442807,0.6772697676053803,0.27985271703955444,0.10698424447499198,0.49771277720766116,r3100083.trees
0,100001.0,50,436,0.0012702071800049547,-0.1666978157779762,0.08355784499060435,-0.042294165317511866,0.08122909244758417,0.08995657100821434,0.11435226264418823,0.3597339628671684,r3100084.trees
0,100001.0,50,403,-0.03185292519262378,-0.27819587346088515,-0.2601431274324332,0.014096435264046529,-0.618938709115178,-0.47996809474534063,0.13183438268924602,-0.5527815962929509,r3100085.trees
0,100001.0,50,442,0.0519972489439907,0.89700312511481,-0.722379963770119,0.6315364701980817,-0.12577712311885825,-0.32648172898987443,0.12750718844238731,-0.17214863591865875,r3100086.trees
0,100001.0,50,495,-0.06267914656730796,-0.6594655648864141,0.4996155560193887,-0.5499509941646742,-0.14139590739574767,0.03357251034212224,0.11636162401468521,0.13196743455688156,r3100087.trees
0,100001.0,50,448,-0.06781473346929964,1.072466063693279,0.14296792521327012,-0.3679257990100188,-1.4329040232514338,-0.3475026195555252,0.11842009531085153,0.028574585278296892,r3100088.trees
0,100001.0,50,446,-0.0814295439696735,-0.13715614356831266,0.6248743598300734,-0.7002377567021733,-0.4759051976814508,0.021219171773522186,0.13188527838319805,-0.23872801522728798,r3100089.trees
