#/home/enes/bim/BIM.py trees/r8100085.trees,trees/r8100086.trees,trees/r8100087.trees,trees/r8100088.trees,trees/r8100089.trees,trees/r8100090.trees,trees/r8100091.trees,trees/r8100092.trees,trees/r8100093.trees,trees/r8100094.trees,trees/r8100095.trees,trees/r8100096.trees,trees/r8100097.trees,trees/r8100098.trees,trees/r8100099.trees,trees/r8100100.trees,trees/r8100101.trees 250 --stats=all --eta=etas/BC.json --out=outs/306078102.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,bsfs,FayH,TajD,FulD,ZngE,FerL,Colless,btree,path
0,10001.0,250,108,1.0409442672787381,0.028752079395879756,2.7550662395185435,-1.483387087547217,2.3000502421796765,-1.3182239366522546,0.033985403981517476,0.01845609601815908,r8100085.trees
0,10001.0,250,97,4.352620529263068,0.08997568100963561,2.823178629555211,-1.4924479137393423,1.99899163708986,-0.913000534466478,0.029388161966863866,0.3688206452473363,r8100086.trees
0,10001.0,250,120,1.1975059434582322,0.15639728303359465,1.389246580848414,-1.1813179360232813,0.3246208748722952,0.37019481580780766,0.026906422848309575,0.7077933096248517,r8100087.trees
0,10001.0,250,93,1.8340774267005706,0.18339895336722736,3.178114610124026,-2.2114333544174913,1.772810763661386,-0.4390951738412497,0.027308757131273002,0.6884430366402129,r8100088.trees
0,10001.0,250,104,1.798940265518665,0.03787596645593619,2.240570852970352,-1.4222003839254316,1.7841708275356636,-0.9666042709257971,0.029883589658171856,0.6708375592173356,r8100089.trees
0,10001.0,250,136,1.7209226730065532,0.07105556167660963,2.097782621920194,-1.131800261270077,1.4671720046970778,-0.645418313773917,0.03355761756704237,0.1026935023380805,r8100090.trees
0,10001.0,250,111,2.325829714950892,0.1344372043858944,2.83127008604562,-2.024555572463573,1.7489900409552164,-0.5932258137467761,0.028937989431990146,0.47097849517379925,r8100091.trees
0,10001.0,250,125,1.3178301114154285,0.10380688292086286,2.055923523478437,-1.8493658302438187,1.2342418250073417,-0.38308494189188896,0.030621069450410595,0.4569509937884887,r8100092.trees
0,10001.0,250,103,2.6225993763426403,0.08819649696801136,2.6153551395435763,-2.298064829469774,1.825189020127616,-0.8102381442832464,0.03076065414713074,0.43746962342087603,r8100093.trees
0,10001.0,250,92,3.1102878801592793,0.10317394155323703,3.4175719724835765,-2.0030734824351786,2.451159152502163,-1.147067865816059,0.02381863720767724,1.0521475537143543,r8100094.trees
0,10001.0,250,102,0.8928657309937131,-0.006587706040838486,1.700273049397091,-1.749983636507269,1.5596631258789726,-0.9885888850030421,0.03176389219730117,0.23497944321540157,r8100095.trees
0,10001.0,250,111,2.9524700922540466,0.033620700152032286,3.9796962543229886,-2.0245555724635733,3.3709284939721424,-1.9624252440229124,0.030544111931597354,0.37958824213954373,r8100096.trees
0,10001.0,250,133,1.7507833214073705,0.09228325161567313,2.032970031801894,-1.2273681794538622,1.282316923189826,-0.45361394141480466,0.032590937225604924,0.3106500640709717,r8100097.trees
0,10001.0,250,103,2.5134702984316806,0.09443028997624002,2.433267098212434,-0.8710695098130108,1.6258121382560766,-0.6643793544061458,0.031835174800584835,0.30683090804495483,r8100098.trees
0,10001.0,250,108,1.5349440999411095,0.0628622193463506,2.6045039687407243,-0.8016018721606404,1.9651596552274087,-0.9874293775716214,0.033918522240022245,-0.11630612936453222,r8100099.trees
0,10001.0,250,156,1.7858578965046503,0.07771119235690699,2.5236131005933204,0.17074525490263973,1.8140995860437532,-0.8328732064853218,0.03749602515634385,-0.43739552212591964,r8100100.trees
0,10001.0,250,95,1.6988035816610374,0.12239992345947007,2.098302371422661,-0.6884000218441944,1.1628039077986327,-0.279682633730746,0.0336370295076086,0.05856831440053814,r8100101.trees
