#/home/enes/bim/BIM.py trees/r8050119.trees,trees/r8050120.trees,trees/r8050121.trees,trees/r8050122.trees,trees/r8050123.trees,trees/r8050124.trees,trees/r8050125.trees,trees/r8050126.trees,trees/r8050127.trees,trees/r8050128.trees,trees/r8050129.trees,trees/r8050130.trees,trees/r8050131.trees,trees/r8050132.trees,trees/r8050133.trees,trees/r8050134.trees,trees/r8050135.trees 250 --stats=all --eta=etas/BC.json --out=outs/174496129.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FayH,bsfs,ZngE,FerL,TajD,FulD,btree,Colless,path
0,10001.0,250,74,0.13497120919458142,1.8190846773173435,0.8255326922683766,-0.03634140221380105,1.797370250295717,-1.008954610308774,0.7023246701712159,0.027521375825884185,r8050119.trees
0,10001.0,250,72,0.07697843526930306,4.239967606227605,1.6106449130219889,-0.727646542412586,2.3124926922300424,-0.2010585345237439,0.029921722908866532,0.03050231486216513,r8050120.trees
0,10001.0,250,80,0.10342963826344248,1.545418287972605,0.6191691381141677,-0.016838793443601726,1.3634969551797949,-1.3873990394936182,-0.02147358258948902,0.032781249065741876,r8050121.trees
0,10001.0,250,65,0.07455152597500363,3.285143365718059,1.9129041939625637,-0.9266875694259197,2.643173760504182,-1.00863923187772,0.4787503920223776,0.027750016964941178,r8050122.trees
0,10001.0,250,101,0.07773690750457049,1.1565839452270108,1.245502976311184,-0.48991107867634653,1.8995776628556325,-0.6462425656524329,0.30717731049681185,0.030727968543747795,r8050123.trees
0,10001.0,250,87,0.1054147353896201,1.5377934189674167,1.2608784136207785,-0.4042632431263237,2.09820174726961,-0.683364480626469,0.3933295827767141,0.02909345361070769,r8050124.trees
0,10001.0,250,69,0.22471657246146218,1.7160756201889908,1.2733117747134748,-0.003362539486795885,2.875341801221555,-1.1247599363515057,-0.12376489817670219,0.03593144691147525,r8050125.trees
0,10001.0,250,103,0.20076640484175257,2.011678342013819,0.543663660445279,0.38933040531109103,1.9183223694877805,-1.7629415845984882,0.26274311303110875,0.03154971603374998,r8050126.trees
0,10001.0,250,70,0.14562835489182754,1.8043201689084445,1.8658905726192503,-0.6463128003406756,3.0407391784650564,-1.151841061261325,0.6573756678080707,0.027440127584866726,r8050127.trees
0,10001.0,250,64,0.11703722711625522,3.256394784256492,0.9543350952940383,-0.18551194369052101,1.82611650662807,-0.9774888166508425,1.1029319548739527,0.024256781349669028,r8050128.trees
0,10001.0,250,87,0.092936037013585,1.6263048327576328,0.8141203402682988,-0.17225385116670233,1.5157820283112968,-1.1025143743252253,-0.2983715597402429,0.040161842111576536,r8050129.trees
0,10001.0,250,74,0.09306763883361067,3.7537932132137644,1.3610066279053852,-0.5155443391415889,2.1330391182287523,-0.764644126855035,0.6894667653050266,0.028419279835811835,r8050130.trees
0,10001.0,250,70,0.07375131017373478,5.865779909013233,0.9315461548279468,-0.31900822075662494,1.5247757187770201,0.39282380177196186,-0.3603593783289366,0.04088996367788958,r8050131.trees
0,10001.0,250,91,0.033680359469305185,2.863336824568847,1.86750684404324,-1.0351395154560068,2.3126388348820885,-0.18400322008248865,-0.2500003353151314,0.036378376408861254,r8050132.trees
0,10001.0,250,52,0.02155287844323541,4.283374581277384,1.5744650661342547,-0.9042037610078328,1.936194681104475,0.8411568710967946,-0.22311728271582842,0.0389049996512103,r8050133.trees
0,10001.0,250,67,0.09791780869186578,4.75761792361525,1.9920558271036217,-0.8932953382942658,2.8802691745388165,-2.141372695627693,0.27867501696687513,0.031122878611219068,r8050134.trees
0,10001.0,250,105,0.10742155814479336,3.1271752245852054,1.7293990798412293,-0.6809074781296272,2.6334725966738737,-1.9632644494284752,0.4696130956946196,0.030085860684115777,r8050135.trees
