#/home/enes/bim/BIM.py trees/ir3080070.trees,trees/ir3080071.trees,trees/ir3080072.trees,trees/ir3080073.trees,trees/ir3080074.trees,trees/ir3080075.trees,trees/ir3080076.trees,trees/ir3080077.trees,trees/ir3080078.trees,trees/ir3080079.trees 50 --stats=all --eta=etas/Fn.json --out=outs/551232309.csv --r2t=0.005 --r2s=0.005
start,end,N,SS,FulD,TajD,FayH,bsfs,FerL,ZngE,Colless,btree,path
0,100001.0,50,474,0.020264255966471,0.3104659929948417,0.003896617049019789,0.17928830951661204,-0.15016294678522155,0.2922128293535862,0.1328713917999632,-0.4829625072189466,ir3080070.trees
0,100001.0,50,515,-0.1573381149770918,-0.04430917633469176,0.015681859572080716,-0.22267654296483472,0.15885470546894992,-0.16223877456816874,0.12809054656345303,-0.471096567409556,ir3080071.trees
0,100001.0,50,392,0.6750372965531398,-0.07911005098292928,-0.07360298156086506,-0.6084794465703436,-0.573783976077833,0.46207441113249303,0.1847475832438238,-1.0687381931116962,ir3080072.trees
0,100001.0,50,513,-0.8965946038559065,0.19593913684368017,-0.05313280999930201,0.025602254797500258,-0.5652356557515745,0.5970793075669822,0.12589758125472406,-0.093499324865692,ir3080073.trees
0,100001.0,50,463,0.5791149921754067,-0.46379028020076446,-0.10744097601657387,-1.5356316312200087,-0.634429196128194,0.3164751992052926,0.14262937317784258,-0.6466872357533526,ir3080074.trees
0,100001.0,50,473,-0.2860760257745007,0.35202717391256944,0.024971138247886306,0.4757293925314479,0.0034674582786385,0.17899492963821753,0.12769167817502938,-0.32605798782791295,ir3080075.trees
0,100001.0,50,433,0.8471252092153994,-0.17516851372260472,-0.03881506102591651,-0.7098258062120384,-0.22444056378008154,0.10625655752393083,0.1458634634956345,-0.5677171907383488,ir3080076.trees
0,100001.0,50,409,-0.14138800952326946,0.03255556051372763,0.06258853400865312,0.6453014666630922,0.5087215519421724,-0.4291109729879097,0.11806704663847518,0.43826332197809487,ir3080077.trees
0,100001.0,50,413,0.29425888644681775,-0.3899296604689607,-0.020843167131859578,-0.9183671045627894,0.05388360437449585,-0.24859091546364884,0.14849163964651282,-0.7207020507846141,ir3080078.trees
0,100001.0,50,449,1.491758253188755,0.14583730514980134,0.030977671051118167,0.7965357404685606,0.17568045533493842,-0.07864845106148724,0.139540050254336,-0.351545534391728,ir3080079.trees
