#/home/enes/bim/BIM.py trees/ir3050090.trees,trees/ir3050091.trees,trees/ir3050092.trees,trees/ir3050093.trees,trees/ir3050094.trees,trees/ir3050095.trees,trees/ir3050096.trees,trees/ir3050097.trees,trees/ir3050098.trees,trees/ir3050099.trees 50 --stats=all --eta=etas/Fn.json --out=outs/575544013.csv --r2t=0.005 --r2s=0.005
start,end,N,SS,ZngE,FerL,TajD,FayH,bsfs,FulD,btree,Colless,path
0,100001.0,50,475,0.3963990388345341,-0.26789623256216066,0.31230528382290224,-0.009902282670279473,0.44865969471469846,0.387728630267649,-0.801285495418378,0.16936698343459514,ir3050090.trees
0,100001.0,50,469,-0.23461573168455616,0.32333853462925427,0.09454952120166871,0.04485373884467168,0.4869652335649545,-0.6712152718324171,-0.7413686969936603,0.15203186537772997,ir3050091.trees
0,100001.0,50,351,0.026001446557143957,-0.248061808298471,-0.37126906918296876,-0.0554497468476283,-1.1283401643334654,1.2638336564243642,-1.0370896910040706,0.1732151623536012,ir3050092.trees
0,100001.0,50,479,0.2693148146824874,-0.3175498242815111,-0.017643951443764967,-0.03879163948864099,-0.019228046017344857,-0.38566672479582054,-0.8059946741210752,0.1775861138106035,ir3050093.trees
0,100001.0,50,435,0.3774138407887121,-0.48914375627814904,-0.09948748935740948,-0.06488307398846949,-1.432199441559502,1.1686744951535843,-0.5503483792922984,0.15200989486703764,ir3050094.trees
0,100001.0,50,339,1.1862232963843,-1.5577613308357503,-0.3466952107288253,-0.20955311200066637,-1.3513337734833764,-0.32051846747348617,-2.2176386837011735,0.24211332884802272,ir3050095.trees
0,100001.0,50,477,0.12205120265384217,0.04862113278781444,0.3184467238286496,0.027968206471744746,0.6020479598719661,0.2169318970903445,-0.1247372541293834,0.1305454324586977,ir3050096.trees
0,100001.0,50,500,-0.18872587203585695,0.13202897544540396,-0.1409985937715498,0.005773669328882376,-0.1060566930295056,-0.21143554524988664,-0.402743305336653,0.1367806246586226,ir3050097.trees
0,100001.0,50,427,0.40421008249889506,-0.4175461176290263,0.07389958714827585,-0.044311868713501484,-0.025608103631087942,-0.655841581630653,-1.0549982048203526,0.16442816442816446,ir3050098.trees
0,100001.0,50,361,0.266896470507366,-0.27084208075753163,0.05733014384068961,-0.028172180721879374,-0.007234575730186845,0.4001893099614704,-0.9733052572658815,0.1879151660664266,ir3050099.trees
