start,end,N,SS,FerL,ZngE,FulD,FayH,TajD,bsfs,btree,Colless,path,iColless,ibtree
0,2501.0,250,15,0.91020546258734,-0.8626853744294959,-0.4602920395039865,0.13942313059403127,-0.3355674079922071,0.3791601010909891,0.9845748392791032,0.02623801658245887,8020010,0.07342272315066717,-2.2395712589103063
0,2501.0,250,6,0.09434372085790622,-0.08524536721263852,-1.9642299758823032,0.021376943223150664,-0.02748679738159984,-3.1178367348751664e-06,0.13768711877485287,0.030800621842207537,8020011,0.07717968648788702,-2.039230698662624
0,2501.0,250,9,0.6163656502211049,-0.4250300563738229,-0.7089587510095277,0.15568175328822326,0.1646795622459819,0.6889986485576627,0.4435282997195416,0.03120222826791035,8020012,0.0705078378028242,-2.3697873711612014
0,2501.0,250,14,-0.5822840689297529,1.1535862648857265,-1.373242665914419,0.0542945059077273,1.7030115917789108,3.3259121499617805,-0.08260044308507952,0.03402087613125312,8020013,0.043982381137453036,-0.7292562757232991
0,2501.0,250,18,-0.14293858598556164,0.6926205790850744,-1.6858798410735365,0.10426983459878404,1.4048995793452956,1.7178580080251948,0.5974902210498321,0.029786889493457706,8020014,0.0448244591268299,-0.9078944333819512
0,2501.0,250,15,-0.4674564602383675,0.9398515853270042,1.54645603793418,0.04584215674728618,1.3940076578826928,3.9075139275441115,0.2021203647533787,0.0313512112968001,8020015,0.05431403031480762,-1.8098171694359668
0,2501.0,250,14,0.2065130570932217,-0.19794465452747534,2.8689971750578738,0.03171395612364064,-0.08220471141964594,1.551339111253063e-05,0.4968677917184294,0.03220948309366498,8020016,0.06059722762015805,-1.3802458506866149
0,2501.0,250,9,-0.9214898502583376,1.0570357342746508,-0.7089587510095275,-0.11435124980119493,0.8274809795166888,0.4081490960919679,0.3896023118873554,0.03086539707215961,8020017,0.0708883922787926,-2.1776881272905286
0,2501.0,250,10,-0.8435024228998699,1.282104761118698,0.4973207385797265,-0.016021836218545398,1.5459354795531048,1.5382276901545135,0.450665050115041,0.030383631299391117,8020018,0.03680312648443235,-0.10593570544996073
0,2501.0,250,20,-0.13258959236474133,0.531653691470154,0.5712694743094273,0.06986029094542259,1.0266143384759494,3.0073117890695684,0.0141940066332303,0.03474867210778598,8020019,0.054195275726562166,-1.0820163769350235
0,2501.0,250,12,-1.013746818123043,1.6152897717165398,-1.1583576205662869,0.00017190508237547325,2.017628882059863,1.5122026039255094,0.20651177740387344,0.0339052060777673,8020020,0.07641048063220625,-2.3152782982099733
0,2501.0,250,19,0.577708479998093,-0.7472580434577352,1.558125452155395,0.03908590085010865,-0.6907210764130569,-1.2128513716580378,-0.4381395773143235,0.032978688949345775,8020021,0.052241222956341496,-1.2462897059229026
0,2501.0,250,11,-1.5493389305551255,2.1799078359361963,-2.3105962099881507,-0.07465647765768417,2.3789136753504003,1.567366747854301,0.1786477999970932,0.036236343222351766,8020022,0.05240316103122167,-1.1332926891202157
0,2501.0,250,19,0.017287912182684127,0.2482160429235949,-0.09454019612673532,0.061097229896726266,0.6341990710169789,1.6146631706770194,0.6045735041880691,0.02749708511465216,8020023,0.03943192123332038,-0.2795561450006958
0,2501.0,250,14,0.4436122458462686,-0.6496042219844382,1.8084372148148005,0.013966389577539477,-0.7310118504714808,-0.6650309861082802,0.8327403776002186,0.027503562637647368,8020024,0.11244979919678716,-3.1556191018914097
0,2501.0,250,20,1.000907964336938,-1.3609252911788363,3.7376253494620144,0.05250816377645263,-1.3516876961346451,-1.0514145197876121,-0.5310506777783821,0.039804378805544764,8020025,0.07785982640238373,-2.353543353168266
0,2501.0,250,17,0.6312998645788128,-0.7666739509136924,2.005555825162165,0.05516128339751483,-0.6399003935360206,-0.4978604569652145,0.12795531057111806,0.03359135466597574,8020026,0.06370643865785723,-2.3436714073725806
0,2501.0,250,10,0.5640213099939283,-0.6617487750871555,3.2538034726531526,0.06351986543314685,-0.5392496119732828,-0.5890921059048554,0.5321552204051151,0.028610041338374026,8020027,0.07868571058427258,-2.501995592000516
0,2501.0,250,19,0.4948493831921865,-0.3276780566358521,2.3844582762964603,0.10267094542053652,0.16444379421852076,0.9328033288024488,-0.1689879795348877,0.038696722373364426,8020028,0.06956859696851925,-2.2382017944561845
0,2501.0,250,17,-0.3575071344524549,0.4391936341749129,-0.7127076431669838,-0.03009193457316531,0.3746268554200259,0.31823410121289786,-0.14703074898343682,0.037023670719745334,8020029,0.04195275726562162,-0.3674147659985851
0,2501.0,250,13,-0.6582278011280358,1.2821663202545168,-1.2721674407506367,0.05757078558105699,1.8814680197593503,2.0535123069259296,0.4270691073786647,0.030185257157662918,8020030,0.04493781577924602,-0.6816401587135137
0,2501.0,250,16,0.052956756801673,0.23103279572350124,-1.5450791905361414,0.07322539480567587,0.6691384024819975,3.4403720180935466,0.3630338226153997,0.027650190203629767,8020031,0.033294468195362095,-0.12545274957245667
0,2501.0,250,21,0.7676339598972098,-0.9874730087367244,3.4625082711692303,0.05205367462791216,-0.8974726281005299,-1.2315213697386396,0.17045434835679113,0.034136546184738964,8020032,0.03601502785334888,-0.02228984904040729
0,2501.0,250,16,-0.07229343032527491,0.09358306943086606,3.215864921119997,-0.00506802304879322,0.08782139037154016,1.2794872113393594e-06,-0.03043270448129693,0.035194541607289374,8020033,0.041213240057002214,-0.5494916826473291
0,2501.0,250,20,-0.06284177792391855,0.8136954061546133,-1.0119084632668656,0.15591098322384794,1.84149954808048,2.399319905817071,0.1159204582548429,0.03562637647363648,8020034,0.04837090296670553,-1.0771294092931891
0,2501.0,250,17,0.3826107936357561,-0.25029996026931445,-1.6187954659433672,0.08233336334880892,0.1348374451000559,0.963159222222763,0.5453028403508654,0.02854736920030352,8020035,0.06668609923565229,-2.044334126143704
0,2501.0,250,30,-1.871149101782409,2.3797445016043377,0.04606551011202233,-0.12461089183809625,2.066139311721407,1.2079870317343948,0.8371734624112912,0.0278339163104029,8020036,0.03318650947877532,0.2522400024911489
0,2501.0,250,14,0.6369547092695899,-0.7082165322651127,0.7478772545717278,0.07423888301654923,-0.4949116106474084,1.551339111253063e-05,0.4387139540386672,0.02981973978864768,8020037,0.04712397979012825,-0.7330100297392237
0,2501.0,250,13,0.2435433123261105,-0.020363867583569544,2.1025456070515136,0.09084221361166787,0.4313985482314481,0.6813654789635484,-0.6767714186567488,0.0369080006662595,8020038,0.054789048667789435,-1.219192575803104
0,2501.0,250,14,0.5187077799892206,0.060639067299030125,-0.3126827056713455,0.2142888848908464,1.1717604965130557,1.108291979660367,0.6145508044761269,0.028541585697629226,8020039,0.050557066977587765,-0.8272267441261344
0,2501.0,250,18,-0.9292586299710984,1.284268745848321,-1.6858798410735365,-0.04512880624556237,1.3157307319152427,1.5895908615879468,0.06364077812473617,0.03558859092283111,8020040,0.04827374012177743,-0.8475238409632314
0,2501.0,250,11,0.8695465014055257,-0.6185580422606436,-1.029123745469293,0.1998198937765848,0.18441523900278176,0.6051048347821921,0.4038136577549441,0.030120481927710843,8020041,0.05207928488146133,-0.9587424842622091
0,2501.0,250,11,0.464665500231276,-0.2047292667146981,-1.029123745469293,0.1396257553258569,0.4146068068461533,0.9631301144797282,0.058253276212664976,0.033647133336212234,8020042,0.06892084466899857,-2.6327550008532787
0,2501.0,250,6,0.8777922222511684,-0.9996236723160128,2.0301464234706037,0.13015747387551366,-0.7954978997728439,-3.1178367348751664e-06,0.3207145072895074,0.031594118409120346,8020043,0.04171524808913072,-0.1848643065548808
0,2501.0,250,14,-0.007479813461993498,-0.05658555326231893,1.808437214814801,-0.016535992235752164,-0.1545442711175111,1.551339111253063e-05,0.3288613542635061,0.033468551625858274,8020044,0.07468584013473248,-2.3239355486079885
0,2501.0,250,19,-0.04884569381242584,0.237246631503415,0.7317926280143298,0.03524728055279562,0.4796847887197576,0.29855143713179905,-0.3798511003665576,0.040155659860284805,8020045,0.04882432957637,-0.9265626187474828
0,2501.0,250,12,-0.4167075852731525,1.0026467535000971,0.0395360307538328,0.0859212857182019,1.6750601626895698,1.8882170754349443,0.14985625880337333,0.034410041600092124,8020046,0.05289707215960617,-1.3474056745107488
0,2501.0,250,12,-0.3696009207862443,0.6173366791501329,1.2374296820739528,0.007266896664053092,0.8065728330288523,3.2276308025566425,-0.3770497405791956,0.04018007513926675,8020047,0.03928617696592823,-0.7616583683939775
0,2501.0,250,9,-0.16951093954038973,0.6477032778098339,-0.7089587510095278,0.10625427648378737,1.3065250293844095,1.5244129721455706,-0.15706806087834435,0.03345640627024225,8020048,0.08504987692706308,-2.6861898929641708
0,2501.0,250,9,0.6830713554528498,-0.46266982248553,-2.2007292414680384,0.17487771091800414,0.2037891114898098,0.7240988016691449,-0.04966265909516335,0.038606037051431535,8020049,0.10030444358077473,-2.8116581831460308
0,2501.0,250,17,-0.6369142459549867,1.4301541248912912,-0.7127076431669842,0.09415441657541444,2.246713464483597,3.0614492414837198,0.8274420423282508,0.02697078637129162,8020050,0.08113097551496308,-2.7855359381189007
0,2501.0,250,15,-1.3304503877559877,1.6870850886442446,-0.4602920395039868,-0.10306427560760874,1.5383000979568011,0.4312000423579409,0.5732923270440212,0.027719749967612388,8020051,0.053653322969296535,-1.238993549255262
0,2501.0,250,14,0.4205751082418438,0.06753463321440352,-1.3732426659144188,0.17818130764176435,0.9954605050496768,1.254955057807876,0.2237975468732976,0.03420779893768623,8020052,0.09078248477782096,-3.144157883397674
0,2501.0,250,15,-0.4435665590387134,0.8415313875221044,-1.4636660782230697,0.031611005869545634,1.199103258265164,2.7812757965139387,0.7511342791216158,0.027654396387392886,8020053,0.05418447985490348,-1.6277179081507036
0,2501.0,250,21,0.3818619186794875,-0.30990184950758715,-1.0956646725615409,0.06506051531421267,-0.01046559758850874,2.428566815427136,0.06285731854051503,0.033218897093751365,8020054,0.043949993522477006,-0.44583213086506107
0,2501.0,250,13,-0.5559571900189745,0.8673941375351263,-2.3970717900180203,-0.004615440102777047,1.0538275507401351,2.2162864894748067,-0.1197115783795588,0.037046804730442515,8020055,0.05401174590836464,-1.597507229154428
0,2501.0,250,19,0.5347216361012715,-0.4757651108082813,-0.9208730202678008,0.08399289931563625,-0.1168146777156304,1.0634851963003102,0.5051213404861584,0.030262987433605382,8020056,0.042508744656043526,-0.4141088187987936
0,2501.0,250,13,0.8071456925826701,-0.613415321822698,0.9776412577841304,0.16622773529035967,0.07399520333489684,0.5008475611863269,-0.08397777897184301,0.03175605648400052,8020057,0.07777885736494364,-2.039634053937613
0,2501.0,250,12,-0.11800410964006205,0.3861506345401545,-1.1583576205662869,0.05024316725791544,0.7295997470002505,1.9270081257840836,0.7407241515980184,0.02883037526449885,8020058,0.0603543205078378,-1.5770624377333948
0,2501.0,250,16,0.2836412429147644,-0.5999132768637938,4.1680537434512255,-0.03411927645205865,-0.9143860255182912,-1.2617428059195002,-0.3601779365567546,0.041963553137280285,8020059,0.12692706309107402,-3.65148667562816
0,2501.0,250,15,0.09543496011853922,0.11068458383901432,1.5464560379341803,0.06216831154343976,0.4594271998423733,2.2081858572719697,0.3527863044692416,0.031031961949179208,8020060,0.05628967482834564,-1.4237442936662792
0,2501.0,250,14,-0.8532817484520732,0.8398380157362332,-1.373242665914419,-0.12573744820808658,0.3939143030213647,1.551339111253063e-05,-0.6419315823254381,0.04495400958673403,8020061,0.056994105454074365,-1.652384688209969
0,2501.0,250,11,0.29504344795643395,-0.450568143276646,-1.029123745469293,0.004963406355050068,-0.5420612794369047,1.749454741305179e-05,0.2598904545536353,0.03308934663384721,8020062,0.0674957896100531,-1.696295084671377
0,2501.0,250,11,0.7759619208400955,-1.118430424603271,0.2523487190495647,0.03043081551475528,-1.2584095335787069,-0.8257579951591328,-0.018591307916494076,0.034989420045774496,8020063,0.0775359502526234,-2.251325888186888
0,2501.0,250,16,-0.086975344287419,0.37473023684762,1.3114872764575405,0.05472769054291802,0.7474549771058675,3.1733972908757115,0.9281870944616096,0.024687459515481285,8020064,0.05492939499935225,-1.4593150043181584
0,2501.0,250,15,1.13198392640641,-1.5509267590637958,4.556578154091429,0.06038321944727716,-1.5928716411848718,-1.5110565116262602,-0.7416855517585366,0.04754906723668868,8020065,0.04294597745821997,-0.295806093735417
0,2501.0,250,16,1.0468503311814448,-1.168455326528785,1.3114872764575407,0.11670369780321765,-0.8146547625207075,1.2794872113393594e-06,0.2339288455403815,0.03276547048408688,8020066,0.06652416116077213,-2.322710203519528
0,2501.0,250,16,-0.4703486051347488,1.23379102617659,0.3592984541263133,0.11202998318385002,2.101383353327976,3.811356272350506,0.7617240257142516,0.0263079969648178,8020067,0.04203912423889105,-0.9878375774282316
0,2501.0,250,14,1.1410218079790178,-1.3253696816910392,2.8689971750578738,0.1193067845608496,-1.026639744931526,-0.48364646921858007,-0.040111341526182925,0.0375192526377913,8020068,0.04404715636740511,-0.5152198316820225
0,2501.0,250,24,-0.11586542769697092,0.34586462753076597,1.4006609934471832,0.03355295434549392,0.6033425251954642,0.7141242084420991,0.3537657455471424,0.028393142462322413,8020069,0.0582005441119316,-1.4408514499633285
0,2501.0,250,15,0.00754838410963368,0.01564172596094429,0.5430819992150969,0.006545337685929446,0.05327428373565102,0.38447774935566903,0.3754699321363513,0.03351038562853565,8020070,0.05450835600466382,-1.0286544401714437
0,2501.0,250,12,0.6423795144462731,-0.6580396669482482,2.4353233333940723,0.0925474452570374,-0.3657657537297715,4.72985831489979e-06,0.17096072970864729,0.032905816815649684,8020071,0.09185127607203006,-3.1528988377219127
0,2501.0,250,16,0.37901107422749786,-0.37187168551464894,1.3114872764575407,0.05412463059203186,-0.16967494111639372,1.2794872113393594e-06,0.17127440549963496,0.029850585136243907,8020072,0.07873429200673662,-2.657083134969838
0,2501.0,250,13,-0.5834241541454079,0.9619913020149872,-0.14726309148325345,0.007936831578607247,1.2343905107060738,0.9139892053033838,-0.7226417626761695,0.054330224122295635,8020073,0.0584920326467159,-1.5662043704317543
0,2501.0,250,18,0.07454018966670355,0.2095841530802981,-0.8215446257946853,0.07384153409813397,0.6537540937845678,2.183244080902893,-0.39420069648393424,0.03868700608887162,8020074,0.053447661614198734,-1.6929856673620471
0,2501.0,250,20,-0.02169966322541009,0.27333511166569563,-1.0119084632668656,0.052167022062716235,0.6174550347052278,0.5345160803947356,-0.4940648498361146,0.045653582070216345,8020075,0.04584466899857495,-0.9607973664856918
0,2501.0,250,15,0.13710262823567973,0.1237939435463342,0.5430819992150968,0.08098615739048691,0.5734169380242427,2.1078747699527827,0.4346762329448428,0.02975612125923047,8020076,0.06968195362093535,-2.844741996735149
0,2501.0,250,13,0.9521508090480172,-1.0718477343020243,2.102545607051514,0.11008040319894416,-0.7774986591145671,-0.7682934739410329,0.5607200723858897,0.02815203466194527,8020077,0.05680787666796217,-1.2737638242487652
0,2501.0,250,17,0.7114059372592145,-0.7636891301585224,0.19338017960939927,0.08503531837203304,-0.47661536227649504,2.7626589002131874e-06,0.2344876357343121,0.033569762922658376,8020078,0.06542298225158699,-1.959927659667441
0,2501.0,250,21,0.012378847862750123,0.09867102178788524,-0.3359691819397459,0.025592691249241368,0.26107214805542583,1.241160503704865,0.24042094697364794,0.030610922954490773,8020079,0.06317744094658202,-1.4791609844711688
0,2501.0,250,11,-0.13928868662639088,0.3811867224246111,0.25234871904956463,0.04164126779943733,0.6791356609677167,2.972520825088877,-0.05779212192838869,0.03318111154294598,8020080,0.03687329965021376,-0.2832160319054439
0,2501.0,250,19,-0.7104012844058339,0.8899266110041215,-0.09454019612673507,-0.05447925414363725,0.7792619642252286,0.259184587381064,0.31549951929631564,0.031988167724662085,8020081,0.06911517035885477,-2.2929411289716017
0,2501.0,250,9,1.0074799609744216,-1.2295800570115656,2.274582229907495,0.10426702976881004,-1.0929129164412748,-0.8186669689458973,0.20604724681085335,0.03425137500147217,8020082,0.06137453037958284,-1.3971232252308838
0,2501.0,250,18,0.4157877231748826,-0.3734894025704375,0.9071258047630172,0.0653766726489322,-0.100140602581384,7.942844380620404e-07,0.2894758447581542,0.03303212851405622,8020083,0.061795569374271275,-2.220494654002003
0,2501.0,250,15,-0.03890055034113755,0.15656734281463444,2.549830076653264,0.022338444147812258,0.3086873763869376,-3.1232848154354443e-06,0.3645551731955854,0.030120481927710843,8020084,0.04505117243166213,-0.9361767512652924
0,2501.0,250,19,-0.3886379661088784,1.2217513064645649,-2.5735386685499315,0.13296203267806725,2.2049615301432803,2.3878711479864525,0.6534353339185355,0.027006644087872227,8020085,0.0667724662089217,-2.035842385211405
0,2501.0,250,17,-0.03304689679602734,0.4511329171955919,1.0994680023857824,0.09087502761577544,1.0356270194026946,4.0561020052915175,0.5362467829028315,0.027244461717839098,8020086,0.06353370471131838,-2.078439179417701
0,2501.0,250,23,-0.3209707511667016,0.5226991935960841,-1.2446198729288072,0.001830071602905118,0.6351336890099297,0.9104123559506124,-0.5560900035421718,0.04428736451181068,8020087,0.05611478170747506,-1.0326653768775849
0,2501.0,250,16,-0.14172730061959404,0.5371708224661889,0.3592984541263132,0.07213524797138164,1.0381440755730584,3.5355579062874485,0.3634469634914436,0.0304001931479584,8020088,0.04629809560823942,-1.0408793326362675
0,2501.0,250,16,0.8842692647371049,-0.6717619974258531,-0.5928903682049144,0.17172132101483095,0.08363022993268455,0.7195938667216621,0.4736933368094371,0.02856124960672182,8020089,0.0574232413525068,-2.2788879803455235
0,2501.0,250,13,0.7421125414827833,-0.5879468544627353,2.1025456070515136,0.14691765411269744,0.008542937422503949,0.3329025083433739,-0.22136663207396665,0.03888457054022542,8020090,0.05978753724575722,-1.736700363428158
0,2501.0,250,23,-0.20906115228324632,0.572310993673506,-1.9477653591241624,0.05021109118363744,0.9679671813188832,3.9714400214389,0.250316458777966,0.029958543852830682,8020091,0.04090555771472988,-0.4596152854971478
0,2501.0,250,17,0.8988831463574786,-1.1696247528616175,2.005555825162165,0.06075040810281309,-1.1012846795820572,-0.906170481620975,-0.15329429908780018,0.03572104796356642,8020092,0.05544759683896878,-1.3583806868067057
0,2501.0,250,15,0.7199734982891332,-0.8495760147221759,0.5430819992150969,0.07075906725622215,-0.6765695150306151,-3.1232848154354443e-06,0.2865637831094693,0.02879258971369348,8020093,0.030962559917087705,0.43640542208412747
0,2501.0,250,9,-0.8800830417551099,1.4993029860872105,-0.7089587510095278,0.028328836149676764,2.03757644435513,1.7951236272133393,0.18039022394194484,0.033075851794273865,8020094,0.036079803083300936,-0.19068058440532512
0,2501.0,250,11,0.670308554136606,-0.4956386039796698,2.8152936480872786,0.14912468817776306,0.09490773256538422,1.749454741305179e-05,0.4918366988366589,0.02856587640886125,8020095,0.07413525068013993,-2.079623207399818
0,2501.0,250,13,0.746952132901337,-0.6716289615026124,-1.2721674407506367,0.1281539490219683,-0.18969321858493696,0.4784593073312826,0.09977664970340687,0.03446504913663872,8020096,0.0640627024225936,-1.5468242412666218
0,2501.0,250,12,-1.1132630337317866,1.39951613008056,-2.356251271886407,-0.09470407265411128,1.2809194756801126,0.7136487807734007,0.1497835676235995,0.03271419009370817,8020097,0.08174634019950773,-2.605852735298043
0,2501.0,250,7,0.1124457154042277,-0.037276483666442685,1.5276143141084952,0.043852017229441334,0.13434411836845428,1.690525703800356e-05,0.6938568459377191,0.026514660793712484,8020098,0.0384764865915274,-0.4606989959638733
0,2501.0,250,12,0.44199233116876746,-0.6040962565392534,2.435323333394072,0.025316930313475285,-0.6295525195497907,-0.7107661219380349,0.07635762759252393,0.036573714211685454,8020099,0.03727814483741417,-0.1793076558903527
0,2501.0,250,11,0.5170390892228889,-0.4382761994485486,1.533821183568422,0.10041484512096133,-0.0673915270372931,1.749454741305179e-05,0.17827950866176734,0.03209072850541953,8020100,0.11312993911128386,-3.4958082386362275
0,2501.0,250,9,-0.05197055979610063,-0.23683122581528654,-2.2007292414680393,-0.08970093416647626,-0.7082877538411287,1.1085547122109732e-08,0.6805535017155945,0.02784687135639332,8020101,0.09534913848944164,-3.42212089046714
0,2501.0,250,10,-0.3860076567693289,0.2445072654412492,-0.8809206284569866,-0.0997439697525263,-0.15785867561064168,1.331586504129518e-05,-0.16267454111173532,0.04083106620028501,8020102,0.09955952843632596,-3.2022337849141973
0,2501.0,250,15,0.049495370191281966,-0.4399085238684257,0.5430819992150969,-0.08532492290199317,-0.9846577299073476,-0.7105181225931178,-0.3651812674449648,0.043485771041153864,8020103,0.11047415468324913,-3.4578645072375247
0,2501.0,250,16,-0.5729028698255463,-0.053238229108994416,0.3592984541263133,-0.2245934424780993,-1.2500765619822454,-1.1550959971610746,0.02473023841343118,0.034849073714211684,8020104,0.07468584013473248,-2.2179478861051813
0,2501.0,250,16,0.3918773143947499,-0.35937625585168204,1.3114872764575405,0.061790450352334624,-0.11393556652081158,1.2794872113393594e-06,-0.03879809858384964,0.032568060259471066,8020105,0.02859826402383728,0.6636644929322509
0,2501.0,250,11,0.10933654589690847,-0.053128626168163655,4.0967661126061365,0.031560418340387364,0.08510884271621197,1.749454741305179e-05,0.2976417825082582,0.030912179182680542,8020106,0.03378028242000259,-0.3407705742602897
0,2501.0,250,7,-0.05166953119014076,0.4463227189253225,-0.26412781878448416,0.11327976960215702,1.04947101592989,0.9932873282545704,0.5291722416726979,0.02885736494364555,8020107,0.050443710325171656,-1.10580665107875
0,2501.0,250,17,0.33909730649773623,-0.13986159232803114,-2.5248832887197503,0.09167036115083743,0.3193736927652605,1.7109912208195692,0.040078864770076585,0.032395089041027635,8020108,0.04348577104115386,-0.683304867412263
0,2501.0,250,19,0.7763013872954424,-0.8788909804998946,2.384458276296461,0.08026117730508386,-0.6250392320138604,-0.6313663558803789,-0.25530949666121106,0.03771390547527353,8020109,0.07808653970721595,-2.4350380779119503
0,2501.0,250,10,0.5069363230488378,-0.5566756109679201,0.4973207385797266,0.06737872563218257,-0.3883404849416005,1.331586504129518e-05,0.5271946697689754,0.03019065509349225,8020110,0.0858271796864879,-2.825610748337757
0,2501.0,250,13,0.6226020273581947,-0.6170536743026928,5.4772586548536655,0.09268263832554782,-0.3002500829836172,-0.8092791908795219,-0.017310902550745584,0.03703523772509393,8020111,0.07042686876538412,-2.021425168724381
0,2501.0,250,15,0.6370160628303626,-0.7741971964050858,2.549830076653264,0.05728410122477269,-0.6539714362790628,-0.4609961139904842,-0.16113441408236398,0.03728534208518661,8020112,0.07055641922528824,-1.8858699068962337
0,2501.0,250,9,0.26606594533223993,-0.2932908749828474,3.7663527203660045,0.03636238669958501,-0.20858657686055251,-0.5839129854192496,0.4683776057714056,0.029075981344733774,8020113,0.03177225029148854,0.2970966471118961
0,2501.0,250,8,0.6886405754960461,-0.5678403256392385,-2.133690217292945,0.15451941983736364,-0.05448059462451713,0.4157983290791599,-0.047356516871400765,0.03656561730794145,8020114,0.06726907630522089,-1.6597369013216654
0,2501.0,250,14,0.2220441003130216,0.25026712997180073,-1.3732426659144188,0.14586822136465444,1.0558059408598126,1.4935836130679685,-0.4354830617119607,0.04186908926026688,8020115,0.06600595932115559,-2.1284098256461452
0,2501.0,250,9,0.4065600993554925,-0.26976602116303033,-0.7089587510095277,0.1056623306537941,0.13558704215896786,0.8078025457949954,-0.2824291123750379,0.0391149852867692,8020116,0.08731700997538541,-2.991076524501784
0,2501.0,250,18,-0.07659761613492325,0.07239037528012504,2.6357962353207207,-0.011238541778430521,0.02715618864233498,7.942844380620404e-07,0.38675077324785656,0.029661657382217037,8020117,0.10636092758129292,-3.2692250618027185
0,2501.0,250,17,0.560252250574344,-0.5069945452139184,-0.712707643166984,0.08851081697045439,-0.14509638634790187,1.2219881912225985,0.08369036898703486,0.03121518331390077,8020118,0.056354450058297714,-1.6494709487281072
0,2501.0,250,17,0.4680383370894781,-0.5099793659690883,1.0994680023857826,0.05422431512333229,-0.3319615344411261,2.7626589002131874e-06,-0.02396988049444761,0.035529213628708374,8020119,0.053050913330742334,-1.1448258322841234
0,2501.0,250,17,-0.3000472084618854,0.7317060681815548,-0.712707643166984,0.0575799689424977,1.1997562770673775,4.037619001515068,0.2849482104920997,0.028752105194973437,8020120,0.04325365980049229,-0.4934904302176418
0,2501.0,250,21,0.5699208729039447,-0.4266369555920079,-0.33596918193974606,0.10485285259927377,0.0706662196268117,1.1610343935947165,0.3521255046683524,0.03031480761756704,8020121,0.05219264153387744,-1.6942948192053882
0,2501.0,250,16,-0.2302413981205799,0.1841749344873754,-1.5450791905361416,-0.04256211576446475,0.0009083479862223408,1.2794872113393594e-06,0.565552636853922,0.02888975255862158,8020122,0.04158569762922658,-0.07074348767045054
0,2501.0,250,8,0.4566830870918828,-0.3030683504952979,-2.133690217292945,0.12408994810632755,0.15253597706398936,0.7123560415066829,0.44970184886763,0.026616141987304054,8020123,0.056484000518201835,-1.0589875279020604
0,2501.0,250,11,0.8138570855056746,-0.7496721097603491,0.2523487190495643,0.1424497623899371,-0.2562877733734384,0.43085752782930575,0.4546894378590911,0.03132692058556808,8020124,0.08777043658504988,-2.4513969353544804
0,2501.0,250,14,0.7684843124840417,-0.8564711994456427,0.7478772545717276,0.08908399681917697,-0.6020750186783953,1.551339111253063e-05,0.5032350935961728,0.03015286954268688,8020125,0.11173727166731444,-3.1527581413758754
0,2501.0,250,9,0.8941560640182188,-0.8531823958944929,-0.7089587510095275,0.15940255564818076,-0.363634851129895,0.3376243620950872,0.17286773217648133,0.03452519756445135,8020126,0.05920456017618862,-1.2864097546900282
0,2501.0,250,7,-0.6420974737046831,1.1967352746711648,-2.0558699516774643,0.055464783456657805,1.7801564100764151,1.3908090911066946,0.4669109038782444,0.028718098199248605,8020127,0.0422550416720646,-0.4398155197976076
