start,end,N,SS,ZngE,FerL,FayH,FulD,TajD,bsfs,Colless,btree,path,iColless,ibtree
0,10001.0,250,69,-0.3558922908193423,0.7248789432717772,0.1442419001573954,-0.08095331164316454,0.5181581549836096,1.4430082775979705,0.03627793908080138,-0.2457050625750155,9020017,0.04680550157619726,-0.7397639265747801
0,10001.0,250,72,0.7649112289740014,-0.499848981327852,-0.007388077733669192,-1.7052891449451395,0.8168887537431115,0.6130230710716437,0.029934034306362337,0.6106126964918328,9020018,0.049853176145442,-0.8014466376147937
0,10001.0,250,77,0.16954627215968854,-0.23225558252792775,-0.03602257524249816,-0.3815655719814435,-0.0404682276484563,-0.5422124629333291,0.030882113260534333,-0.11172869145588582,9020019,0.048583127075364274,-1.015434366655874
0,10001.0,250,57,-0.9766375969345541,1.009400282077506,0.11776956417349033,1.1408380761972028,-0.3717289970434803,0.3778586983371541,0.0364472349911325,0.152439930350716,9020020,0.061598752329416924,-1.7805478097716962
0,10001.0,250,58,1.2238625723875716,-2.025443083164585,-0.3688273836444885,-0.15568068336223284,-0.9312502279034266,-1.0637515030102582,0.045163179600120916,-0.3390469302360213,9020021,0.08861251457442675,-2.5277240555625613
0,10001.0,250,56,-1.427804235407114,1.0826832102507251,0.05756606368911792,0.8945822841459391,-1.2666967735952548,-1.0884210181039462,0.04281966575981345,-0.19751447486269494,9020022,0.0638683767327374,-1.8727094768597805
0,10001.0,250,67,0.3256562193497833,-0.4842398846464624,-0.08100296176598316,-0.8000623429111279,-0.1472266631262848,-0.04731908267374749,0.03532998072446188,0.20481062424955654,9020023,0.051757900086699164,-0.7263154330103254
0,10001.0,250,44,-0.7598108980516548,0.8292689757916757,0.10770729467606588,-1.271969895251769,-0.2132984087749031,0.8462152448478941,0.0318258144239489,0.3349736476240657,9020024,0.06080333062455099,-1.8327065812549368
0,10001.0,250,74,-1.2416053254991677,1.0143328784805614,0.06966058545169675,1.4341502242286208,-0.9546843233176372,-0.5139858702286983,0.0260831632983547,0.7439017200125129,9020025,0.04296953208729345,-0.5760342443052905
0,10001.0,250,52,-1.5920813881797378,1.3365608987782234,0.10277963410620998,-0.8572212351663624,-1.1794792727557264,-0.1404920847532645,0.03432884764865915,0.13996181033933427,9020026,0.046989802528084684,-0.4696127880209282
0,10001.0,250,41,-0.3890441775865724,0.17945140986690755,-0.01900930790197401,1.3846798834759246,-0.5661994893883247,-0.3616344554185225,0.03879226583754373,-0.03821457080096948,9020027,0.07722826791035109,-2.3311925459175264
0,10001.0,250,57,-0.5028638608983726,0.5710478368925761,0.07561439032141551,-0.7310392286124934,-0.09711682826237564,0.5830572962071685,0.030503417845956882,0.4924594347206907,9020028,0.04107109441349628,-0.3926023470863497
0,10001.0,250,60,-0.5291815634153393,0.3668309385174375,0.01121483424479005,1.5362542753452304,-0.5310397024324123,-0.5770671150834653,0.03458822211251282,0.02643144120811232,9020029,0.04386208428182777,-0.5364001475208889
0,10001.0,250,51,1.6522949860198235,-1.0239170779043556,0.0005236602153692591,-1.8534897942599735,1.8954410806276176,1.1838306898469255,0.02655900098088205,0.9056082869912706,9020030,0.05473183054799845,-1.587529144895744
0,10001.0,250,55,-1.1991084862429198,0.9623362663951922,0.0639760531130855,0.9625230049951546,-0.9671479646420332,-0.5058941235881144,0.04065650812370728,-0.49763124412772497,9020031,0.06707475061536469,-1.9617119234275004
0,10001.0,250,41,-0.1721115690576422,0.138338413329365,0.009549068221786014,0.5402167657455895,-0.14077999746827133,-0.18316320739013944,0.03275259848326307,0.1525441026681465,9020032,0.06784742657265005,-1.8829796845259528
0,10001.0,250,91,0.8894612550829397,-1.369698202986913,-0.22872622394972475,1.0207561596791028,-0.4869316602188479,-0.7068693728758464,0.03936201138148187,-0.2196486234292949,9020033,0.05560737573951721,-1.146475194111698
0,10001.0,250,75,-0.011280656006842709,0.053380059119318604,0.013164583708572349,-1.277026424078354,0.07176905304210432,1.4211813746651183,0.033786510807497984,0.12980058486276574,9020034,0.06448374141728204,-2.073004693393934
0,10001.0,250,59,-0.17386120293811222,0.3794015517808773,0.07894725921824419,1.005769546475591,0.30048126093269545,1.73389140239169,0.027680145547125383,0.7194190057414879,9020035,0.0576869690744545,-1.126815146691354
0,10001.0,250,50,-0.07374219309631734,0.4924306739076,0.13242109684438466,1.3397844327422659,0.7400653126247022,1.2605352533657532,0.02828410415856977,0.5402289720155539,9020036,0.0575301204819277,-1.509147592040202
0,10001.0,250,60,0.10931117261936188,0.28137366131036634,0.10131751573858844,-1.1406530963101975,0.7647506975023767,1.2160398635566532,0.030607375739517207,0.5396017387973914,9020037,0.04673208964891825,-0.5373413313471086
0,10001.0,250,50,1.0726622969917898,-1.0217083531976552,-0.10547314742206362,-1.1255238311699998,0.5726789436147005,0.5015921861156887,0.045189719451281835,-0.3628021555804065,9020038,0.10698924731182796,-3.1911615059201743
0,10001.0,250,56,-1.1542247463820317,0.862249309492109,0.04273937438712877,0.26028157108890004,-1.0478553854133108,-0.9966296858628052,0.049975206722328684,-0.7071172068501085,9020039,0.0555195693166933,-1.0182142598711312
0,10001.0,250,83,0.20456278905244515,0.15090898140387626,0.07806947075667285,0.524879547098009,0.7341264539654769,1.9477021869719136,0.04086561298959277,-0.10696793826870726,9020040,0.04859387923904053,-0.7300574573053513
0,10001.0,250,57,-0.584207843419666,0.6926799616152772,0.09638470522715488,-0.7310392286124934,-0.059067852363807676,0.5644003005682166,0.034855551237206885,0.20354982808831434,9020041,0.05640707993263376,-0.8911592293865159
0,10001.0,250,59,-0.4446297276020956,0.2374448428185347,-0.011141985904238188,0.7036404225315984,-0.5764260739701935,-0.3168206522302327,0.03681546462347083,0.09226294483570303,9020042,0.07865563637036624,-1.9961532820373615
0,10001.0,250,46,-0.8872124036763149,0.7601808761551201,0.06266437392962508,-0.20536846665308625,-0.6335213731858609,5.848758398705178e-06,0.030104288120222818,0.5070993608306956,9020043,0.057941443192123326,-1.3618295498532176
0,10001.0,250,75,-0.29895276846082697,-0.18808422845082065,-0.10592043887187057,0.6528469507600001,-1.0171213086091595,-0.8477527598919772,0.036503878416893384,0.0411887574862065,9020044,0.07073953381765274,-1.6654317564703225
0,10001.0,250,76,0.7687130569916736,-0.3780406566549217,0.027803616945281183,-0.10902501076379037,1.0454765932636751,0.6596957734405627,0.035024648679608084,0.2489615313970101,9020045,0.03966619164831369,-0.3137156062948618
0,10001.0,250,85,0.5565209010374895,0.06567846844224805,0.11515096625633996,-0.1998803594806919,1.3698572101779336,1.2617564669298615,0.026256726995164608,0.9378336581945044,9020046,0.04009406802838595,-0.21802146505809386
0,10001.0,250,50,-0.6413913485758967,0.5918929057128487,0.057424753718421435,2.7485320121207018,-0.3775637308320606,-0.9160193978883628,0.03896966163775336,-0.3926437379203607,9020047,0.06923752357098645,-2.232731255033639
0,10001.0,250,58,0.12200630036372458,-0.1908241970743404,-0.033537726395986366,-0.46265579779748106,-0.07246946920993758,-0.33431070427727044,0.03622971147261859,-0.1995390993767615,9020048,0.053021224683680965,-1.2629523154733475
0,10001.0,250,81,-0.810067769886437,0.7016652832793685,0.05638771508767947,1.9564432051793796,-0.5480087248625765,-0.3901436939063207,0.033323089808596724,0.31688835153625644,9020049,0.06061989895064127,-1.653850758119151
0,10001.0,250,54,-0.10150183386270607,0.2227686032023851,0.04692566842415926,1.032795149149691,0.17818988952371476,3.0252983393052846,0.0398367664205208,-0.27340015837821563,9020050,0.05079817477796491,-1.416382069679193
0,10001.0,250,63,-0.7472847327918178,0.7176739840362572,0.07342152294488542,0.191336302269022,-0.3826362101301848,0.22739244554502294,0.035596480213658604,0.17569871730899986,9020051,0.06228138359891178,-2.2208880156848534
0,10001.0,250,51,-0.8581149357869409,0.7680435802092509,0.0696040608714269,0.9130520657034844,-0.5485153320981744,0.3029929658634732,0.04053060878750736,-0.13794305461955206,9020052,0.0572019259835039,-1.0300647045355886
0,10001.0,250,77,0.9634830129703424,-0.3093249757446184,0.08136595654963591,-1.322800098544165,1.6091265514070154,2.24210618068478,0.029954945228944457,0.5329903999648938,9020053,0.036009139196080515,-0.06652545853121818
0,10001.0,250,48,-0.8096972761562794,0.6075169764819027,0.03120272421091525,-0.31738513525547146,-0.7361688066199096,-0.10610018470805566,0.033335852370053695,0.2820468486253882,9020054,0.06873897575413318,-1.9486841912666009
0,10001.0,250,67,-0.5522472269725867,0.563096953341722,0.06333868864072917,2.1508204330653147,-0.22197805068683607,-0.1315456063581346,0.03718973540193906,-0.35888543158450137,9020055,0.05836680053547525,-1.6355733714258789
0,10001.0,250,57,-0.861217081194881,0.8122717914578971,0.08113573418873915,0.5168789745939701,-0.4708106953462586,0.326873258555238,0.036877617998877225,-0.11939967385470493,9020056,0.0518319612761898,-1.1758673543599438
0,10001.0,250,67,0.8440282434512913,-0.899959184402045,-0.1080905253331516,-1.604848554541067,0.2673492037075753,0.3022776829631949,0.0471032517165436,-0.3470032173212313,9020057,0.05604136978019605,-1.0045240360326213
0,10001.0,250,74,1.4314179733381738,-0.9416427541204674,-0.015600622380562382,-0.5203336434012956,1.5156184493777412,1.5265578129189514,0.027844239862676503,0.6674178683164123,9020058,0.04162570585949109,-0.2766953842653765
0,10001.0,250,70,0.4497462446752881,-0.8016487801972715,-0.14936135321646252,-0.6369527735835624,-0.4458196241593419,-0.6602625864654439,0.04656005425878088,-0.4910984806767996,9020059,0.05529259896729777,-1.2214646989355975
0,10001.0,250,47,-0.4237444512256193,0.3782685890050702,0.034395764647658485,-0.6352593633139787,-0.27406277575338983,0.3234476278483993,0.04086057491615208,-0.2341228015566423,9020060,0.06817592952454983,-1.659978968730296
0,10001.0,250,56,-0.5478832666244002,0.15938035667721134,-0.05279455370824164,1.2117326406744584,-0.9568523385327904,-0.8465816275841762,0.035907813679635116,0.039778473159341146,9020061,0.09440449971930732,-2.8800227306731294
0,10001.0,250,42,-0.6536036592184844,0.774123898465271,0.11167734757860168,-1.1915683460804989,-0.0713319832858113,0.5170192397930481,0.03372328021764478,0.13198383234407532,9020062,0.05332179156508732,-1.143573052303425
0,10001.0,250,71,0.10210123336536743,0.2859403718105589,0.09959911319127604,0.3459744385977232,0.7524548457422313,3.6888221968498685,0.032802176447726386,0.2468272827436371,9020063,0.043839875631558486,-0.7017604433373849
0,10001.0,250,68,0.3543525349524189,0.08291737287199838,0.08664818772016247,-0.038706466678716606,0.953781146413742,1.983547521606216,0.028914942925825176,0.4274596745064096,9020064,0.04750363461012511,-0.6902804639119111
0,10001.0,250,43,-0.7992201707693145,0.8060970176324675,0.09361495208917388,-0.4239195416448746,-0.34777851170539714,0.5565218046990621,0.034842133511002536,-0.14342830861286585,9020065,0.0870125663946107,-2.767774322497153
0,10001.0,250,74,0.5073777240165174,-0.07801684192611921,0.06713432744185201,-0.2760231599475561,1.0032218534138322,1.009412723688374,0.03003783766880648,0.5942760964891154,9020066,0.040426221013084594,-0.20766954554749348
0,10001.0,250,68,0.15445004078409685,-0.125639268456954,-0.008569395949314705,0.4904060653512022,0.12019728892448565,-0.5795858385299305,0.03226886038778772,0.07869282998063147,9020067,0.058418424430861274,-1.5822331950559674
0,10001.0,250,54,-1.3861553684493388,1.1517695071541874,0.08563640256238368,2.3448971940804357,-1.0467126990234394,-1.017719462387287,0.040007773027594264,-0.1964563336929041,9020068,0.0664682189167226,-1.5879660112713194
0,10001.0,250,65,-1.3224889537313196,1.2849780434480005,0.13383961235202693,-1.0086392318777198,-0.6487242245620889,0.5186303537717708,0.02545407436196399,0.6700269425340134,9020069,0.04687076752758836,-0.7845071180909001
0,10001.0,250,53,-0.6907694944981059,0.8016907523100878,0.10978691624655353,0.7717726278937361,-0.1026433259871089,0.6545045577168979,0.03736296954330378,0.21391717633311108,9020070,0.04168286047415468,-0.20569715265648686
0,10001.0,250,64,-0.11118018376395088,0.09452737835271748,0.0073778672269470625,-1.2575200592284252,-0.07929254226536925,0.154235281780508,0.03355842725741677,0.31241027899462964,9020071,0.07827339133207767,-2.937974385505137
0,10001.0,250,39,0.6076425194751317,-1.379438909508239,-0.3074238976258752,-0.6152804950534946,-1.1631853063261084,-1.1180964114220602,0.0377898691540355,-0.058546515305523135,9020072,0.08338731269162672,-2.9138251975225864
0,10001.0,250,56,-0.9264279473570652,0.7107893331279561,0.039776629738677065,0.5774319276174189,-0.8066478917669458,-0.5221294407906371,0.03116408285471635,0.2041802851033692,9020073,0.049338482964114534,-1.1961879279272465
0,10001.0,250,56,-0.3480027419897484,0.19352646742002272,-0.0065446186490415725,0.26028157108889993,-0.4380911561641653,-0.17059995878621995,0.033268558103381266,0.20031304229888067,9020074,0.0549797757337594,-1.1982512970381631
0,10001.0,250,48,0.557431041303713,-0.33575872631444376,0.003101715150957569,-0.6830440061623672,0.659326421674891,0.4221739327298492,0.032466471777713946,0.40472551299784615,9020075,0.04883055796386539,-1.0156324053563728
0,10001.0,250,58,0.5646970815599459,-0.2317141757606722,0.03453268833216735,-0.15568068336223265,0.8609025437959621,3.3181243835730707,0.03006890165200827,0.5131844045683743,9020076,0.04879194196139396,-0.986930623083715
0,10001.0,250,92,1.1127416663282768,-0.6088149744300089,0.02226461644237697,-0.6120913357825708,1.391906139565101,0.9459973427099112,0.03051502196469161,0.4554906618537613,9020077,0.038893207237552366,0.0065183714251506744
0,10001.0,250,65,-0.7203734918039986,0.7026041117820677,0.07367008465319046,0.9233246553551046,-0.3484950413426787,0.20896454427466898,0.03347044090339855,0.2407100966810688,9020078,0.060152324067066235,-1.4271722820650996
0,10001.0,250,61,1.8649151412688287,-2.1225021679921965,-0.27981535757545856,0.586090638116917,0.3490363615828943,-0.5978120170899989,0.03805637295726687,-0.12600272458360606,9020079,0.06144740251327891,-1.450139913289269
0,10001.0,250,78,1.877848194421564,-1.7573187223588251,-0.16805964834163406,-0.8799471540862627,1.0345541595748406,0.5570168000766775,0.048779796605777935,-0.5447210899788508,9020080,0.07504615235134085,-2.2591731828529866
0,10001.0,250,59,-0.9147435834163348,0.5887821436384796,0.0062306551040537065,1.3078986704195836,-1.0018530013627511,-0.9861896191144366,0.03997956635927875,-0.2534576302954357,9020081,0.0558605389299132,-1.2442450671278251
0,10001.0,250,61,-0.5998731832285855,0.6913311396812515,0.09249762686389047,0.5860906381169172,-0.09650372595810754,0.8139564530901875,0.0337279639650413,0.0861096897659959,9020082,0.06138698715457362,-1.6163340802111867
0,10001.0,250,43,-0.24628886275833786,-0.3450009705485152,-0.15068629732700822,-0.019570530065579773,-1.2092854901112118,-0.9522149441130608,0.04517802392365161,-0.5426155589561105,9020083,0.07537407695297317,-1.7196903222581157
0,10001.0,250,97,0.690024393368351,-1.3040689728945454,-0.2437253132335033,1.341357250760416,-0.8144287310877858,-0.921415217875684,0.047847640562248994,-0.4504213231411359,9020084,0.06238394437966921,-1.5808386622195565
0,10001.0,250,53,-0.6286334004192211,0.5987365875709351,0.061398981407214524,0.7717726278937362,-0.3344390962182912,-0.3534668579244996,0.031701691558862176,0.23817462745153764,9020085,0.04416787384140669,-0.5101467291308462
0,10001.0,250,63,-0.8538451423153858,0.5077738715751944,-0.006237922066241939,0.7597117997293837,-1.008954051476224,-1.0684573481913389,0.03936244457538793,-0.4896350716023901,9020086,0.050581357688819786,-1.2430516633709383
0,10001.0,250,54,-1.2004917965746105,0.8947734413685386,0.04399680728496593,1.3608206603823771,-1.0956240692284482,-0.6193264041331701,0.048090547674569266,-0.4608855034584117,9020087,0.06559964196963808,-1.6211287970927035
0,10001.0,250,49,-1.5963647924091036,1.2912989588621422,0.08919756383223225,2.500127090690083,-1.2769311991390528,-1.0451580230099953,0.03931085324400521,-0.15642405006379775,9020088,0.05909660145960185,-1.2245216345181371
0,10001.0,250,48,-1.093609798584828,0.9958188513487164,0.09438454821998177,-0.6830440061623679,-0.6701916108283229,0.3135951180818879,0.03477350261260094,-0.07985776385976713,9020089,0.046172593600207285,-0.6659120795642496
0,10001.0,250,60,0.3928523547400351,-0.2609846320774695,-0.005034429500559575,-1.1406530963101975,0.4150350270941587,0.4410449564997228,0.03796584186207195,0.058677418288726274,9020090,0.049666407565746855,-0.7666834832959231
0,10001.0,250,52,0.7077183521710498,-1.079773917135543,-0.18896669566697935,-1.1968968564189937,-0.3709476180812299,-0.4480338642040496,0.03985990043121795,-0.1402740922051329,9020091,0.04813977316892203,-0.4897747341124676
0,10001.0,250,45,-0.6231781554915106,0.5150992855389264,0.03846333723869808,-0.14595048040918784,-0.480532877491813,2.6374772849561844e-07,0.03586604482445913,0.1264920978478709,9020092,0.057131752817722516,-1.3188870633676346
0,10001.0,250,58,0.18261921906051776,-0.5877035225820794,-0.1381839431177105,1.686170003249259,-0.6631635592904487,-1.8707783550730352,0.03674027908870505,-0.42945888383771136,9020093,0.0601599948179816,-1.7748352009323816
0,10001.0,250,71,0.21492120944980614,-0.5848751931962825,-0.12883547367809953,0.09194458813645884,-0.5811100511611677,-0.4106101223319284,0.05022644340804077,-0.8985088888961617,9020094,0.059155978753724574,-1.292683836237954
0,10001.0,250,57,0.26660624403278016,-0.7496339479171967,-0.17050572168826195,0.2048994237923547,-0.7695893764802206,-0.6256547341248125,0.04111839061314382,-0.14084847993129615,9020095,0.0724591916051302,-1.9870716876229424
0,10001.0,250,71,0.3683563769246433,-0.2283528454586308,-3.3176735887621315e-05,0.3459744385977236,0.416156050938813,0.5979824735756203,0.030887819267143013,0.5235391506955207,9020096,0.045501360279829,-0.7489029509870484
0,10001.0,250,100,0.015475461693302604,-0.26862449086769763,-0.0718232192421672,-0.4388537823468058,-0.450980719457831,-0.4320047140344037,0.03154923842836785,0.3514849002489793,9020097,0.056334400582360174,-1.5078106824299915
0,10001.0,250,73,-0.26711370865430306,0.3367215246759748,0.048712855654557866,1.2457735143533215,0.010492730728617531,0.13270384678623673,0.035835816383814834,0.05615076588823116,9020098,0.07348749838061924,-2.0212902762082168
0,10001.0,250,60,-0.6089931554196767,0.6206602051296856,0.07050620245888757,-0.24835063909172145,-0.247051007132614,1.0519320320452816,0.035673282674636264,0.15139413936188933,9020099,0.04839298543146192,-0.8717786081152513
0,10001.0,250,63,-0.8528398554330878,0.9695132319474814,0.12722539989002982,-0.6612269439215185,-0.1611569419872778,1.3884894142311142,0.02606258366800536,0.7755431380955158,9020100,0.04819865974160571,-0.9743706348718306
0,10001.0,250,25,-0.9911568432091376,0.4558761073888342,-0.054071285990978935,-0.7186113859275948,-1.4884630157030905,-1.0300517119374475,0.04072742583236171,-0.2882060186378928,9020101,0.10900051820183962,-3.3532314489742814
0,10001.0,250,39,-0.4417868135309113,0.7016399901072234,0.1310362769063224,0.2682766911472261,0.2838045877207779,1.5915314774354732,0.02871929142716877,0.6716910566243702,9020102,0.04372328021764477,-0.4273252329237
0,10001.0,250,60,1.5648225741721506,-1.333248902518249,-0.10527249098587488,0.3465176657205953,1.1145237046146728,0.4803362571745834,0.02753666997740065,0.9799850602462632,9020103,0.04097249211901368,-0.3254420417822553
0,10001.0,250,62,0.2595005619570442,-0.2892436018768031,-0.03710853424698518,0.2415042062493798,0.059663956930521636,0.054264253917230006,0.028863842466640758,0.7239335772770166,9020104,0.07063536403679233,-2.0192566827021907
0,10001.0,250,45,-1.3888231959487705,1.1875533505652929,0.09762370933416284,1.0178279262807015,-0.9975184551035572,-0.7347374255378432,0.048478261912644614,-0.5470230631185232,9020105,0.07630522088353414,-2.5819528844498034
0,10001.0,250,62,0.5644228711229696,-0.18213593265615285,0.048529245141760914,-0.3354354227057132,0.9486885356977408,1.2358515108120465,0.031238866757351987,0.2921732637115479,9020106,0.05597757599312204,-1.3236340647755531
0,10001.0,250,42,-1.4245989301632336,1.2911580966893048,0.12315933064616295,-0.7784724774473062,-0.8919095983857125,0.184541755230975,0.025142385551765,0.7996620654976537,9020107,0.053036518835197416,-1.2919544532794938
0,10001.0,250,59,-0.3422920174928735,0.07030004800483677,-0.04128039657537656,0.7036404225315989,-0.6501989684914576,-0.7081870999369917,0.03236398077051012,0.15823444169174378,9020108,0.05773187627169017,-1.2477273025220956
0,10001.0,250,86,1.1764953492399393,-0.9948190744878012,-0.0747459227186616,-0.4442949488248585,0.8378739232996798,0.7359409836124884,0.03624762981544948,0.24447019560162456,9020109,0.04399452649306905,-0.27997897059260923
0,10001.0,250,65,-0.12901009169680872,0.12618761017404492,0.013296932851530012,0.0953401322553224,-0.061753027704363875,0.1516521402365794,0.0422309585737491,-0.3371397457754917,9020110,0.05744483309582416,-1.214677339880049
0,10001.0,250,74,0.9228915896569234,-0.5012332154363666,0.02002402182221879,0.2125978069599229,1.170098668778539,1.2873929078154351,0.02949888885567082,0.4873446878110854,9020111,0.047996646082538036,-0.9388281199840066
0,10001.0,250,84,0.5113668635364328,-0.1413811502264673,0.049231707918689686,-0.16662232857704148,0.8929078111062672,1.0409041044410068,0.029015832916921138,0.4538804900541443,9020112,0.04597242014653597,-0.622228082745591
0,10001.0,250,63,-0.15517075911840786,0.05902861261571465,-0.010731413688486362,-0.09285144646115824,-0.24424476571240655,0.19371865536799213,0.03243850979956694,0.3483516078196171,9020113,0.059191605130198215,-1.520280493248465
0,10001.0,250,70,1.6327615838357061,-2.3323302055115174,-0.3771674465390894,0.3928238017719624,-0.5636525325329548,-1.378771976432018,0.04120321531903344,-0.3522654848427805,9020114,0.06062961523513408,-1.4822624668285755
0,10001.0,250,53,-1.2910276108828025,0.5678804764262353,-0.06868749761734652,3.441761376913694,-1.9058829562890696,-2.2314200107885465,0.04771692227968948,-0.741065882328437,9020115,0.05764995465733904,-1.0009217650784463
0,10001.0,250,51,-1.137049371543248,0.9008322651665625,0.057666745349642175,1.2588697981989176,-0.9424086735416464,-0.525365434717026,0.03908437721107757,-0.07708675972721002,9020116,0.09384311439305608,-3.2718080318337788
0,10001.0,250,72,-0.35263359694399243,0.3792108125771128,0.04578293129644996,0.04964656721315623,-0.10530328152942192,0.2600897651783693,0.028358420604825574,0.5850165360467113,9020117,0.05167443969426092,-1.127644090061955
0,10001.0,250,80,0.6458858101511444,-0.6613715087596058,-0.07375642191175769,-0.2526612774604861,0.2518877919011631,0.2965709501847807,0.030291866390292337,0.4166387217463571,9020118,0.0589362056521015,-1.2463777467409396
0,10001.0,250,41,-1.2685006986498018,0.8142244131451352,0.007816911660624818,0.9624483246107572,-1.4197516077432275,-1.273684802563175,0.04444506135139638,-0.3721570128489405,9020119,0.08554648702336226,-2.5759393849039007
0,10001.0,250,63,0.3826577229109207,-0.14538166651629975,0.02651764562723612,-0.09285144646115794,0.6026575518287303,0.5595709239833171,0.036096487612228,0.20348205826743596,9020120,0.061063111004813285,-1.6070117684685088
0,10001.0,250,99,1.0478046498153375,-0.7830961767081001,-0.037416011910956185,-0.7832640185924589,0.9282705083133193,0.2452406617404313,0.0272047661282018,0.6918189741137589,9020121,0.040752616199565286,-0.2503840231417162
0,10001.0,250,54,-1.0540366808721846,0.690171574733505,0.010599047429089941,1.0327951491496918,-1.1376640295274738,-1.3139043393678531,0.03543306289674828,-0.27062216081436763,9020122,0.04919948611650905,-0.9589889574472268
0,10001.0,250,63,0.3685837065587513,-0.3422777051152742,-0.032836168440065414,-0.37703919519133816,0.2101543247632524,0.1413197381563577,0.035798171648726736,0.06906177377287756,9020123,0.04594183184350304,-0.5534062359268909
0,10001.0,250,64,-0.6216363407080108,0.768638219209904,0.1104470123812787,-0.1373950889180927,-0.0038887882399000523,1.6658234527310356,0.03988928687723868,-0.23803090051878795,9020124,0.05462980956082394,-1.0046302449468032
0,10001.0,250,63,0.2982136247979048,-0.9022307322289512,-0.20706331798288632,0.19133630226902248,-0.9749884795797974,-1.4087169509915447,0.03596595570944579,-0.09961703095384017,9020125,0.05162585827179686,-1.1110159618747213
0,10001.0,250,52,-1.358405520316205,1.171486945463152,0.09686918510686568,-1.5365724776716252,-0.9490346006795636,0.21694300758959587,0.04012735529933354,-0.17413643485910002,9020126,0.05102668739474025,-0.7242116823331001
