#/home/enes/bim/BIM.py trees/ir8070039.trees,trees/ir8070040.trees,trees/ir8070041.trees,trees/ir8070042.trees,trees/ir8070043.trees,trees/ir8070044.trees,trees/ir8070045.trees,trees/ir8070046.trees,trees/ir8070047.trees,trees/ir8070048.trees,trees/ir8070049.trees,trees/ir8070050.trees,trees/ir8070051.trees,trees/ir8070052.trees,trees/ir8070053.trees,trees/ir8070054.trees,trees/ir8070055.trees 250 --stats=all --eta=etas/BC.json --out=outs/658555009.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,bsfs,FayH,ZngE,FerL,FulD,TajD,Colless,btree,path
0,10001.0,250,89,1.5330456869945044,0.07221895209815962,1.5770835828988443,-0.7179097576821779,-0.9410655566014475,2.2376944849170997,0.05185976882440155,-1.2807372184516848,ir8070039.trees
0,10001.0,250,113,2.11948918565832,0.15526117383308116,0.7483649817096436,0.10187108338757342,-1.0644360412864036,1.8521423118821543,0.038782263779977594,-0.07819152036292287,ir8070040.trees
0,10001.0,250,91,1.8358623533983058,0.1593494551585834,1.3863947124149747,-0.28728003853657247,-0.5855896800030189,2.5886787229710775,0.0484086885175109,-0.9033782039084716,ir8070041.trees
0,10001.0,250,87,3.683866593517218,0.05632367326686155,1.5749583343165654,-0.7738887783792647,-1.1025143743252253,2.133046738432519,0.04512134559744354,-0.6293109854388242,ir8070042.trees
0,10001.0,250,104,2.0017386493832556,0.0700651484504124,1.1227841845207975,-0.4410892763546396,-1.068739825264131,1.7119698777322194,0.049951823422723154,-0.7181710373890449,ir8070043.trees
0,10001.0,250,106,2.4955787673408003,0.123335028698215,0.34240541097079985,0.23486412376663918,-0.41215883554142974,1.1886450521619794,0.0439359119507483,-0.5081605557350963,ir8070044.trees
0,10001.0,250,72,2.960092855030137,0.019474228058878006,1.4529053323302148,-0.8317988507412389,-1.2038789414713407,1.7661448578296526,0.05209989518190062,-1.1755300623936893,ir8070045.trees
0,10001.0,250,94,1.093189885069418,0.0188922117302386,2.2893700979576073,-1.3488274198191583,-2.22088606121527,2.6875003515280533,0.045117852815436316,-0.5609734054616721,ir8070046.trees
0,10001.0,250,104,3.432934983990538,0.10326964139734736,0.9074046725303657,-0.1877775617329897,-0.7152792666028307,1.6882525322940143,0.04883435431433877,-0.759523129794863,ir8070047.trees
0,10001.0,250,96,2.704078521441938,0.08227313143000452,1.497330002513528,-0.6305985373857065,-1.476026189604333,2.211755066286974,0.04089984225326353,-0.4026165830902563,ir8070048.trees
0,10001.0,250,97,1.214244432267603,0.1035352439951305,0.7720466805202422,-0.105068232742386,-0.736766536539407,1.5381803834388292,0.04278109505470563,-0.3698657503574265,ir8070049.trees
0,10001.0,250,108,1.5208923169576565,0.13897647412247244,1.1518539440576148,-0.2084541051219941,-1.142494479853929,2.194852363743068,0.042500647752299524,-0.35564817599413334,ir8070050.trees
0,10001.0,250,93,3.588529138305764,0.09211867540287462,1.0369562395541934,-0.3112086277464014,0.14864267084141658,1.76048929214053,0.04094154395359215,-0.45189034351441365,ir8070051.trees
0,10001.0,250,100,1.936952807198909,0.09196540415301568,1.014462161283336,-0.29588886952995047,-0.8058454377485221,1.7341082308729665,0.05183733034605214,-0.9624090104300739,ir8070052.trees
0,10001.0,250,96,1.0509376113545532,0.045634022883586964,1.8169527387524596,-0.9601230676839432,-1.6668267647372599,2.331188563646487,0.048558751133566516,-0.6638757764480314,ir8070053.trees
0,10001.0,250,82,1.3530457597722525,0.06274525426341512,0.9412067200762533,-0.35991785907831586,-0.7628873683952674,1.4636357270366547,0.05320637388262728,-1.1484145366551166,ir8070054.trees
0,10001.0,250,103,1.244638556973565,0.13146790329294197,0.9033113476797917,-0.08359951836658987,-0.8710695098130109,1.8677471337609897,0.03516101758477032,-0.07605999806397538,ir8070055.trees
