#/home/enes/bim/BIM.py trees/r8060153.trees,trees/r8060154.trees,trees/r8060155.trees,trees/r8060156.trees,trees/r8060157.trees,trees/r8060158.trees,trees/r8060159.trees,trees/r8060160.trees,trees/r8060161.trees,trees/r8060162.trees,trees/r8060163.trees,trees/r8060164.trees,trees/r8060165.trees,trees/r8060166.trees,trees/r8060167.trees,trees/r8060168.trees,trees/r8060169.trees 250 --stats=all --eta=etas/BC.json --out=outs/739633699.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FayH,FerL,TajD,FulD,ZngE,bsfs,Colless,btree,path
0,10001.0,250,57,0.027250092743111746,-1.421529237530672,2.9549903935991404,-1.0430187794141097,2.442008154973854,5.318228671894568,0.03426069870881374,-0.021291887516891612,r8060153.trees
0,10001.0,250,44,0.001666514618538562,-1.9357711914468854,3.612330217400088,-1.6679364647819426,3.12429970145765,5.159031768484225,0.03763800722603676,-0.4818758202860834,r8060154.trees
0,10001.0,250,66,0.005474373505260397,-1.606546224692874,3.007108022346647,0.32146164446622955,2.622599264706404,4.202561347606506,0.030638683767327375,0.11667806613077318,r8060155.trees
0,10001.0,250,35,0.03777619883085666,-2.11238451189361,4.412207974537873,-2.793368868861963,3.5885708758384696,6.052444720366589,0.03650084207798938,-0.7313129855499849,r8060156.trees
0,10001.0,250,45,0.018877959527558642,-1.3703538038031478,2.7731859000231824,0.6299017907174052,2.3068344904986406,5.729100997600245,0.03338237743601132,-0.04961550930649804,r8060157.trees
0,10001.0,250,47,0.02434899816582638,-1.1002439745544643,2.3376387561334657,-1.380840408366428,1.9026592252204169,5.871282328146598,0.04694260914626247,-0.7535392773359308,r8060158.trees
0,10001.0,250,53,0.0380873801954007,-1.6210640390463327,3.4629926127492743,-1.5644675274987265,2.8205060105256567,4.977454140833456,0.03512256912956485,-0.0695986327614148,r8060159.trees
0,10001.0,250,45,0.008812409372607638,-2.132461687637019,4.06184847951128,-1.697655022662375,3.479651186746776,6.296077092952006,0.03804465172518029,-0.5323974018073346,r8060160.trees
0,10001.0,250,52,0.027707849564302025,-1.5848644573338138,3.267875902236398,-0.5175456139137313,2.7046932433517488,6.240403372875934,0.026684155978753725,0.7587923859263129,r8060161.trees
0,10001.0,250,54,0.025882255095718686,-1.3237590795714658,2.761386838366526,0.37674412668431906,2.2752225241113067,6.199760418967319,0.030417368398324485,0.28666199572132106,r8060162.trees
0,10001.0,250,65,0.0038577004685685246,-2.3636352110099264,4.372847838628837,-2.6646082780772837,3.834590879269565,5.4543188867479335,0.03666278015286954,-0.03898867121346448,r8060163.trees
0,10001.0,250,52,0.009194031776757856,-1.9672980172302987,3.741511949219987,-0.17786999266109943,3.2197339317040257,6.039278587607541,0.037468422075398376,-0.6989566803727821,r8060164.trees
0,10001.0,250,52,0.025493177776131616,-1.7596117301050898,3.562337833566148,-0.17786999266109912,2.9741358256841903,3.4648145719114063,0.044982348749838065,-0.7994204771131398,r8060165.trees
0,10001.0,250,51,0.008606551566885098,-2.1664972212562024,4.104096997328084,-1.5076720617645416,3.536921564999395,5.262189446099656,0.03532563433457332,-0.560318433354091,r8060166.trees
0,10001.0,250,57,0.02782642679154633,-1.5116131662867704,3.127764418247091,-0.7310392286124935,2.5904059609248624,5.818541246264724,0.032553601502785336,-0.04911055682322,r8060167.trees
0,10001.0,250,50,0.01898894615396188,-1.5894484317256325,3.170873404894198,-0.42115004148078133,2.6633139522378286,6.0637838154370876,0.033152772379841954,-0.08892391726852163,r8060168.trees
0,10001.0,250,49,-0.0028523339399112676,-1.7199751198899076,3.1423517283962012,-1.0878327471550784,2.7545853364180526,3.836816988550344,0.03767084466899858,-0.4713284944445973,r8060169.trees
