#/home/enes/bim/BIM.py trees/ir8020106.trees,trees/ir8020107.trees,trees/ir8020108.trees,trees/ir8020109.trees,trees/ir8020110.trees,trees/ir8020111.trees,trees/ir8020112.trees,trees/ir8020113.trees,trees/ir8020114.trees,trees/ir8020115.trees,trees/ir8020116.trees,trees/ir8020117.trees,trees/ir8020118.trees,trees/ir8020119.trees,trees/ir8020120.trees,trees/ir8020121.trees 250 --stats=all --eta=etas/BC.json --out=outs/461870883.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,bsfs,ZngE,FulD,FerL,TajD,FayH,Colless,btree,path
0,10001.0,250,70,0.9508986529461905,-0.023825583520304113,-0.12206448590580016,0.3536974101129325,0.591632715549034,0.0968016687608012,0.051660737241771046,-1.303124916305292,ir8020106.trees
0,10001.0,250,62,3.497738190131255,0.5939972756909021,0.2415042062493795,0.006325608779417255,1.3611656150012978,0.1083241556666625,0.04374819376762633,-0.7386470979836763,ir8020107.trees
0,10001.0,250,67,1.480628575467115,1.3129409184642151,-1.604848554541067,-0.46582823906629933,2.1230159852075565,0.09979813796465667,0.04308848296411453,-0.47157969044870496,ir8020108.trees
0,10001.0,250,70,0.7669707112009744,0.7980683808577603,-0.6369527735835623,-0.34688032217509496,1.1720048678620552,0.04216838398750274,0.035785615580601976,-0.2127235678913536,ir8020109.trees
0,10001.0,250,65,1.4516674247402375,0.4330295034463886,-1.2846340729109804,0.090554519567294,1.1477383882665826,0.10328762881462226,0.04690374400829123,-0.7558038747088751,ir8020110.trees
0,10001.0,250,69,2.8055251361527165,0.7036923885266172,-0.34190496782024965,-0.19006863689372253,1.2454021247864282,0.07035985253047886,0.05670573111303777,-1.3769090247884916,ir8020111.trees
0,10001.0,250,56,1.8305531082066515,-0.1324891036965206,-0.056868785439618756,0.5881437748374723,0.7790631325969003,0.14795570758635615,0.041818888457054025,-0.44446706377625045,ir8020112.trees
0,10001.0,250,94,2.2856564912220403,0.2703489063718524,-0.8581559878087194,0.30650969647828175,1.1606234597785006,0.13195874079071618,0.038444098976551364,-0.21067411610439601,ir8020113.trees
0,10001.0,250,82,2.289374668791961,-0.18825017441426597,0.3455947959806379,0.4843864482992126,0.4564964332454268,0.10356355784443906,0.037537245757222434,-0.023080108619384997,ir8020114.trees
0,10001.0,250,73,1.8321029061881289,2.1769044389664307,-0.9814242143334015,-1.2626999051430474,2.614904806723909,0.024447009070918044,0.04544954009586734,-0.886737591422922,ir8020115.trees
0,10001.0,250,67,3.4584906000786195,1.4841463576170066,-0.2635382018245023,-0.6577828493131738,2.160059852812221,0.07517529377520397,0.0464345862713527,-0.8958191457680601,ir8020116.trees
0,10001.0,250,67,4.470897501944648,0.3028288274627447,0.8095100803487497,0.055687281309108494,0.7877991677158631,0.06981026795082376,0.04237019763642383,-0.4940745090653892,ir8020117.trees
0,10001.0,250,76,1.677220488331388,0.9112482777772132,-1.53843200489064,-0.3005676202755352,1.5079997838451864,0.07478403217278382,0.053427787395918,-0.9952039525851575,ir8020118.trees
0,10001.0,250,61,1.5917345656619792,-0.12181600190289037,0.878973869187156,0.27969113300001386,0.23575994919338294,0.059132464561596584,0.05431403031480762,-1.2734720963685866,ir8020119.trees
0,10001.0,250,71,1.5380956966607562,0.771800611402597,-1.1782046641698631,-0.11346845133697002,1.5377968001449531,0.10403203551718496,0.0392815501637888,-0.0917590059258657,ir8020120.trees
0,10001.0,250,86,1.6801399590670174,-0.20463383213353808,-1.5037543848650903,0.6841391841580263,0.7816485386747397,0.1563397319322419,0.045998510169711106,-0.7109017100188413,ir8020121.trees
