start,end,N,SS,bsfs,ZngE,TajD,FerL,FayH,FulD,btree,Colless,path,iColless,ibtree
0,100001.0,50,421,-2.779413661981444,0.21358294284896492,-0.7806822556251101,-0.7036296553628328,-0.13789653236221078,0.7890513250878601,-1.1847472303383602,0.16692717549447514,3090000,0.1821995464852608,-1.3372453351897566
0,100001.0,50,431,0.255607645546292,0.8248214599451318,0.4343130067361267,-0.6849276232132662,-0.050818570579494016,-0.1304243875717702,0.20110320969429496,0.1219557823129252,3090001,0.13602728325372704,-0.15561021251693605
0,100001.0,50,305,-2.3447950478198547,-0.3669574381412441,-0.6837489794338658,0.017363129921449755,-0.04580354181075954,1.9966746110433211,-1.5481061534968017,0.18007507881201265,3090002,0.20666008338819386,-1.954406355543869
0,100001.0,50,470,-2.444740090607834,-0.15551994057967206,-0.7378116045369657,-0.2577350564876928,-0.08197289699954456,1.215216228707802,-0.6483234405096192,0.15225500577589526,3090003,0.1868904904619189,-1.6298171378657094
0,100001.0,50,401,0.0384686735270794,-0.13243389967341965,-0.08908446109295301,0.09862477097943713,0.005474293420504253,0.43841861309698493,0.1674456342888463,0.11577820783485805,3090004,0.15238572064339753,-0.590293700096117
0,100001.0,50,365,-0.12261468788625265,0.3804498314957861,-0.04585890822283342,-0.4611314229403454,-0.057983988384158115,-0.08616903379879694,-0.3002375363871005,0.14029568882767826,3090005,0.16589888382537482,-0.9055585055582488
0,100001.0,50,435,-0.3708414377035869,0.9261216777123946,0.07749249997521472,-1.010739045602371,-0.11431003403687645,-0.5000694350523173,0.3091721738606855,0.12031584062196313,3090006,0.1392668178382465,-0.17154922956969634
0,100001.0,50,414,-1.1636022600993652,-0.08580440072689764,-0.4259716358311831,-0.15306318080763545,-0.04789105923853098,1.2514686488674414,-0.21693538901536052,0.12823821389020718,3090007,0.14505952380952386,-0.5698234748966303
0,100001.0,50,394,-0.256576247120516,0.8858314541610798,0.07992402382600627,-0.9636075004366804,-0.10873330983649494,-0.3972273349885208,-0.9494536600762872,0.1632027043946413,3090008,0.16959256821007973,-1.0160438791043314
0,100001.0,50,445,-0.06554969185523286,0.014459774235977831,-0.014440135881406425,-0.025005314824515224,-0.0039687082914299475,-0.19665253431351007,-0.10603252251223157,0.12146683673469386,3090009,0.1490486819727891,-0.5259898772736374
0,100001.0,50,400,-0.6405377470574255,0.06760202813820149,-0.3157506136117746,-0.2630863151398887,-0.05325888690259141,0.3737012461941129,-0.5136890121241032,0.15073203194321202,3090010,0.1643990929705216,-0.7587640639018837
0,100001.0,50,408,-1.3265529292958314,0.2643157944705838,-0.5329469920341937,-0.6154731429998029,-0.11019601880110537,0.5559519982402572,-0.41079732015871057,0.14093421459492894,3090011,0.14693530473413854,-0.4900614869157626
0,100001.0,50,488,-1.064163772026957,1.1757335415571226,-0.09829395684614503,-1.3988144595673493,-0.17227042425792902,-0.5304849831490004,-0.8094430101692935,0.1591350826044703,3090012,0.16661979752530942,-1.1868515492778806
0,100001.0,50,338,-1.4531748688277415,-8.694119591688321e-05,-0.42971484839177376,-0.2525698874545475,-0.060103960539857886,0.4321178672167485,-0.949335252776894,0.1654856386999244,3090013,0.1560750882631534,-0.8090409275889148
0,100001.0,50,392,0.182349336198518,1.01102488822407,0.3369180879996034,-0.9551321522679984,-0.08978305874350638,-0.4957548019989328,-0.8033522076624854,0.16895826127061012,3090014,0.14213875205254514,-0.2442925326552435
0,100001.0,50,466,0.039054922004365375,0.13549217203784927,0.1489422351716663,-0.06670262470834752,0.002499881920663708,0.872230112540732,0.09341305021504888,0.11674263614075076,3090015,0.13330478176672125,-0.2706906184809343
0,100001.0,50,417,-0.3900808719819056,-0.004842979583320315,-0.2543229702873063,-0.14431161854355715,-0.03486391616211693,0.011257713411008749,-0.2260652973977549,0.14289202860631442,3090016,0.1717068645640075,-0.9777355102989695
0,100001.0,50,367,-0.3421377341754219,-0.029644998897974995,-0.2502687470880209,-0.11344881074097547,-0.03096894695108804,0.017340234430113555,0.002881143433474832,0.12947132495382255,3090017,0.1580504650839928,-0.7929533574870837
0,100001.0,50,415,-0.3724257311849132,0.2507286205734645,-0.07117555959000474,-0.3279624648742907,-0.0438450910265937,0.4911088017050708,-0.20271267439230603,0.13321995464852598,3090018,0.17345027898799972,-1.043380645852885
0,100001.0,50,452,-0.6575579336719467,0.4587825089554153,-0.18283658494427932,-0.6310744824543314,-0.08746705406870471,0.4110190376415316,-0.598482827254967,0.1463950865320221,3090019,0.15245976439356226,-0.68458400598068
