#/home/enes/bim/BIM.py trees/ir8090076.trees,trees/ir8090077.trees,trees/ir8090078.trees,trees/ir8090079.trees,trees/ir8090080.trees,trees/ir8090081.trees 250 --stats=all --eta=etas/BC.json --out=outs/935292987.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FayH,TajD,ZngE,FerL,FulD,bsfs,Colless,btree,path
0,2501.0,250,7,0.004479209830497812,1.8700745212917993,1.430196958680983,-0.892714605784038,-0.2641278187844843,2.8528217728247847,0.029926156237854645,0.020835555720704745,ir8090076.trees
0,2501.0,250,6,0.05295206119496033,1.1792961253915744,0.7432181978139084,-0.36873412243624815,-1.9642299758823032,1.25055561776349,0.028080062184220756,0.700966083346233,ir8090077.trees
0,2501.0,250,6,0.08606344267057447,0.7478393075723148,0.31364449742977296,-0.034790012194810156,-1.9642299758823034,1.0812722004434046,0.09687135639331519,-2.8992354027889675,ir8090078.trees
0,2501.0,250,6,0.07279274091430663,0.49521505240360136,0.160225318721153,0.036888971378727965,2.0301464234706033,-3.1178367348751664e-06,0.047221142635056355,-1.0144032170366022,ir8090079.trees
0,2501.0,250,9,0.1087911871837584,-1.1263189897537114,-1.271924793887236,1.0442675888951958,2.2745822299074945,-0.3943794388801568,0.052273610571317526,-0.8545688260397584,ir8090080.trees
0,2501.0,250,9,0.07116034513418787,1.2612327205174767,0.7370977223251387,-0.3044147006535954,-2.200729241468039,1.721448272026333,0.03384505764995466,0.22156616358936007,ir8090081.trees
