start,end,N,SS,FulD,TajD,FayH,FerL,bsfs,ZngE,Colless,btree,path,iColless,ibtree
0,100001.0,250,513,0.14499099993730075,-0.21772398296579465,0.0275633515017838,0.33412805800213824,0.2557196993473501,-0.3707724456874423,0.0361197618290506,0.08992449618979191,9140010,0.04734993401023451,-0.5669535802002494
0,100001.0,250,590,0.009339508324270685,-0.42064290621057104,-0.021743964492314038,0.07078303718176325,-0.3169368464194401,-0.2502761175194923,0.0387519619189072,-0.034194132917423715,9140011,0.04237374200969871,-0.24360264171633705
0,100001.0,250,594,0.5011704435296882,0.00039839582537691065,-0.0011884177868512163,-0.009349408942500446,0.11741741867722258,0.0077677330207792565,0.0356266037551451,-0.011623619793386313,9140012,0.04918702203855134,-0.7851621192984459
0,100001.0,250,735,-0.5313352849770289,0.4509441715127624,0.08156229112437655,0.3727389425475908,0.902458944636664,-0.09547454307168864,0.02996520298862012,0.4587151592628784,9140013,0.041478731636470506,-0.2234154608660143
0,100001.0,250,495,1.3773903749152223,-0.20985099367732565,-0.04219444503471872,-0.2046125809230193,-0.2498648560355433,0.06986564028861625,0.04340882073126955,-0.4309872392420335,9140014,0.053267155451785314,-0.8779496588484457
0,100001.0,250,582,0.5103421401445376,-0.2491815507640074,-0.013372065531338562,0.03816848042243441,-0.22915074750992276,-0.14519778858101615,0.04524208889888928,-0.4149911308828648,9140015,0.04719960924780201,-0.7243359182054218
0,100001.0,250,694,-0.26803632261741256,-0.3386340639375249,-0.09915223029437313,-0.5712193343113791,-0.4147636442824347,0.3080973460647633,0.03521980394697068,0.07691561548949692,9140016,0.04385363235118691,-0.3750612504974008
0,100001.0,250,591,-0.5114525484041813,-0.42473134173526256,-0.015196920362953668,0.12335416780663536,-0.07814929643397743,-0.2948026840618824,0.033930229660330526,0.3056348329196554,9140017,0.03985251288526054,-0.06919232833382434
0,100001.0,250,611,0.2446100095018927,-0.03214066367512351,0.024400707900853642,0.20557588323156967,0.44609236263935015,-0.1815238189149716,0.034658874631669015,0.20670672589002345,9140018,0.03683045780508723,0.03965602141274596
0,100001.0,250,663,0.7853878583648329,-0.22282829231459267,-0.01877599837914418,-0.01836648402784497,-0.3470140958539005,-0.08732138663747127,0.03488030462865288,-0.0198716434303783,9140019,0.043922472440321214,-0.5695993918001887
0,100001.0,250,609,-0.18216810641746348,0.1135030449228062,-0.008722560575617365,-0.1311424243853304,0.1809148341597656,0.15844330947215068,0.035576928715792384,0.09544472621782793,9140020,0.03730397781602601,-0.00984457019545442
0,100001.0,250,576,-0.013741772771099323,-0.27349992423558683,-0.003556983880221332,0.1272423658239314,-0.21937185675761448,-0.22860105801678274,0.03397032635737047,0.12038351692677587,9140021,0.04482460837851183,-0.5397043400903773
0,100001.0,250,633,0.2480238855489487,-0.2453958335188673,-0.034079438593019484,-0.12314398147605457,-0.3016898419656126,-0.012638519704316068,0.034429566566177516,0.1969761539662894,9140022,0.04139473291828297,-0.2342996579747425
0,100001.0,250,636,-0.42688741114714657,-0.019181813355574805,-0.0018940724421230206,-0.003711214240910221,0.2454553417298985,-0.005786795678308771,0.0341544729088954,0.17303279485374054,9140023,0.04290933896877831,-0.3647904997432896
0,100001.0,250,599,0.02588295250518764,-0.11048792862766356,0.013116752197415751,0.16315974578914968,-0.0637585466968004,-0.183030088317338,0.037617550695301816,-0.17071161812501412,9140024,0.042001862759525416,-0.39590153622129465
0,100001.0,250,586,1.005441693947562,-0.5614091154697401,-0.08137615435700413,-0.3074153850144931,-1.1073330530530143,-0.007977832949156473,0.040367394528740386,-0.5296071802588621,9140025,0.04968507911427132,-0.8608898707219432
0,100001.0,250,587,-0.201716534877958,-0.17357175175479814,0.01754987579494664,0.23280568085359074,-0.06816985277096532,-0.26844543090864514,0.03562923420436969,0.11853546837895346,9140026,0.0423294677569843,-0.410664831880684
0,100001.0,250,678,-0.34115129519861626,0.1908572959090261,-0.004662931601880472,-0.14378277457077046,0.22962926294977956,0.2042282130952376,0.036403070061619705,0.07913044960784606,9140027,0.04409581106501617,-0.4124935047496152
0,100001.0,250,607,-0.14110212218162405,0.3435751195938601,0.04183073602016711,0.12706907628164968,0.6991224501990201,0.054451190884851036,0.03301135364467805,0.2258670129094272,9140028,0.03894658329713541,-0.16651576391492254
0,100001.0,250,589,0.4995590887432914,0.23875579725756346,0.016803972342203325,-0.005922306601707277,0.2607151932475679,0.11426529799468467,0.035089667425462226,0.10277981943168464,9140029,0.042035257060983454,-0.4065196428094697
0,100001.0,250,677,0.8454181208029402,0.020459335094709555,-0.02042186718654829,-0.16861798009925855,0.12450486541598448,0.1461992738674858,0.03466154262889592,0.1908398846103032,9140030,0.04096508578918304,-0.21929529083802912
0,100001.0,250,697,-0.06153058862172145,0.4772235977747626,-0.05168510612288812,-0.6674886852130747,0.16600977126437644,0.7605779344457057,0.04121799628018049,-0.1888671468627844,9140031,0.0488885174661541,-0.6691641111503069
0,100001.0,250,529,0.4778678618738216,-0.2983743461231687,-0.0011013041139668132,0.16008065560528587,-0.2851845018249358,-0.2665637714264789,0.037097962210866316,-0.018711172737790775,9140032,0.045225900520099734,-0.5999301572883224
0,100001.0,250,579,0.6606578840688613,-0.2308683254224241,0.020584751155978426,0.2884428123361561,8.13270024823911e-06,-0.339839466447922,0.033450778635015936,0.32181975361730103,9140033,0.03814451353802306,-0.03265193598408474
0,100001.0,250,650,0.013321160015372705,0.22853388236869646,-0.004121590928401504,-0.16088516387948162,0.1311520651943219,0.23536426322687184,0.0337751176176144,0.21150132220681486,9140034,0.03937626484641984,-0.044672564959196
0,100001.0,250,600,0.5284600149100205,-0.9046739155223721,-0.053574631942803715,0.09990101857559057,-0.8561722071364176,-0.495851690456435,0.04298763587748285,-0.3729345941995692,9140035,0.04840605088977612,-0.6436534439944693
0,100001.0,250,558,0.2911027015178862,0.07843049805580858,-0.011350884564224095,-0.13138320681541674,0.2771137454545475,0.14252999450555315,0.03486637312301414,0.11659338738357405,9140036,0.04523599516862117,-0.4816967655252429
0,100001.0,250,668,-0.7844734482627554,0.41678426863439777,0.008173512195559063,-0.17281578153977414,0.4906624801933399,0.3314255396371795,0.0324903267480026,0.2531066410850883,9140037,0.03597194621456002,0.06358470148934421
0,100001.0,250,655,0.8621552634060544,-0.23127797020397656,-0.045467708500664776,-0.21875939714558496,-0.18105805481147708,0.07139844177540479,0.04151524036155945,-0.2918829323776888,9140038,0.04745308519022325,-0.6235738875745199
0,100001.0,250,691,-0.3935618183222958,0.16146330146564947,0.031890747560309164,0.15399673624499194,0.3187733048355804,-0.05086405957269936,0.03777120366014144,0.04043151175198879,9140039,0.04192524520558821,-0.2808405101004474
0,100001.0,250,588,0.0523682901984686,-0.2469411853319229,0.02867054725842693,0.35963996974106865,0.0269393218879672,-0.40498168986251054,0.03439972957702321,0.15787657964456842,9140040,0.03837139911740304,-0.14988118486637278
0,100001.0,250,632,0.10263634758788147,0.5413057900862465,0.040836849335919065,0.007786744483555994,0.6875004161156487,0.2419467436850348,0.032958724827900604,0.23987630067597665,9140041,0.03791039983729577,-0.09938531963053414
0,100001.0,250,591,0.6161933074882114,-0.1443723155107585,0.02162027923359901,0.24756911714774385,-0.3719530518029343,-0.2670398666384965,0.03743600258284849,-0.0762099238446287,9140042,0.043946810924473584,-0.481644324094936
0,100001.0,250,667,0.5333935089352679,-0.4317778173193384,-0.07047937731886106,-0.2977695012101577,-0.5242362685926916,0.04351451519210196,0.037806304660142745,0.01995015685070431,9140043,0.04688553184218878,-0.5142414766846078
0,100001.0,250,683,-0.6964402321566546,0.6887850884031591,-0.0004417019038659965,-0.3928928760607588,0.3880780506290786,0.6348152161791453,0.03449837657079933,0.1882858566762688,9140044,0.039052250055942254,-0.16752753323072267
0,100001.0,250,465,1.0533817153970275,-0.2439830657127477,0.059312310201652674,0.5914048108912521,0.34057755719748617,-0.5913752413820001,0.030577343587448538,0.4700789756023112,9140045,0.03996846175558889,-0.3196188578957575
0,100001.0,250,536,0.8214079644459524,-0.3376426845801415,-0.05792477190430021,-0.2533716436092928,-0.5017240651718639,0.05082846636812347,0.037212448008661976,0.13898244886475505,9140046,0.04001518576692724,-0.1424210683887248
0,100001.0,250,585,-0.2568235603705597,0.12103126719607378,-0.00013794558495576728,-0.06945238332297728,0.09309562993854104,0.11183139319913987,0.032364846239189116,0.4426021852053167,9140047,0.037976766814804816,-0.08544525565612006
0,100001.0,250,585,0.7521113808459614,-0.4339841184539036,-0.0663823098746738,-0.2643161300469157,-0.5440374201673925,0.015476149248914682,0.03899905530057893,-0.20177717774548706,9140048,0.0469263417305586,-0.6798531743788442
0,100001.0,250,716,0.20334594582402016,-0.3529473002465769,0.03821028880148988,0.4936579274295112,0.026523561882158903,-0.5625351798659164,0.038174166788783874,-0.13889448089134962,9140049,0.0462304807058842,-0.6332902396517033
0,100001.0,250,610,0.8745765183577904,-0.3811561553198103,-0.01772595905590519,0.07928855679002135,-0.425979803097409,-0.2391074191845781,0.036012124136144116,0.02023615371159545,9140050,0.04275816356396745,-0.29353023187583693
0,100001.0,250,609,0.09929260718100047,0.1818443688204472,0.05725520586714618,0.3369523314519557,0.5275563291834544,-0.1899872282553492,0.03311209922357949,0.3656827586340208,9140051,0.03624555146582537,0.061066229483099525
0,100001.0,250,586,-0.8140647584314077,-0.586789299277365,-0.00044663531046533006,0.3281627323224477,-0.3032341749741452,-0.535244952169098,0.031449868954727116,0.30607771050322585,9140052,0.04035577795051173,-0.2354114300715201
0,100001.0,250,618,-0.2866469279269216,0.22172219506308175,0.03351814738129099,0.13214896062291526,0.6763497328173245,-0.0055362071817469825,0.03585722436761455,0.09049197996484386,9140053,0.04090302133524383,-0.21630364848697572
0,100001.0,250,528,0.9530490419652666,-0.33698251969198023,-0.007431688304686971,0.13336325473485233,-0.6165141967576306,-0.26257755452531745,0.03779697678627151,-0.1883406801655665,9140054,0.04405693014470553,-0.5888787953921201
0,100001.0,250,652,0.2959549026386652,-0.16431847678155134,0.0643747560960424,0.5877353860352567,0.4371999915051991,-0.5522353954830551,0.035231171957820016,0.186046916943772,9140055,0.0412604593835093,-0.2342732622263533
0,100001.0,250,696,-0.3310311293175235,0.387274363010711,0.02634627760330805,-0.01633971622297775,0.5516400937330711,0.19096405686543635,0.03540232797256812,0.07451282387174897,9140056,0.04474231235793615,-0.4779454015984767
0,100001.0,250,645,0.4512006472014716,0.2339225211573412,-0.08744825925665826,-0.8043533472890053,-0.3823819713520373,0.7599055482854876,0.03824977328669519,-0.12302725857771707,9140057,0.04700975041754812,-0.6583077787605682
0,100001.0,250,583,1.4511752656075019,-0.8058663061151877,-0.015163699385956882,0.3389866854656225,-0.8757355692109723,-0.6444498636398702,0.04431858391679379,-0.277902824592806,9140058,0.05238025708250932,-0.7973105357987741
0,100001.0,250,569,0.32556258038190816,0.029623536873732488,0.01846673660816705,0.12496056402333905,0.30161011791797343,-0.08779672721795494,0.04135155949566467,-0.31257231367687105,9140059,0.04529724385119269,-0.6858492630687189
0,100001.0,250,526,0.5706832648469311,-0.3628740045106278,-0.060697972018658085,-0.2602710517029924,-0.5581016637562016,0.0448799787335311,0.03372519893847141,0.2249545355461708,9140060,0.041493447512412816,-0.2793058247452052
0,100001.0,250,603,0.22608065913118056,0.022739963761827745,0.022176344146132843,0.15744427736500524,0.4170238332833907,-0.1173076960210099,0.0355284236868797,0.08958012890135482,9140061,0.04201148915437345,-0.3593849420517705
0,100001.0,250,608,-0.30262868981734425,0.5980292354229845,0.015301382856275513,-0.22048697723507754,0.5654144208372233,0.4531049720187885,0.03667649590440745,-0.006091098827764298,9140062,0.04161544135726581,-0.3350639482189379
0,100001.0,250,684,0.13602870991522736,0.02099158886270671,-0.06451051727213612,-0.5080312540984103,-0.12898325360001134,0.4218388018630237,0.036439063566860684,0.059942673326051014,9140063,0.04042663447199917,-0.1398849862957716
0,100001.0,250,630,-1.0361945431649446,0.4271554670152736,-0.001519578844553208,-0.2531401541861381,0.4956102322557472,0.4012872413300002,0.03616278377384515,0.06925765515265186,9140064,0.04194165728490213,-0.30230431441136035
0,100001.0,250,632,0.7356525333408517,0.13855980427655615,0.00929351250624606,-0.006917179177457848,0.2780918171980116,0.0691611648399119,0.031321012034187336,0.3094691249287939,9140065,0.04023219276050877,-0.29043028179945024
0,100001.0,250,547,0.11611581525060972,0.1154966134218138,0.03967459548588265,0.2390153274684755,0.7986815306831339,-0.14096829251110626,0.03560100822768572,0.1288033471626019,9140066,0.04035549346470449,-0.22139969739804025
0,100001.0,250,666,0.33857115524731296,0.030964848019830925,-0.020851895335573956,-0.1778331756275142,-0.07193075347703431,0.15849322110258285,0.038886688191973835,-0.19637792795516187,9140067,0.04476020627776453,-0.4504377834756852
0,100001.0,250,580,0.4243750284700343,-0.3371520481769512,-0.02280304389068909,0.0154955679591719,-0.24916471920807,-0.16712917768202729,0.03286825703402347,0.21285301269013784,9140068,0.04646019562119448,-0.6068378243645097
0,100001.0,250,612,0.4569609460388192,-0.6635117559804057,-0.14193282259131434,-0.7151156002327456,-0.7504984984157227,0.2759200940446443,0.03984904722619943,-0.10516164694239796,9140069,0.04873291979462837,-0.5591779317788552
0,100001.0,250,581,0.057824761705038766,0.3619340039359827,0.06481392946518072,0.29295231547732475,0.9324176163762996,-0.07174416002825787,0.03619046076780242,0.1285431364265781,9140070,0.04200358539651194,-0.2758979554743996
0,100001.0,250,589,-0.017672833870635143,-0.012089221790369096,0.03151887821909296,0.2487954345942453,0.3775551696410228,-0.20738602971035547,0.033155432791072116,0.3131067424279641,9140071,0.03900513604887815,-0.16845561161945574
0,100001.0,250,530,0.29161879396944396,-0.6174399634230953,-0.0067802494707616,0.2967617115947168,-0.7087365902357882,-0.5236295959690478,0.03454531330969038,-0.06700726187499008,9140072,0.04785065127803991,-0.7345189312899907
0,100001.0,250,632,-0.2892308150211002,0.19579153729942386,0.0020574033789012235,-0.09487081890342973,0.497422420122979,0.16676947062709893,0.03820012021520616,0.02265780229530197,9140073,0.04357792151709758,-0.3401731395562675
0,100001.0,250,639,-0.5290070666012782,-0.01639359594004795,-0.043074297429373534,-0.3217530099175219,-0.06286009662506832,0.2535314824400738,0.03688348338481965,0.035439706716546934,9140074,0.04146959108497289,-0.32465917686264434
0,100001.0,250,619,0.2934359535376301,-0.10596780608757857,-0.036662501546781016,-0.2217366125284607,-0.4086424046525669,0.13130316476387066,0.033191068546198715,0.18066839182332495,9140075,0.04224300427516517,-0.3807257240295627
0,100001.0,250,654,-0.4137788875732359,0.3517910558375216,-0.010353826156102506,-0.2784854795949568,0.34934067643513106,0.3873243852472886,0.03463735467557205,0.12452647694210235,9140076,0.038934771343438285,-0.13206828165314752
0,100001.0,250,615,0.3156364712366881,-0.3406298026877313,0.01423584518280605,0.30187944178519394,-0.25020865092811834,-0.4011222940514129,0.036179352384069385,0.09254553175842636,9140077,0.041603656638478696,-0.2980972100014341
0,100001.0,250,556,0.20067352241550745,-0.2850347662414389,-0.02750303624545492,-0.04993697551526431,-0.370742136595708,-0.09012297605665892,0.04079435655204768,-0.23184986960385806,9140078,0.04703097848231997,-0.5447931584881985
0,100001.0,250,661,-0.2406952574021819,-0.4571636221881545,-0.01942441648649856,0.10914617690363956,-0.3671352088862808,-0.298279106408889,0.03506583040242582,0.05696521484822695,9140079,0.0430075318203844,-0.29123496014986805
0,100001.0,250,630,-0.068558726853856,-0.06107315058409864,-0.057919826947094064,-0.41050404463574347,-0.2934569981640153,0.3050438815064185,0.03468494399621283,0.139858744890639,9140080,0.041943639508728564,-0.3239995664057336
0,100001.0,250,659,0.20181864751398207,0.6541657704261231,0.030868274519709405,-0.13255481353259188,0.6640257840820764,0.40764111844721707,0.034623719330287565,0.20645862551901945,9140081,0.04051573770973485,-0.1965244035335579
0,100001.0,250,639,0.18657230143804526,0.11377287753775582,-0.015537741942487991,-0.1837237647966071,0.14983475247063355,0.20124600128282608,0.0400205690585797,-0.1573570816834662,9140082,0.04581244833006789,-0.5233794470541797
0,100001.0,250,666,-0.09066073844373213,-0.2736590158060267,-0.0028628626792693694,0.13272106268201067,-0.2015970386032436,-0.2332301583692801,0.033925439955239355,0.15143687656574248,9140083,0.04254200290583072,-0.3542200562438525
0,100001.0,250,647,0.6757595086977706,0.3067095493875883,-0.005451914711968104,-0.21530243208894198,0.11902861783116035,0.3153714312027219,0.03701394685033098,0.009498554779295423,9140084,0.04531464567949215,-0.4557692363180877
0,100001.0,250,540,0.6160964373414736,-0.8275838122605089,-0.02838003826035,0.2498690573053217,-0.7092937253970683,-0.5819202042689722,0.041484965536933815,-0.13892281054874447,9140085,0.050284829822334634,-0.7347513757807782
0,100001.0,250,581,0.35274195740096786,-0.5179483568060856,0.07636276575348074,0.8787896484412565,0.11290930861652075,-0.950380262238086,0.03450260155400295,0.14583637095966573,9140086,0.041432000190109564,-0.2806771564133074
0,100001.0,250,638,1.4758321713488562,-0.35434227501853066,-0.015536987725760978,0.08091805711585802,-0.5166720978018329,-0.2281754347137598,0.03991214542477111,-0.2682575748652102,9140087,0.042362052458457006,-0.4979168341104888
0,100001.0,250,622,0.2769715561665283,-0.08470726137357269,-0.00222081854465353,0.03082002463423395,-0.18615623648921853,-0.06385174132446862,0.034816573250403,0.10071069694138532,9140088,0.044843651787556386,-0.4944394302397173
0,100001.0,250,687,-0.29440539680658634,0.4304128188340649,-0.0489503589344795,-0.6199009193058823,-0.20862102977627112,0.7004663335967762,0.032629582515905316,0.2650752161785856,9140089,0.03959181684599486,-0.21038542820948933
0,100001.0,250,532,0.24304796449312954,-0.42918147851670296,-0.009538848200419038,0.1692871768742172,-0.3264395615541849,-0.3339715908607555,0.03390348490737145,0.16165491420099534,9140090,0.04546943534506693,-0.7461216334574161
0,100001.0,250,646,0.06223696196603511,0.09168462025867682,-0.05573560274511235,-0.4802125423198288,0.010263584181027031,0.4316734801523575,0.04121007435027528,-0.07128854282886453,9140091,0.04938879943738087,-0.666163676345989
0,100001.0,250,644,0.1904720282981772,0.3798783904786535,0.02005110191454412,-0.06065534396711771,0.3611775294108698,0.22345688810714628,0.03176052574269797,0.2988217743617823,9140092,0.03810006318889779,-0.11961802806537625
0,100001.0,250,584,1.8019834596517612,-0.7411595416063333,-0.07725853477170723,-0.17421101797415312,-1.0482575018244027,-0.19844409813503905,0.0499825213945625,-0.5201319102266354,9140093,0.05242090201776906,-0.8115103094629647
0,100001.0,250,587,0.41457261680340995,0.017825695884686302,0.013700263236194265,0.09509590606899146,0.30345733301830585,-0.06897722894404812,0.03436471277998677,0.1970065301576991,9140094,0.043700305751848974,-0.4800965702348701
0,100001.0,250,561,0.2389479840880425,0.03845987716341906,-0.06988766256281387,-0.5578817506187942,-0.18551714531073307,0.4702078997087322,0.034499529371669516,0.17899159132268513,9140095,0.045033027563030965,-0.4604434051638682
0,100001.0,250,703,-0.3046351253170282,0.3593073681938003,0.04805405179446328,0.16650158295571962,0.6347300271779023,0.02978189928413387,0.03436315295136404,0.18364314564249412,9140096,0.04388521829252493,-0.4481250838986877
0,100001.0,250,660,-0.4384409355908361,-0.018246563309211733,0.05907660070008065,0.4644924558876917,0.7877303797929871,-0.38524087783239785,0.03591252772355583,0.06629340135680092,9140097,0.036680654449813874,-0.04095460890619719
0,100001.0,250,596,0.009773468754401509,0.6062974000303717,-0.009691505211403686,-0.4170542255584094,0.3457001602661208,0.6163358359446777,0.036457831325301185,0.07540137750193386,9140098,0.042794771374101086,-0.3662840960955473
0,100001.0,250,612,0.11462697761471295,0.1847535723585607,-0.014456962899640153,-0.21546371835584294,0.15535048894635808,0.2595285225911297,0.03296744996355182,0.11876508802746576,9140099,0.04069620045237283,-0.2166303605084441
0,100001.0,250,615,0.036901068601695286,0.4293545452755653,-0.0017704745119956958,-0.256280244003655,0.4809688551157487,0.4048138055424575,0.03608065259451345,0.13013382882589875,9140100,0.039298046772463915,-0.030859246558597463
0,100001.0,250,575,-0.33941620854796084,-0.5374054182194392,0.004952543889714405,0.3416638725260621,-0.26350515104399025,-0.5235266675460871,0.03812534339832875,-0.09151638849702108,9140101,0.046062196342434435,-0.5170823305098338
0,100001.0,250,516,0.4577654114340303,-0.6398872871691678,-0.005325578197677652,0.3205551488830613,-0.5482028907770842,-0.5531591130328185,0.03322723002890994,0.1614053939990744,9140102,0.04270737502890287,-0.4944652590081127
0,100001.0,250,523,0.8827771248418821,-0.9817918305895416,-0.015505054662762328,0.4356561623753329,-0.8879289092327601,-0.8031957907947923,0.037500653434337235,-0.05970034063131745,9140103,0.04366333295514256,-0.427267786768003
0,100001.0,250,605,-0.4145526910788005,0.1828094739266222,-0.048023114566415545,-0.4721146132026362,0.1304689224888065,0.4668514178981954,0.03863337439424182,0.07250681772395015,9140104,0.04755778697918224,-0.4747702603683402
0,100001.0,250,584,0.5305219402477469,-0.025059216130988483,-0.03407018720994892,-0.2473588834673758,-0.1194583618272638,0.189188466288656,0.03544376545302694,0.03103406992247082,9140105,0.0442293367016453,-0.479688987562129
0,100001.0,250,644,-0.3420756328444134,0.16327003558257275,0.008496518789571169,-0.027002086010067837,0.24842633628692726,0.09679750479795222,0.03321105261146695,0.294394862324743,9140106,0.037908906912685114,0.004398236652961097
0,100001.0,250,602,1.1173980957835778,-0.04807528090415982,-0.0484478331918742,-0.3448612009138497,-0.2323672537976778,0.25774196802596605,0.040249435582125535,-0.2996334651944406,9140107,0.0539617921293338,-0.9673911357846589
0,100001.0,250,564,-0.15013837964774526,-0.28394170172539035,0.035128294577437505,0.42993549942054615,0.20016304784109665,-0.478930026996461,0.034916274982738714,0.19635506553822166,9140108,0.039440546196004185,-0.10865387335665183
0,100001.0,250,570,0.7870635259361494,0.11039697967224486,0.0218009155329315,0.1049097602358471,0.2370521623044313,-0.034505717532797346,0.034261746069497084,0.1503316642244609,9140109,0.040037679421897565,-0.2675582008877875
0,100001.0,250,580,0.03047953101865735,0.4184070107455973,0.04079596637828933,0.07668903595738949,0.4546021173886009,0.12959145785026735,0.03283653045361168,0.163954768473823,9140110,0.04347787463216923,-0.4840827341032563
0,100001.0,250,636,0.5017307470996538,-0.5226620010160641,0.008741959949679018,0.36264231162270905,-0.3509569709595716,-0.5339462069554016,0.03636126413586846,-0.0074997606829300435,9140111,0.04533405556150109,-0.5616526789048755
0,100001.0,250,625,-0.8060917761416836,0.025268309520445426,0.03728321345528185,0.27215394069235616,0.5110002538890949,-0.20921667592637794,0.03479379885131923,0.12278370322163012,9140112,0.04290922674485337,-0.4095651695118331
0,100001.0,250,611,-0.31648273896436635,0.056280142351808914,0.02945478227867453,0.1944177888072529,0.20474019267850474,-0.13192523710170811,0.035303621002595036,0.1713242108008706,9140113,0.04297308843929541,-0.2785773591876052
0,100001.0,250,496,0.7167126895536814,-0.4261621267785821,0.007491730668339242,0.29797993429901626,-0.2183372950917416,-0.4368795716745615,0.037537387187855535,0.0478396859944704,9140114,0.04822559934713618,-0.5238028497716122
0,100001.0,250,599,0.1212573834610583,-0.09108210465196824,0.009639620542432404,0.12549328626657413,0.034081979405998754,-0.14357378638300874,0.03368707690423558,0.19000868557378892,9140115,0.03801852571576629,-0.13956188546754614
0,100001.0,250,517,-0.100974961124841,-0.4790649194173861,-0.026831753528242228,0.06494628874672878,-0.3288852540793235,-0.2721440898800658,0.03695129188480677,0.026166811174307945,9140116,0.03951057686969075,-0.1434195916362714
0,100001.0,250,551,0.5070878393289271,0.019585562832171388,0.03478445150320608,0.2557212015141089,0.14992863403197884,-0.19847413529317368,0.034580161947531135,0.08805645576417842,9140117,0.04402278218293861,-0.4404625022694694
0,100001.0,250,601,0.4907070491739653,-0.056705283500278675,-0.026893314049685344,-0.1744620156907455,3.3195581766082445e-06,0.11554037711965072,0.03815806402641937,-0.037967139702607136,9140118,0.047311389374703146,-0.5602653267345693
0,100001.0,250,545,-0.29099273698397804,-0.21078579522547566,0.05005527516748185,0.5029178643926638,0.3240575904095203,-0.5045734882017814,0.03297515575498474,0.30513907668783163,9140119,0.03847838060409911,-0.02378235719332301
0,100001.0,250,618,-0.19418278002159764,0.011575324101645195,0.01230105312325446,0.08794942275528413,1.1148143012617869e-05,-0.06604654969926935,0.033699921341205405,0.1656077911468569,9140120,0.041872303608989386,-0.38138964896013017
0,100001.0,250,675,0.17948583694982795,0.052560673409167855,0.007466709158280339,0.0276981104756422,0.3452551881735145,0.0016410453874604605,0.03192685738595182,0.39860985015911,9140121,0.037821712198494256,-0.0750881462022972
0,100001.0,250,668,-0.15680512423348955,-0.20162783818267807,0.04087915499456672,0.4283270480757799,0.1829469832847766,-0.4400314851710152,0.034776429662311203,0.13654710809256262,9140122,0.04257388297584958,-0.25644380467089123
0,100001.0,250,660,-0.35181960921079763,0.12838676012411765,0.02381342794043616,0.1104856764523627,0.2093919168181697,-0.030747087093669186,0.033756303128145336,0.24129738361336125,9140123,0.03943126693806832,-0.09569653429533392
0,100001.0,250,660,0.5721412055096105,0.060415341594620676,-0.06510329925540996,-0.5346674390342223,-0.253204050801878,0.4615226517262883,0.038672905777408666,-0.0951833175649296,9140124,0.04264559122701369,-0.2931876658386444
0,100001.0,250,633,-0.3238068721540752,0.15269990371698236,0.019515427592439055,0.0636352380595288,0.545484290159074,0.018405500407856976,0.03573301862050873,0.08313066554157136,9140125,0.0399866452770588,-0.20373844450795076
0,100001.0,250,691,0.21335453924615705,0.007752815188039506,-0.09475763047034556,-0.7332663210231128,-0.4232976054517682,0.5985209050552066,0.038941545372767734,-0.07987969539335117,9140126,0.04474071817639636,-0.4180941171130124
