#/home/enes/bim/BIM.py trees/r3070040.trees,trees/r3070041.trees,trees/r3070042.trees,trees/r3070043.trees,trees/r3070044.trees,trees/r3070045.trees,trees/r3070046.trees,trees/r3070047.trees,trees/r3070048.trees,trees/r3070049.trees 50 --stats=all --eta=etas/Fn.json --out=outs/795190190.csv --r2t=0.005 --r2s=0.005
start,end,N,SS,ZngE,FulD,FerL,FayH,TajD,bsfs,btree,Colless,path
0,100001.0,50,381,-0.027325023645989814,1.916049117557606,-0.20344752792968976,-0.05200002629616481,-0.39855922244906195,-1.8331885902084648,-0.8094386013789004,0.120451137444225,r3070040.trees
0,100001.0,50,434,-0.015557339977333112,1.1448041596041176,-0.4183307339523622,-0.10120613189441302,-0.7399225171774808,-1.798150025011265,-1.022529977420013,0.16911426732855303,r3070041.trees
0,100001.0,50,398,-0.23634881335865177,0.3177006439238087,0.021758242285218644,-0.02682282058515595,-0.42092905001960823,-0.745131085041436,-0.1203378481884325,0.13599835538611058,r3070042.trees
0,100001.0,50,413,0.25855947735014445,-0.2794841298347574,-0.29582302946015443,-0.03516926709852023,-0.0014529477611652812,-0.2984917363845367,-0.13891841116751594,0.12793625737587863,r3070043.trees
0,100001.0,50,511,-0.03934858431365423,0.8827999497588114,-0.2894512278474928,-0.07371796295591038,-0.5665648727476067,-1.2364439123165722,-0.375220930399589,0.1416738865357464,r3070044.trees
0,100001.0,50,508,-0.1599830531241975,0.14859446577672872,0.23874933928532296,0.03487358232316249,0.09543895261640774,0.4044815523469866,0.5031577198901162,0.11729402872260006,r3070045.trees
0,100001.0,50,405,-0.7356422641386053,1.425368497321945,0.5711037550145136,0.03592316604219713,-0.45527335987803835,-0.8284910176501573,-0.06449145921893151,0.11889192296636979,r3070046.trees
0,100001.0,50,501,-0.31077042566880125,0.07833119134469317,0.5856507733390554,0.09656797372662312,0.39196243478192727,1.6300703828553427,0.5621609397971006,0.0983909545553381,r3070047.trees
0,100001.0,50,421,-0.25368150033881975,0.47241644341926387,0.2970591365157538,0.03611251170348863,0.013015847757506286,0.0860936592258891,0.21302568903246352,0.11937880415324018,r3070048.trees
0,100001.0,50,452,-0.26118505891856675,-0.5724514742790021,0.3613103064683076,0.05027786760184342,0.10754813682033883,0.4907414940163229,0.19296371855780833,0.1383928571428572,r3070049.trees
