start,end,N,SS,TajD,FayH,FulD,bsfs,ZngE,FerL,Colless,btree,path,iColless,ibtree
0,10001.0,250,69,-0.9446970055976012,0.04642678637183607,5.6599831242527125,4.153081334719942,-1.0968605980542787,0.8420518163843406,0.030187626983148964,0.2005750807264789,9060000,0.050216997020339424,-1.2510111166376887
0,10001.0,250,97,-1.3610321908658016,0.04127909864863665,4.741923448160128,-1.7511877512920016e-05,-1.4561124754158523,1.0494817024343972,0.03837170313131081,0.03814242776013039,9060001,0.053366692576758634,-1.1149263060454917
0,10001.0,250,102,-0.08742573439031473,0.046784058777645014,3.291401209598144,2.278632552619848,-0.3513793187926426,0.3863359142119412,0.031251692988964665,0.27614719685440897,9060002,0.04478307495213829,-0.5757977316700055
0,10001.0,250,111,-0.7921783604922936,0.02242682759342188,3.620097327281092,0.7153020378162278,-0.8420461755487841,0.6021770183993093,0.032737401217774305,0.3762565746307869,9060003,0.06805717493630435,-2.1804155065954154
0,10001.0,250,92,-0.9189150236126458,0.01383033452033537,3.759566839411343,2.302992417822972e-06,-0.8998680322959665,0.6064659608680415,0.04136230613105855,-0.3600721429784998,9060004,0.07835516639613481,-2.445932432382154
0,10001.0,250,100,-1.5224371761272948,-0.04231703419948416,4.148541910174648,-1.1835520923189156,-1.1146447162729944,0.5369367986331522,0.04404008997868307,-0.5719726016633755,9060005,0.06916964043858717,-2.026949236190116
0,10001.0,250,92,-1.3847464055082628,0.028982151309640675,3.560855104175256,-0.2374570564706075,-1.4031984380007207,0.972269410056718,0.04491925214627195,-0.3424707605629954,9060006,0.07094421829934339,-2.1303089075020933
0,10001.0,250,130,-0.7089429731754582,-0.0008865399687073547,2.2370462030596463,0.4471200391064669,-0.6328019308022521,0.3878498513450646,0.04589928878993285,-0.3324414445424961,9060007,0.06139695257456626,-1.2045573743273104
0,10001.0,250,104,-0.1090078177594291,0.051959928828998664,4.586629113316682,2.5221063793155007,-0.40139118204276003,0.4362005605637764,0.03469493265775167,0.04187699258303276,9060008,0.06435713528601207,-2.0172870875584543
0,10001.0,250,88,-0.3797665905489319,0.1036653911278448,2.6069766493305244,1.002042350151373,-0.9366242651439732,0.9500708486122518,0.032653193418836636,0.26925532616958703,9060009,0.057100837367063575,-1.3386302275164637
0,10001.0,250,97,-1.2915155738933453,-0.04278944601088238,4.36408275956016,-0.6150734611213206,-0.9050040501721516,0.4059482602648429,0.05178779634667704,-0.5989788597469042,9060010,0.06594298340314665,-1.5560054037140816
0,10001.0,250,107,-0.20563890862606735,0.00680902475898815,2.6588980798610016,0.6160914914330705,-0.22410814729882853,0.16327914748250094,0.03688245267183743,-0.027232309338439044,9060011,0.058477863065163886,-1.341148087122254
0,10001.0,250,101,-1.4023662571016906,-0.06231413996013339,5.351715054883226,-0.9375036384118952,-0.8907611200551274,0.3261276702478033,0.038770288527381416,-0.2155785522813559,9060012,0.08509440989765513,-2.760002007835192
0,10001.0,250,118,-1.6143385517472404,-0.10421167909963362,4.485908379236257,-1.2929473201420292,-0.8350455058368401,0.1362651299567897,0.05493892076846287,-0.8580251278133795,9060013,0.07522347454333463,-1.9735028613133576
0,10001.0,250,92,-1.3231633244452172,-0.08222687439688661,5.150548986063949,-1.2723585958053352,-0.7040888787332966,0.1409719518021903,0.03859659066373019,-0.3406639604386159,9060014,0.05850566953723212,-1.4904538261544105
0,10001.0,250,108,-0.051419087776646964,0.06799263346688225,2.9482168124655317,1.0547502474902153,-0.44470319483753823,0.521563232703412,0.031351846348074155,0.5215916362787258,9060015,0.048393265843712785,-0.8333178678657764
0,10001.0,250,95,-1.7341579789233912,0.03663448388158927,5.28587813225622,-0.6747381657964671,-1.7612060892788648,1.221425499231835,0.03880216205323085,-0.18784884076911967,9060016,0.06472812069391938,-2.0087217148599774
0,10001.0,250,96,-1.4934786952237205,-0.041895876665542515,5.201993940048137,-0.6504472898290447,-1.0904506521318704,0.5240467168194751,0.039524405867196376,-0.13687945853920672,9060017,0.0592963250852874,-1.4526634919000103
0,10001.0,250,79,-1.346635741725715,0.0022072468492147987,4.3753099375440385,-0.1846329971782712,-1.2082979916574783,0.7560916690480163,0.0364262524192567,0.11030614707181807,9060018,0.057700008244120166,-1.2229557377447835
0,10001.0,250,64,-1.9586373177532737,0.053934362723565256,7.703479703254237,-1.582182764721537,-2.0281165090645565,1.4444794274966413,0.0329023154518685,0.0979161946625662,9060019,0.07858530897784688,-2.198679367797265
0,10001.0,250,87,-0.356993163397997,-0.05268344620267395,3.5081344563610912,3.7237552085314043e-06,-0.014181121232523238,-0.17925103051846525,0.03244267392149243,0.3443218795634295,9060020,0.05841241309323316,-1.4111806018310624
0,10001.0,250,84,-1.4949927340011162,0.07818202944394882,3.9503575546983614,-1.316122019755896e-06,-1.7794318602090429,1.3798936093288912,0.03427595374485319,0.15010322748100127,9060021,0.05406255001028784,-1.1528308783947043
0,10001.0,250,103,-1.0265374978919213,-0.022056146256092663,3.7666652790714714,-0.15814394278605168,-0.7897894401746614,0.40882181199279977,0.03977463507750554,0.11918950114526712,9060022,0.046499089336473017,-0.8272877429435236
0,10001.0,250,119,-1.3661869321196964,-0.08446327523202689,4.7346710751629235,-0.6937136062915044,-0.7286559059336111,0.14232882755141382,0.03945847907760073,-0.09498417399170632,9060023,0.0745141857753595,-2.054632905835491
0,10001.0,250,65,-2.090822762460248,0.04596604918404927,7.547200840153363,-1.6532422066720736,-2.101524705608064,1.4624842527975601,0.04150077010551165,-0.3489382278092687,9060024,0.05120841790099465,-1.2800716866109798
0,10001.0,250,76,-2.1269573263279278,-0.05050978496230688,5.132133967701326,-1.927494321665474,-1.5983897167681882,0.8118271311848988,0.0498710384058227,-0.9858406044673876,9060025,0.07906086712441161,-2.7333212320248017
0,10001.0,250,90,-1.5733625477726043,-0.03358613551999939,4.9202817950089655,-0.8364445765037466,-1.20847857095812,0.6277531562335662,0.03740022123232383,0.09174418789362647,9060026,0.062154324494005785,-1.538463229326836
0,10001.0,250,85,-0.13555052016735336,-0.01866374901506749,3.228290852722892,0.5191820541200538,-0.01323933845484198,-0.058290174148458274,0.03520677692850255,0.2650198613799931,9060027,0.058286911085201024,-1.4615649097565189
0,10001.0,250,99,-1.5268162936570149,0.03364372089464311,5.8864206031520325,-0.4611669136570655,-1.5608987631078732,1.0869341760692337,0.03343744766635385,0.3513923434904966,9060028,0.04682003448035316,-0.5771124979053626
0,10001.0,250,97,-1.9257173761271804,-0.15488705431148486,3.608401382360225,-1.7824255915725975,-0.8195924123115043,-0.05032341586600923,0.05345075315926462,-0.9561358721327636,9060029,0.0880397651727453,-2.6028682800584684
0,10001.0,250,120,0.3416656070436526,-0.0913670210986346,3.1312116158959347,0.6497180767508817,0.8464090400636194,-0.8567705725596181,0.04019501310045976,-0.2714185118272009,9060030,0.04637598011091987,-0.6033869555644429
0,10001.0,250,66,-0.39730164846687455,0.07453992664939868,4.13048926219785,2.801846887639811,-0.7691751549963401,0.7362435928179646,0.03263570410674957,0.2461101341835289,9060031,0.070313512112968,-2.4996884643967068
0,10001.0,250,109,-1.0571532542340292,-0.21583028688226635,2.556659479476416,-0.6311877094693403,0.3187307164951671,-0.9801699184650888,0.039903700824804586,-0.13260515100452785,9060032,0.09627604118470807,-2.8654303308364315
0,10001.0,250,113,-0.028124599569507837,0.006517933463513638,3.34178823310184,0.2046419264698512,-0.06356220198560363,0.06300674110190088,0.03138359891177613,0.28833969089951395,9060033,0.05942997797642181,-1.6881936179693784
0,10001.0,250,109,-1.0265451103946328,-0.0004278793147043637,4.752938997301507,0.28571430617381105,-0.9175218043246114,0.5658731066898871,0.03144747448575665,0.3996937036401045,9060034,0.04867696592822905,-0.9763765759527284
0,10001.0,250,113,0.02225172389123528,0.09777539992420256,2.6890142665258034,1.9996543968802407,-0.5550691719850439,0.6987963196685607,0.03109872009433388,0.36267903518324734,9060035,0.05556230297534223,-1.5254232451509553
