#/home/enes/bim/BIM.py trees/ir8020046.trees,trees/ir8020047.trees,trees/ir8020048.trees,trees/ir8020049.trees,trees/ir8020050.trees,trees/ir8020051.trees 250 --stats=all --eta=etas/BC.json --out=outs/334088556.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,TajD,FayH,bsfs,FerL,ZngE,FulD,Colless,btree,path
0,2501.0,250,5,0.9125462838907841,0.24363706682103572,0.7181095720682218,0.41111906555229605,0.020112978985627365,-1.854344998188919,0.10228008809431273,-2.9354388806676504,ir8020046.trees
0,2501.0,250,10,1.222552452935623,0.09579052964665147,1.872711008299465,-0.16194027359828364,0.6122633398585728,-0.8809206284569866,0.0716737919419614,-2.2914589828254623,ir8020047.trees
0,2501.0,250,7,0.4334571182885158,-0.060579930485312655,1.690525703800356e-05,-0.4568684767796194,0.5297018917859716,1.527614314108495,0.09201321414691022,-3.3714880472617095,ir8020048.trees
0,2501.0,250,6,-1.0605063259467797,0.10351801099039473,-0.6166459392817756,0.9047531888352489,-1.1223590152829086,4.027334623147056,0.05386060370514315,-1.0658872020641474,ir8020049.trees
0,2501.0,250,7,0.9438373833561194,-0.0036773759719518828,1.6970550733974852,-0.47464552553082906,0.7409291296996161,1.5276143141084955,0.03624174115818111,-0.44042152853799665,ir8020050.trees
0,2501.0,250,2,0.9189523384098617,0.027404442985530787,0.5445155061802454,-0.37104541435921173,0.6260247612170285,-1.3182224822321018,0.06477522995206633,-1.4461338457798085,ir8020051.trees
