start,end,N,SS,FerL,bsfs,FayH,TajD,FulD,ZngE,Colless,btree,path,iColless,ibtree
0,100001.0,50,477,-0.2489312405601892,-0.5234606171815829,-0.045877485736111785,-0.23552186716031706,-0.21809540889714515,0.0964711841843832,0.13141620284477426,-0.023209887034117662,9020000,0.13783482142857142,-0.2554476078846435
0,100001.0,50,422,0.14907186271670173,-0.4655511814786423,-0.014276295288339009,-0.4574609162032472,0.007218379469355233,-0.3669635756983853,0.1416249134384294,-0.17011078253038509,9020001,0.16393178893178895,-0.6979806615280103
0,100001.0,50,458,-0.09379934286231066,-0.11024730024680064,-0.014922417550996613,-0.05474773489210494,-0.1875232250022266,0.053938012793903485,0.103891556622649,0.7427379970502928,9020002,0.12156906240757173,0.20215834877132455
0,100001.0,50,430,0.14935669379388308,-1.5578393555014056,-0.01733236304886494,-0.5017059180854911,1.4271653346988191,-0.39012273721106605,0.13526416001183073,-0.3924831380562425,9020003,0.1312475403384494,-0.16982607289843546
0,100001.0,50,460,-0.3506208365823613,-0.5354544928199478,-0.05544390684202562,-0.19987577521351052,0.08890552774190748,0.2040840781272124,0.13868888676966118,-0.3162487272715946,9020004,0.15530855199222546,-0.588539229090029
0,100001.0,50,344,0.17765113125264628,0.2824249151597523,0.02096452379802707,-0.0023160962299102047,0.4102936025733313,-0.1568488750837018,0.1130818819674467,0.3169285829069754,9020005,0.13136440143067535,0.12987584440357375
0,100001.0,50,402,0.13802177807012952,0.16407352865044106,0.025480277116855826,0.13044743106778986,-0.7127040698744194,-0.05363589556196319,0.11923417326114115,0.15327888336660636,9020006,0.1275434280855199,0.08596730777049037
0,100001.0,50,412,0.4923635681647794,-0.024849089614901863,0.0377383802135608,-0.2954088387307467,0.015394483834311287,-0.5841330845453748,0.09667745146839228,0.904320128493148,9020007,0.11465549522561322,0.4959103838716984
0,100001.0,50,463,0.02266608510840452,0.4931144939199576,0.020092308507036458,0.2495000698167009,0.1630137128601158,0.10911833546438808,0.1029034802326728,0.7645808263974956,9020008,0.12904062334153518,-0.031485548902674
0,100001.0,50,465,0.4524820147911985,0.2254171714706961,0.04643088500129172,-0.1019267293946036,-0.3299140746789085,-0.44942876806983256,0.11028479188285484,0.4515840645773774,9020009,0.1344609272280341,-0.016380448296882778
0,100001.0,50,575,-0.2637934112531504,-0.4733190583418593,-0.031158926607288463,-0.00040911038148705263,0.3921648447320786,0.2311664416495071,0.1060517814431708,0.7577270920679571,9020010,0.1097842261904763,0.5601045714443623
0,100001.0,50,408,0.2388135901213964,0.35616839138577816,0.03133794991218996,0.043279710990418406,-0.4603260721908513,-0.1869848118965524,0.11218353320709726,0.2825234992936673,9020011,0.13016745159602305,-0.18442638647993886
0,100001.0,50,427,0.2589293108245767,0.9203526299076183,0.05528900128075832,0.35249765530951993,0.1420340608213745,-0.04489335415826122,0.10781066353242867,0.5588966702182581,9020012,0.1328792985083942,-0.3116891846626617
0,100001.0,50,496,-0.9768333030055429,-0.3626193442142403,-0.105792883399505,0.13900130974969704,-0.3957833581855057,0.9284906434388543,0.12058522038952575,0.3705641893529397,9020013,0.134040769085412,-0.005293587547066131
0,100001.0,50,507,-0.014860221159635876,-0.4936359659081112,-0.0064797000535464725,-0.06772767970021731,0.3016057190210633,-0.022013288561627344,0.113165009593581,0.33743828033498385,9020014,0.12805747298919568,-0.13286019869080426
0,100001.0,50,519,0.1616238407970172,0.7685513507265921,0.03475177649489022,0.22450407421246169,-0.09581910711703548,-0.025548756059590432,0.09475486229734187,0.7610035105481167,9020015,0.12513715163484748,-0.17955856490457411
0,100001.0,50,433,-0.6446506603021147,-2.569215677064987,-0.12101533091001535,-0.6396189730292109,0.7787004572429891,0.23467778588700314,0.1394136862665858,-0.5375954523495459,9020016,0.1557308970099668,-0.9247768587239971
0,100001.0,50,452,0.15124045917645296,0.7248507683544201,0.041350371051441806,0.33595414550718944,-0.08071621831873521,0.04104916505927203,0.11059401237972658,0.34715107079872515,9020017,0.14179557173187746,-0.4213198890540257
0,100001.0,50,404,0.3354248113578265,0.49276470350257107,0.04215633199803398,0.0340735182521235,-0.10239437515325774,-0.276417917330012,0.10729236749644906,0.6520766132422963,9020018,0.10846127441802407,0.8576318940946726
0,100001.0,50,372,0.5275281709875475,-0.42710618013872653,0.02684776598991379,-0.5121776208154405,-0.06688774973746958,-0.7264766836916997,0.1157704654895666,0.4129385052334509,9020019,0.14782656181738754,-0.4724533011913081
0,100001.0,50,382,-0.06666173974827343,-0.5498853207737884,-0.01795690987474501,-0.14374531921443034,0.3524707784591329,-0.015741332095199786,0.1125255927613764,0.4490093283327968,9020020,0.1307380675847575,-0.14683801744561165
0,100001.0,50,526,-0.39369350969148825,1.1787359663559782,0.012202013328791948,0.8420500328577447,-1.0405812760588395,0.7811104459465779,0.10588536261962406,0.6974539627016739,9020021,0.1277070954964264,0.05850618028851237
0,100001.0,50,405,0.352545694957456,0.5455284199708563,0.049757087226970816,0.11385293847758253,-0.4027721453401979,-0.2502370844661048,0.1051092123596426,0.5587489521251143,9020022,0.1201360544217687,0.2656380573982642
0,100001.0,50,483,0.2292314991904335,0.5853292362141739,0.034450385643605135,0.10520690453724713,0.3881507553265196,-0.1465882572698644,0.14151077097505674,-0.17237741137764484,9020023,0.13467687074829934,0.05819573936049247
0,100001.0,50,488,-0.38125647203781343,0.3039165279252595,-0.015505583611616153,0.4240350223289847,-0.6519914395655458,0.5536467677489577,0.1091336067137135,0.5142450566611849,9020024,0.12692200167738327,0.06889787716254203
0,100001.0,50,480,0.0211835957895365,0.2279423247532807,0.007773100208694014,0.07550536152488249,0.4420344515185321,0.020475000753703985,0.1052815135270698,0.6226242870064028,9020025,0.11714079571222427,0.22923002589606725
0,100001.0,50,392,0.3835622451547761,-0.2482730723865144,0.017868732735249228,-0.3956170077633265,-0.2691498796985313,-0.5403568948608212,0.10725957049486468,0.555123045793162,9020026,0.1384222919937207,-0.3019291417733306
0,100001.0,50,443,0.03947210492817162,-0.11860627578814913,-0.0022410586740546673,-0.09907072246955154,-0.31644650264745505,-0.0858024569116626,0.12568561455996008,-0.017145201026782998,9020027,0.1283490319204605,-0.222549923449434
0,100001.0,50,429,-0.07594501005944909,0.3098548058517571,-0.0004959161949345116,0.1217703949329235,-0.5645629005405961,0.12948372986580192,0.13339655233821285,-0.04883167468035665,9020028,0.14569695802849447,-0.3268099346110831
0,100001.0,50,486,-0.07605904635806683,-0.5185065542151304,-0.032834113449821754,-0.34174444288126465,-0.2445895326571823,-0.1100695541154881,0.11709226837943297,0.0258906107423094,9020029,0.13882467049319727,-0.2026938988813132
0,100001.0,50,435,-0.18215722173085305,0.9383821151082459,0.028024395441298748,0.7105170612544884,-0.8065734222329933,0.5268002675951594,0.10468468996794114,0.8809417999769791,9020030,0.11736283298366075,0.5933480679114151
0,100001.0,50,433,-0.10423710373697907,-0.2399543184488521,-0.02427793549802654,-0.17089545778310314,-0.11082131839834657,0.0030866942884290125,0.1374773527501452,-0.1300272592936233,9020031,0.13883673469387744,-0.22292735180800835
0,100001.0,50,404,-0.5515655055025387,-0.8332787227427041,-0.0849312578029001,-0.27952437492520577,0.4473967981253824,0.33915182048570297,0.14160237265637962,-0.6176882962150846,9020032,0.15598639455782318,-0.7063036206167078
0,100001.0,50,369,0.2693502784359287,-0.4675772784038708,5.49198354335206e-05,-0.4568977938576481,0.4004725732699818,-0.4716803350477206,0.12399797756940613,0.2016996184086043,9020033,0.148620559334845,-0.6070294101309243
0,100001.0,50,477,0.1705354718904782,0.410620006973067,0.02911496664598485,0.12817618025942756,-0.24916878789625185,-0.0832448430113025,0.11501889644746775,0.36623911342174187,9020034,0.13283145426002566,-0.08984500299770372
0,100001.0,50,568,0.05739046791444755,1.675169778477969,0.05597188864590556,0.7059059057211908,-0.032503577265629344,0.3152719046401559,0.10886378360868164,0.44594507706016173,9020035,0.11625850340136056,0.2594409742772567
