#/home/enes/bim/BIM.py trees/r8080238.trees,trees/r8080239.trees,trees/r8080240.trees,trees/r8080241.trees,trees/r8080242.trees,trees/r8080243.trees,trees/r8080244.trees,trees/r8080245.trees,trees/r8080246.trees,trees/r8080247.trees,trees/r8080248.trees,trees/r8080249.trees,trees/ir8080000.trees,trees/ir8080001.trees,trees/ir8080002.trees,trees/ir8080003.trees,trees/ir8080004.trees 250 --stats=all --eta=etas/BC.json --out=outs/421598987.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,ZngE,bsfs,FulD,TajD,FayH,FerL,btree,Colless,path
0,10001.0,250,95,1.4164346496864706,3.333106464330411,-1.8447119226378232,2.681510801128967,0.16839866886546973,-0.2713319117378025,-0.6342706391000222,0.04032258064516129,ir8080000.trees
0,10001.0,250,64,1.7700737694007591,5.770344523296137,-0.6974575740732593,2.3713249650685184,0.05714730490304217,-0.8990476333687232,-1.1287599184677775,0.04901541650472859,ir8080001.trees
0,10001.0,250,112,1.149343834469908,2.0303704370287576,-0.059027351880897055,2.281906867599247,0.15264780423068844,-0.15591695558543833,-0.5610131247326919,0.041294209094442286,ir8080002.trees
0,10001.0,250,87,1.5157404017748781,6.286203313678193,-1.102514374325225,2.307918094083128,0.09360583879339554,-0.6041709867920217,-0.6768161978824557,0.039167422377682774,ir8080003.trees
0,10001.0,250,87,2.121412420682266,6.275277052278266,-0.8929394274758473,2.6850789317641257,0.046817480304954494,-1.1460756153577845,-0.46704397482657756,0.041358984324394346,ir8080004.trees
0,10001.0,250,61,2.6161478547806354,6.239947743799486,-0.8783255172342777,3.1507032430585142,0.027944066858703744,-1.525826923989199,0.9522944767854795,0.02316038346936131,r8080238.trees
0,10001.0,250,85,1.4892735511741293,1.852362122659174,-1.485444564057036,2.3561241698462707,0.10559231601918785,-0.5458131887692308,-0.007071712736160639,0.033588448085144544,r8080239.trees
0,10001.0,250,71,1.6878988172082416,5.867295796810059,-0.16208526232480555,2.1369154903557175,0.035805354192574475,-0.9202987908783339,0.05722605978510985,0.03309765115050774,r8080240.trees
0,10001.0,250,77,2.6167493834862974,4.961393095254718,-1.0874914669034843,3.322248990917962,0.057963983210457495,-1.4159538957535889,0.5559050329643839,0.027825819406658896,r8080241.trees
0,10001.0,250,88,1.1372902479361564,2.7564473643612346,-1.5391871922508322,2.315979222441063,0.16045803518419682,-0.13075144174118788,0.3047020942120551,0.03166382218917747,r8080242.trees
0,10001.0,250,58,2.6915611036884917,5.9330192916928075,-1.0766060266679787,3.3314284021165648,0.04214821459840777,-1.5248375960398188,-0.24688668887166199,0.03875178131882368,r8080243.trees
0,10001.0,250,67,1.5164851627903118,6.004804241096251,-1.0683244134544412,1.9706000348304336,0.039689827959484725,-0.8015389406488629,-0.12358969755735369,0.03275251543809647,r8080244.trees
0,10001.0,250,66,1.8782985677164898,5.982463418227638,1.4097552495324064,2.300757395431165,0.027028517456980566,-1.070165452618441,-0.04082337146856103,0.03226886038778771,r8080245.trees
0,10001.0,250,71,2.0534355397218236,4.462696485739876,-0.9241748137085982,2.532891916213682,0.03311548652906957,-1.1562191442884175,-0.1903246294869348,0.03566236271249875,r8080246.trees
0,10001.0,250,57,1.8978828664868252,4.740028022342126,-0.10708012700926116,2.4903739078703917,0.05196240517350313,-0.9993027593658491,0.308818648260991,0.029381639461070086,r8080247.trees
0,10001.0,250,104,1.3464230878264967,2.3169024891389167,-1.0687398252641311,2.2926786047267336,0.12071942911965669,-0.3962198437769748,0.07301977136800693,0.03657487091222031,r8080248.trees
0,10001.0,250,103,2.4367824133927223,6.628657882938401,-1.9413159995555833,3.0865386784654234,0.05569159374628169,-1.306031767172365,0.4975844551877934,0.029261257553934907,r8080249.trees
