start,end,N,SS,TajD,ZngE,FayH,FerL,FulD,bsfs,Colless,btree,path,iColless,ibtree
0,100001.0,250,679,-0.35472438616411617,-0.22691354225515,-0.015799514010170573,0.07907920468610077,-0.09261166788860996,-0.4629634745505365,0.04271948522925791,-0.3630765134290708,1020000,0.04654374743369322,-0.4736526098303338
0,100001.0,250,626,-0.5712076798998392,0.01633383437754715,-0.08667353224444704,-0.34301797916176097,-0.4142063205152259,-0.717103849624078,0.04318969426091465,-0.4256151803421872,1020001,0.05533216888559489,-1.0354942043794746
0,100001.0,250,531,-0.9021747233619868,0.4158756122866881,-0.1998272722960591,-1.022223030765116,0.0702378218629744,-1.6808150564940243,0.04624531121283955,-0.6287246060566937,1020002,0.051722317038138566,-0.8772861621628554
0,100001.0,250,576,-0.08640562819235924,0.33032819719583506,-0.06577949616368482,-0.4559987632467058,-0.21204624449286388,-0.24407583312798226,0.041959509592622686,-0.28619697819911416,1020003,0.050026696380899335,-0.5981503626678376
0,100001.0,250,488,-0.7577612103267516,-0.07949079664041395,-0.0989600068064013,-0.32979478195012585,0.935250935138228,-1.2451465411857678,0.054412233129023914,-0.929206288748086,1020004,0.05627157586703551,-1.2477117447040944
0,100001.0,250,579,-0.15298319757711834,-0.3822138544746078,0.03885859441988833,0.3846847778574776,0.8579430700970022,0.12271629712664435,0.033520759511725604,0.2553630679827533,1020005,0.04106019967854402,-0.2441106561421391
0,100001.0,250,464,-1.4189064051302294,-0.5637475393872381,-0.11851903752246006,-0.10576002459756198,1.5127841107259297,-1.96292724604424,0.04115986658946517,-0.35241034995550824,1020006,0.06452883005773888,-1.6316510889994504
0,100001.0,250,543,-0.8104899770728525,0.6857000185814066,-0.22964411104215285,-1.3030951683512493,0.630531798166182,-1.3641859517957302,0.05120495651276507,-1.1391011770387212,1020007,0.06813928038128746,-1.8359620961572696
0,100001.0,250,527,-0.7439900733908699,0.4289819447322011,-0.1786404735875553,-0.9490218881778256,0.4914992560884544,-1.1272201031208682,0.04311477731593405,-0.34831781050189786,1020008,0.059889628640790366,-1.104121513815186
0,100001.0,250,568,-0.8145557482617987,0.2713150189647716,-0.1635479056076871,-0.7946682225633157,0.39864925808378543,-1.3160755071567682,0.04747279033802916,-0.6886753887219386,1020009,0.06240121777432307,-1.3315642301577255
0,100001.0,250,496,-0.5087066845951612,0.37460692964199416,-0.13532551449751884,-0.7490381101284995,0.7933766018861264,-1.2758014635021784,0.03978023014525561,-0.3729069540062081,1020010,0.06166853174656355,-1.2534269196776795
